Reg. No.,Project Name,Project Land Area (Sq Mtrs),Total Open Area (Sq Mtrs),Project Address,Project End Date,Type,Total Units,Total No. of Towers/Blocks,Promoter name,Promoter Type,Total no. Of Years Of Work Experience Of Group Entity In Gujarat,Total no. Of Completed Projects By Group Entity,Architect Name,Pool Avaliable,Disposal Of Sewage Water Avaliable,Lift Avaliable,Garden Avaliable,Security Avaliable,Drinking Water Avaliable,Water Conservation Avaliable,Water Supply Avaliable,Renewable Energy Avaliable,Community Hall Avaliable,Fire Safety Avaliable,Road Avaliable
PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA01511/030218,"Water Lily Ph-4 (Towers - C5,C6,C11,C12)","21,473","18,191","Shantigram, Ahmedabad City, Ahmedabad, Gujarat, 382423",30/06/2018,Residential/Group Housing,7,4,Adani Township and Real Estate Company Private Limited,COMPANY,8,11,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: No",Community Hall: No,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA00874/A1R/EX1/010621,Cloud 9,"16,390","11,854","Opp. Shaligram Tower, Near Jhansi ki Rani Statue, Ahmedabad City, Ahmedabad, Gujarat, 380015",30/06/2022,Residential/Group Housing,322,6,CLOUD 9 INFRASPACE LLP,LIMITED LIABILITY PARTNERSHIP FIRM,7,0,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: Yes",Community Hall: Yes,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA00587/EX1/110219,ELYSIUM PHASE-2 (TOWER A & I),"6,207","4,910","Shantigram, Ahmedabad City, Ahmedabad, Gujarat, 380060",30/06/2019,Residential/Group Housing,198,2,Adani Township and Real Estate Company Private Limited,COMPANY,8,11,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: Yes",Community Hall: No,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA00576/021117,"Water Lily Ph-3 (Towers-A6,A7)","8,967","7,471","Shantigram, Ahmedabad City, Ahmedabad, Gujarat, 382423",31/12/2017,Residential/Group Housing,4,2,Adani Township and Real Estate Company Private Limited,COMPANY,8,11,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: No",Community Hall: No,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA00515/EX1/201218,Ganesh Genesis,"29,988","23,225","Jagatpur Road, Ahmedabad City, Ahmedabad, Gujarat,",27/12/2018,Residential/Group Housing,792,15,Shiv Siddhi Corporation,PARTNERSHIP FIRM,15,1,,Pool: No,"Disposal of
sewage water Yes",Lift: No,Garden: Yes,Security: Yes,Drinking Water: No,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: No",Community Hall: No,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA00498/181017,SAVVY SWARAAJ PRAGATI PH-2B,"1,961",861,"NR. SAVVY SWARAAJ AAKANSHA PH-1, NR. JAGATPUR RAILWAY CROSSING, Ahmedabad City, Ahmedabad, Gujarat,",31/08/2018,Residential/Group Housing,112,2,SAVVY SIDDHI REALITY & INFRASTRUCTURE LLP,LIMITED LIABILITY PARTNERSHIP FIRM,30,16,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: No,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: No",Community Hall: Yes,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA00497/181017,SAVVY SWARAAJ PRAGATI PH-2-2A,"15,607","14,525","NR. SAVVY SWARAAJ PHASE-1, NR. JAGATPUR RAILWAY CROSSING, Ahmedabad City, Ahmedabad, Gujarat,",31/12/2017,Residential/Group Housing,208,4,SAVVY SIDDHI REALITY & INFRASTRUCTURE LLP,LIMITED LIABILITY PARTNERSHIP FIRM,30,16,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: No,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: No",Community Hall: Yes,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA00442/141017,Vrindavan F To J,"39,855","32,777","Godrej Garden City, Behind Nirma University, Ahmedabad City, Ahmedabad, Gujarat, 382470",30/09/2018,Residential/Group Housing,446,3,SHREE SIDDHI INFRABUILDCON LLP,LIMITED LIABILITY PARTNERSHIP FIRM,15,1,,Pool: No,"Disposal of
sewage water Yes",Lift: No,Garden: Yes,Security: No,Drinking Water: No,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: No",Community Hall: Yes,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA12852/030224/310530,OEUVRE ICONIC,"8,372.56","5,904.56","S. P. No. 13 of F.P. No. 461+F.P. No. 462 of T.P.S. No. 1/B (Bodakdev) Final, Ahmedabad City, Ahmedabad, GUJARAT, 380054",31/05/2030,Mixed Development,242,2,MADHAV OEUVRE ICONIC LLP,LIMITED LIABILITY PARTNERSHIP FIRM,,,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: Yes",Community Hall: Yes,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA12635/161123,SAANVI NIRMAN SOLACE,"6,557","4,184.73","Saanvi Nirman Solace, B/s. Safal Parisar, , Ahmedabad City, Ahmedabad, Gujarat,",31/12/2026,Mixed Development,269,3,SAANVI NIRMAN LLP,LIMITED LIABILITY PARTNERSHIP FIRM,15,11,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: Yes",Community Hall: Yes,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA12447/131023,Trident Experia,"12,801.82","6,999.89","B/h Trident Elanzza, B/H Sardardham Road, Ahmedabad City, Ahmedabad, Gujarat,",31/12/2029,Mixed Development,410,3,Ratnamani Buildspace LLP,LIMITED LIABILITY PARTNERSHIP FIRM,,,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: Yes",Community Hall: No,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA12235/310823,PRAHARSH SERENA,"9,348","5,365.78","Praharsh Serena, Opp. Shivana Aurum, B/h Ansh Aarambh,, Ahmedabad City, Ahmedabad, Gujarat,",31/12/2027,Mixed Development,300,7,D R INFRASTRUCTURE,PARTNERSHIP FIRM,10,1,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: No,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: No",Community Hall: No,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA12144/100723,SWATI PREMIER,"8,135","5,324.18","Swati Premier, Near Lakshaya International School,, Ahmedabad City, Ahmedabad, Gujarat,",31/12/2028,Mixed Development,225,3,SWATISANDHYA PROCON LLP,LIMITED LIABILITY PARTNERSHIP FIRM,20,19,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: Yes",Community Hall: No,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA12022/280623,The Green Parmeshwar,"8,498","4,852.61","Block No. 63, F.P. No. 163, TPS No. 65, The Green Parmeshwar, Ahmedabad City, Ahmedabad, Gujarat,",30/12/2028,Mixed Development,445,3,OM INFRASTRUCTURE,PARTNERSHIP FIRM,0,0,,Pool: No,"Disposal of
sewage water No",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: No",Community Hall: No,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA11917/060623,UNIQUE LUXURIA,"6,840","3,775.85","Unique Luxuria, Survey No. 329/2, F.P.No. 2/3, Near Prasang Party Plot,, Ahmedabad City, Ahmedabad, Gujarat,",31/12/2026,Mixed Development,186,2,UNIQUE INFRASPACE PRIVATE LIMITED,COMPANY,15,9,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: No,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: No",Community Hall: Yes,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA11517/270323,HIGHLINE PHASE-1,"15,519","9,178.79","HIGHLINE, ATITHI GOKUL HOTEL., Ahmedabad City, Ahmedabad, Gujarat,",31/03/2028,Mixed Development,142,1,ATITHI GOKUL CONSTRUCTION LLP,LIMITED LIABILITY PARTNERSHIP FIRM,0,0,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: No",Community Hall: Yes,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA11436/A1M/030623,MOUNT MILANO,"5,281","3,103.34","PLOT NO 68, NR. SWASTIK VIVANTA, KAVISHA PANORAMA LANE,, Ahmedabad City, Ahmedabad, Gujarat,",30/06/2027,Mixed Development,229,3,SHREE INFRA,PARTNERSHIP FIRM,1,0,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: No",Community Hall: Yes,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA11341/030323,SHREE SADAN 17,"10,517","6,168.15","FP 17/2,S R NO 521,, Ahmedabad City, Ahmedabad, Gujarat,",31/03/2026,Mixed Development,471,3,SHREEKUNJ DHARA,PARTNERSHIP FIRM,10,10,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: Yes",Community Hall: No,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA11120/311222,RIVIERA PRESTIGE,"13,294","8,515.36","NEAR L J COLLEGE CAMPUS, Ahmedabad City, Ahmedabad, Gujarat,",31/03/2027,Mixed Development,293,4,GALAXY REAL ESTATE DEVELOPERS GUJ PRIVATE LIMITED,COMPANY,40,105,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: No,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: No",Community Hall: Yes,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA11096/291222,SHILP RESIDENCY,"17,569.02","12,023.11","SHILP RESIDENCY, Ahmedabad City, Ahmedabad, Gujarat,",30/06/2027,Mixed Development,629,0,,,5,20,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: No,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: No",Community Hall: No,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA11068/271222,REFLECTION,"5,798","3,613.5","T.P. No. 1 (Shela) F.P. No. 62/2/1, 62/3, 92/2/1, 92/3, Ahmedabad City, Ahmedabad, Gujarat,",30/09/2026,Mixed Development,327,2,V R BUILDCON,PARTNERSHIP FIRM,5,3,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: Yes",Community Hall: No,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA10830/201022,PRAHARSH BLUEBELL,"8,741","4,478.72","PRAHARSH BLUEBELL, Ahmedabad City, Ahmedabad, Gujarat,",31/12/2026,Mixed Development,385,1,D R INFRASTRUCTURE,PARTNERSHIP FIRM,10,1,,Pool: No,"Disposal of
sewage water No",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: No",Community Hall: Yes,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA09863/280222,SAMANVAY SCINTILLA,"11,898","6,956.78","SAMANVAY SCINTILLA, NR SOLICE ONE, Ahmedabad City, Ahmedabad, Gujarat,",30/06/2026,Mixed Development,559,4,ASHAPURA BUILDSPACE LLP,LIMITED LIABILITY PARTNERSHIP FIRM,5,2,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: Yes",Community Hall: Yes,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA09198/181021,Indraprasth Shivanta,"15,119","10,779.16","Behind Kalibari Temple, Opp Iscon Platinum, Ahmedabad City, Ahmedabad, Gujarat,",31/03/2026,Mixed Development,435,4,DEEP INFRAPROJECTS LLP,LIMITED LIABILITY PARTNERSHIP FIRM,40,0,,Pool: No,"Disposal of
sewage water Yes",Lift: No,Garden: Yes,Security: No,Drinking Water: No,"Water
Conservation: Yes",Water Supply: No,"Renewable
Energy: No",Community Hall: Yes,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA09171/111021,Rajyash Regius,"57,596","8,765.1","B/H, TRP, Opp. Bhavya Park BRTS Bus Stop, Ahmedabad City, Ahmedabad, Gujarat,",31/12/2026,Mixed Development,470,1,RAJYASH PROCON LLP,LIMITED LIABILITY PARTNERSHIP FIRM,35,4,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: Yes",Community Hall: Yes,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA08901/130821,Turquoise Greenz,"5,797","3,055.18","Turquoise Greenz, Turquoise Blu Lane,, Ahmedabad City, Ahmedabad, Gujarat,",31/12/2026,Mixed Development,279,2,RATNABHUMI DEVELOPERS LIMITED,COMPANY,33,21,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: No",Community Hall: Yes,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA08765/140721,Indraprasth Saptak,"14,950","9,366.55","Indraprasth Saptak, B/s. Sahajanand Tower, Ahmedabad City, Ahmedabad, Gujarat,",31/03/2025,Mixed Development,463,6,DEEP BUILDERS,PARTNERSHIP FIRM,40,0,,Pool: No,"Disposal of
sewage water Yes",Lift: No,Garden: Yes,Security: No,Drinking Water: No,"Water
Conservation: Yes",Water Supply: No,"Renewable
Energy: No",Community Hall: Yes,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA08713/030721,Zaveri Greens,"8,195","4,784.17","Zaveri Greenz, Near Harsh Platinum 3, Iscon Flower Lane, , Ahmedabad City, Ahmedabad, Gujarat,",30/06/2026,Mixed Development,448,3,ZAVERI AND COMPANY (GUJARAT) LLP,LIMITED LIABILITY PARTNERSHIP FIRM,8,5,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: Yes",Community Hall: Yes,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA08613/140621,SHELADIA ERIS,"9,045","5,225.02","SHELADIA ERIS, OPP SHANTI ASIATIC SCHOOL,, Ahmedabad City, Ahmedabad, Gujarat,",31/03/2026,Mixed Development,575,5,ZEEL ORGANISERS LLP,LIMITED LIABILITY PARTNERSHIP FIRM,3,0,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: No",Community Hall: No,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA08471/140521,ELENZA GREENFIELD,"5,403","3,371.74","Khata No. 764, Block/Survey No. 356 F.P No 86/1 Draft T.P.S No 1, Ahmedabad City, Ahmedabad, Gujarat,",31/12/2024,Mixed Development,254,3,ELENZA GREEN PROJECTS LLP,LIMITED LIABILITY PARTNERSHIP FIRM,0,0,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: No",Community Hall: Yes,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA08196/A1M/220923,Sun Rising Homes Phase-1,"5,333.11","3,714.17","Sun Rising Homes Phase-1, B/s Jagatpur Crossing, , Ahmedabad City, Ahmedabad, Gujarat,",31/03/2026,Mixed Development,409,2,Sunbird Procon LLP,LIMITED LIABILITY PARTNERSHIP FIRM,40,50,,Pool: No,"Disposal of
sewage water No",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: No",Community Hall: Yes,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA08177/A1M/220923,Sun Rising Homes Phase-2,"7,580.89","5,120.8","Sun Rising Homes Phase 2, B/s Jagatpur Crossing,, Ahmedabad City, Ahmedabad, Gujarat,",31/03/2026,Mixed Development,540,4,Sunbird Procon LLP,LIMITED LIABILITY PARTNERSHIP FIRM,40,50,,Pool: No,"Disposal of
sewage water No",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: No",Community Hall: Yes,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA08006/050221,SHILP ANANTA,"8,681","4,905.04","SHILP ANANTA, OPP. CLUB O7, Ahmedabad City, Ahmedabad, Gujarat,",31/12/2024,Mixed Development,621,10,AYB BUILDCON LLP,LIMITED LIABILITY PARTNERSHIP FIRM,0,0,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: No,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: No",Community Hall: No,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA07770/141220,Sun Atmosphere,"18,028","10,836.78","Sun Atmosphere, Opp Club O'7, , Ahmedabad City, Ahmedabad, Gujarat,",31/07/2024,Mixed Development,996,4,SUN REALTY,PARTNERSHIP FIRM,32,52,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: No",Community Hall: Yes,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA07689/A1M/280921,Kaveri Soham Vivanta,"8,886","4,675.21","Kaveri Soham Vivanta, Nr. Sindhubhavan Road Junction, Bopal-Shilaj S.P. Ring Road, , Ahmedabad City, Ahmedabad, Gujarat,",30/09/2024,Mixed Development,403,3,S S Reality,PARTNERSHIP FIRM,14,8,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: Yes",Community Hall: No,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA07437/A1M/040921,ADITYA PRIME,"2,575","1,545.28","""ADITYA PRIME"" OPP SAMVAAD SAMANVAY BEHIND BASIL SKYLINE, Ahmedabad City, Ahmedabad, Gujarat,",30/12/2023,Mixed Development,126,1,ADITYA INFRASTRUCTURE,PARTNERSHIP FIRM,1,0,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: No,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: No",Community Hall: No,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA06740/050220,Sun Southrayz,"12,895","7,779.41","Sun Southrayz, Beside Gala Luxuria, Off. S.P. Ring Road, , Ahmedabad City, Ahmedabad, Gujarat,",30/11/2022,Mixed Development,514,4,Sun Constructions,PARTNERSHIP FIRM,32,50,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: Yes",Community Hall: No,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA06586/080120,Orchid Sky,"22,157","13,404.28","Orchid Sky, Nr. Sky City Township, Ahmedabad City, Ahmedabad, Gujarat,",30/06/2024,Mixed Development,775,4,GSG ABODE LLP,LIMITED LIABILITY PARTNERSHIP FIRM,16,0,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: Yes",Community Hall: No,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA06191/181019,TAKSHASHILA ELEGNA,"7,646.64","4,788.81","Takshashila Elegna, Beside Fortune Park Hotel, , Ahmedabad City, Ahmedabad, Gujarat, 380006",30/09/2025,Mixed Development,279,2,TAKSHASHILA HEIGHTS INDIA PRIVATE LIMITED,COMPANY,25,21,,Pool: No,"Disposal of
sewage water No",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: Yes",Community Hall: Yes,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA06127/A2M/281021,SHALIGRAM PRIME,"31,871","20,156","SHALIGRAM PRIME, Marigold Circle, Safal Parisar Road, Ahmedabad City, Ahmedabad, Gujarat, 380058",28/08/2025,Mixed Development,"1,144",17,SHALIGRAM PROPERTIES LLP,LIMITED LIABILITY PARTNERSHIP FIRM,20,25,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: No",Community Hall: Yes,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA05773/230719,VANANTA,"9,945","6,007.55","GODREJ GARDEN CITY,, Ahmedabad City, Ahmedabad, Gujarat, 382470",30/04/2023,Mixed Development,469,1,SHREE SIDDHI INFRABUILDCON LLP,LIMITED LIABILITY PARTNERSHIP FIRM,15,1,,Pool: No,"Disposal of
sewage water Yes",Lift: No,Garden: Yes,Security: No,Drinking Water: No,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: No",Community Hall: No,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA03667/A1M/EX1/010122,SHALIGRAM SQUARE,"10,443","6,820.67","SHALIGRAM SQUARE, Ahmedabad City, Ahmedabad, Gujarat, 380060",30/11/2022,Mixed Development,295,4,S B CONSTRUCTION,PARTNERSHIP FIRM,29,17,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: Yes",Community Hall: No,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA00412/A1M/150620,SHARAN CIRCLE HOMES,"7,597","4,827","DIVINE CHILD INTERNATIONAL SCHOOL CIRCLE,, Ahmedabad City, Ahmedabad, Gujarat, 382421",31/01/2023,Mixed Development,340,4,RUSHABHDEV INFRAPROJECTS PRIVATE LIMITED,COMPANY,8,1,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: No",Community Hall: Yes,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA07151/A1M/240321,SHIVALIK SHARDA HARMONY,"8,173.97","4,861.89","panjarapole cross roads , Ahmedabad City, Ahmedabad, Gujarat,",30/09/2024,Mixed Development,279,3,SHIVALIK PARAM STRUCTURES LLP,LIMITED LIABILITY PARTNERSHIP FIRM,10,5,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: No,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: No",Community Hall: No,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Urban Development Authority/RAA14084/020924/300929,SKYLINE,"8,300.24","3,689.91","Survey no. 204 (Old Survey no. 381) and Survey no. 209 (Old Survey no. 389) situated within the limits of Village: Dantali,, Ahmedabad City, Ahmedabad, GUJARAT, 382470",30/09/2029,Residential/Group Housing,256,1,SHILP SHANTIGRAM LLP,LIMITED LIABILITY PARTNERSHIP FIRM,,,,Pool: Yes,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: Yes",Community Hall: No,Fire Safety: Yes,Road: Yes
PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Urban Development Authority/MAA13989/120824/300429,SOLITUDE,"2,013","1,299.13","Solitude, Opp. Indian Oil Petrol Pump, Ahmedabad City, Ahmedabad, GUJARAT, 382470",30/04/2029,Mixed Development,49,1,KRISHNA INFRA,PARTNERSHIP FIRM,,,,Pool: No,"Disposal of
sewage water Yes",Lift: Yes,Garden: Yes,Security: Yes,Drinking Water: Yes,"Water
Conservation: Yes",Water Supply: Yes,"Renewable
Energy: Yes",Community Hall: Yes,Fire Safety: Yes,Road: Yes
