Sr.No.,Project Name,Promoter Name,Promoter Address,Project Type,Email Id,Mobile No,Project Registration No.,District,Approved on
189,Aamrakunj Avis,Avis Corporation,"Survey No. 775/1/1, FP No. 77, Visat Gandhinagar Highway, Near Tapowan Circle, Motera-Chandkheda Ahmedabad 382424",Commercial,maheshwari.abhijeet@gmail.com,9898010956,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA00579/021117,Ahmedabad,02-11-2017
190,GANGOTRI ICON,YOGESHWAR DEVELOPERS,"GANGOTRI ICON, OPP. GOKUL PARTY PLOT, VASNA ROAD Vadodara 390007",Commercial,info@mpbpl.net,9099920918,PR/GJ/VADODARA/VADODARA/Others/CAA03730/EX1/210819,Vadodara,19-10-2018
191,Sahjanand Complex,SHREEJI DEVELOPERS,"C-145, Nayannagar, Payal Park, Near Jain Derasar, Krishnanagar Road, Saijpur Bogha Ahmedabad 382345",Commercial,viru5033@yahoo.in,9727727181,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/CAA03145/120718,Gandhinagar,12-07-2018
192,NARAYAN CITYSCAPES,JAYANTILAL DALSUKHBHAI PANCHAL,"17, KUNJ SOCIETY, ALKAPURI, NR. ARUNODAY CIRCLE Vadodara 390007",Commercial,ncityscapes@narayanrealty.com,9879245132,PR/GJ/VADODARA/VAGHODIA/Others/CAA07780/161220,Vadodara,16-12-2020
193,GLOBAL BUSINESS PARK,GLOBAL INFRASTRUCTURE,"SURVEY NO. 191 , GLOBAL BUSINESS PARK, S.P. RING ROAD, ODHAV, AHMEDABAD - 382415. Ahmedabad 382415",Commercial,mayurcivil@ymail.com,9099080083,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA00734/161117,Ahmedabad,16-11-2017
194,UNICORN PALAZZO,UNICORN CORPORATION,"T.P.S. NO.2 (VESU), FINAL PLOT NO. 7 , OPP. SWASTIK WOOD APARTMENT , VESU , SURAT Surat 395007",Commercial,unicornpalazzo@yahoo.com,9687144744,PR/GJ/SURAT/SURAT CITY/SUDA/CAA01131/281217,Surat,28-12-2017
195,Neelkanth Square,Dinesh Developers,"F. P. No. 103/1, Sub-Plot No. 1, Beside Maruti Showroom & Nana Chiloda Railway Crossing, Naroda-Himmatnagar Road, N. H. No. 8, Ahmedabad - 382330 Ahmedabad 382330",Commercial,neelkanth555@yahoo.com,9825075555,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA03808/EX1/100419,Ahmedabad,24-10-2018
196,TRISHA SQUARE - II,TRISHA INFRASTRUCTURE LIMITED,62 Vishwas Colony Jetalpur Road Vadodara 390007,Commercial,trishainfra.vadodara@gmail.com,9824048087,PR/GJ/VADODARA/VADODARA/Others/CAA01916/EX1/190918,Vadodara,07-03-2018
197,AKSHAR PLAZA,BANSARI DEVELOPERS,B/27 SIDDHARTH NAGAR SOCIETY Vadodara 390002,Commercial,bhavinpatel28882@yahoo.com,9998903084,PR/GJ/VADODARA/PADRA/Others/CAA03851/261018,Vadodara,26-10-2018
198,"Dev I Land Block C, D & E",Dev Developers,"Survey No. 171/B, Dev Industrial Park, B/h. Zaveri Estate, Kathwada-Bhuvaldi Road, Kathwada, Tal. Daskroi, Dist. Ahmedabad - 382350 Ahmedabad 382350",Commercial,deviland2015@gmail.com,9898130205,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA01857/050318,Ahmedabad,05-03-2018
199,AMBA TOWNSHIP SECTOR 2 (BUSINESS PARK) SATYAM 3,AMBA TOWNSHIP PRIVATE LIMITED,"BASEMENT, TOWER A, VARDAN TOWER, NARANPURA, OPP. SHANTI APARTMENT, PRAGATI NAGAR, SHASTRI NAGAR, Ahmedabad 380013",Commercial,secretarialandlegal@gmail.com,7622013963,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/CAA01404/230118,Gandhinagar,23-01-2018
200,Sun Arcade,MUSTAFA ABBASALI BHARMAL PROP. OF SUN DEVELOPERS,"Block No.40-41, Ekjan Society, street no.5, Airport Road, Rajkot-6 Rajkot 360006",Commercial,zainy.rera@gmail.com,9825272462,PR/GJ/RAJKOT/RAJKOT/Others/CAA01982/130318,Rajkot,13-03-2018
201,STELLAR,D K PROPERTIES,"2, SAMARPAN BUNGLOW BODAKDEV, AHMEDABAD Ahmedabad 380054",Commercial,info@suvidhaprojects.com,9824030611,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA00726/151117,Ahmedabad,15-11-2017
202,"WTC GIFT Tower A, B & D",WTC Noida Development Company Pvt Ltd,"GF - 09, Plaza M-6 Jasola District Centre South Delhi South Delhi 110025",Commercial,rera.wtcgiftabd@gmail.com,9711312095,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/CAA00788/EX1/180923,Gandhinagar,21-11-2017
203,WTC GIFT Tower C,WTC Noida Development Company Pvt Ltd,"GF - 09, Plaza M-6 Jasola District Centre South Delhi South Delhi 110025",Commercial,rera.wtcgiftabd@gmail.com,9711312095,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/CAA00787/EX1/240724/300625,Gandhinagar,21-11-2017
204,Raj Victoria,NAHATA DEVELOPERS PRIVATE LIMITED,"110, A/3, REGENT TEXTILE MARKET RING ROAD, SURAT Surat 395001",Commercial,rajgroup.surat@yahoo.com,9913194444,PR/GJ/SURAT/SURAT CITY/SUDA/CAA02212/310318,Surat,31-03-2018
205,Scarlet Gateway,Scarlet Infratech,"312 Circle-P, Opp. Panchvati Auto S.G. Highway, Satellite Ahmedabad 380015",Commercial,scarletgateway@gmail.com,9979846109,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA00792/211117,Ahmedabad,21-11-2017
206,savan square,A PATEL DEVELOPERS,B/H.KARGIL MPETROL PUMP SOLA Ahmedabad 380060,Commercial,ashokpatel23316@gmail.com,9925030112,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA01376/EX1/160219,Ahmedabad,20-01-2018
207,Empire Hub,Empire Builders,Empire Hub Ghodasar Cross Road Nh 8 Ahmedabad 380050,Commercial,deep.gandhi17@gmail.com,9924074353,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA01469/010218,Ahmedabad,01-02-2018
208,HAPPY HALLMARK SHOPPERS,HAPPY HOME CORPORATION,"Shantiniketan, 1st Floor, Near S.D.Jain School University Airport Road, Vesu Cross Road Surat 395007",Commercial,hallmark@sutarwala.in,9099931038,PR/GJ/SURAT/SURAT CITY/SUDA/CAA00201/200917,Surat,20-09-2017
209,Gruham Empire,Gruham Enclave,"T.P.- 66, Block No. 764, Opp. Astha Residency Near Shrushtri Row House, Amroli Sayan Main Road, Kosad Surat 394107",Commercial,gruhamenclave1@gmail.com,9824355311,PR/GJ/SURAT/SURAT CITY/SUDA/CAA01877/060318,Surat,06-03-2018
210,SHUBHAM INDUSTRIAL PARK,SHARDA INFRASTRUCTURE,"20,SANSKAR BUNGLOWS , NEAR SUKAN BUNGLOWS , NIKOL NARODA ROAD , NIKOL , AHMEDABAD Ahmedabad 382350",Commercial,shetal_3743@yahoo.com,9825635002,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA00484/EX1/220219,Ahmedabad,17-10-2017
211,ABHISHEK ARCADE,ABHISHEK ENTERPRISE,"FP 117, TP 60, ABHISHEK ENTERPRISE, NEAR VASTUPUJAN, YOGI CHOWK, SURAT, GUJARAT-395006 Surat 395006",Commercial,cajignesh@icai.org,9825057477,PR/GJ/SURAT/SURAT CITY/SUDA/CAA02079/EX1/300519,Surat,19-03-2018
212,KANHA CAPITAL,KANHA CENTRAL,"4, Rudrax Duplex, Waghodia Road, Vadodara Vadodara 390019",Commercial,ankitthakkar.kanha@yahoo.com,9998960646,PR/GJ/VADODARA/VADODARA/Others/CAA02884/EX1/060921,Vadodara,13-06-2018
213,CREATION PLAZA 2,NEMINATH DEVELOPERS,"401, CREATION PLAZA, ARCHANA SCHOOL LANE, BOMBAY MARKET TO PUNAGAM ROAD, UMARWADA, Surat 395010",Commercial,creationplaza2surat@gmail.com,9825105455,PR/GJ/SURAT/SURAT CITY/SUDA/CAA01983/EX3/261020,Surat,13-03-2018
214,RATNA BUSINESS HUB,RATNODAY DEVELOPERS,"110, Goyal Park, Opp. Satellite Tower B/h Payal Flat, Satellite Road Ahmedabad 380015",Commercial,ratnabusinesshub1@gmail.com,9825016049,PR/GJ/AHMEDABAD/SANAND/AUDA/CAA03636/091018,Ahmedabad,09-10-2018
215,AARNA 673,RUCHI REALTY,"19,20,21,SHREE AUM BUNGLOWS , ATLADRA KALALI ROAD Vadodara 390012",Commercial,iamshahmeet@gmail.com,9998444460,PR/GJ/VADODARA/VADODARA/Others/CAA03366/050918,Vadodara,05-09-2018
216,TITANIUM HEIGHTS,GOYAL AND CO. (CONST.) PRIVATE LIMITED,"GOYAL HOUSE,OPP KARNAVATI CLUB, S G HIGHWAY Ahmedabad 380015",Commercial,r.one.rera@gmail.com,8980013923,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/CAA00010/230817,Ahmedabad,23-08-2017
217,BELLISSIMO HUB,NISHTHA DEVELOPERS,"BLOCK NO.163,S.NO.173 PAL,ADAJAN Surat 394510",Commercial,nishtha.bellissimohub@hotmail.com,9825342519,PR/GJ/SURAT/SURAT CITY/SUDA/CAA00561/EX1/061018,Surat,30-10-2017
218,LUXURIA TRADE HUB,HAPPY HOME CORPORATION,"Shantiniketan, 1st Floor, Near S.D.Jain School, University Airport Road, Vesu Cross Road, Surat-7 Surat 395007",Commercial,dochappyhomegroup@sutarwala.in,9099931038,PR/GJ/SURAT/SURAT CITY/SUDA/CAA00207/210917,Surat,21-09-2017
219,Santorini Square,Krish Buildcon,"201/A, Maurya Atriya Bodakdev, Ahmedabad Ahmedabad 380054",Commercial,santorinisquare@gmail.com,8866222882,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/CAA00005/230817,Ahmedabad,23-08-2017
220,SANGINI MAGNUS,SANGINI ASSOCIATES,"Sangini House, Near L P Savani Academy Canal Road, Vesu Surat 395007",Commercial,sanginiaura79@gmail.com,9879205969,PR/GJ/SURAT/SURAT CITY/SUDA/CAA00108/080917,Surat,08-09-2017
221,Indraprasth Business Park,Namra Developers,"10th Floor President House Opp. C.N. Vidyalaya, Ambawadi Ahmedabad 380006",Commercial,indraprasth.ibp@gmail.com,9925016703,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA00501/181017,Ahmedabad,18-10-2017
222,Ashirvad Textile Market,Western construction company (Gujarat)LLP,"1004,Turning point complex, God dod road,Surat Surat 395001",Commercial,ashirvad.rera.sdc@gmail.com,9825142490,PR/GJ/SURAT/SURAT CITY/SUDA/CAA00605/061117,Surat,06-11-2017
223,Raama Icon,Raama Infra,"F.P40/2, Opp Darshnam Arise Gotri-Sevasi Main Road, Gotri, Vadodara Vadodara 390021",Commercial,raamaicon@gmail.com,7698111666,PR/GJ/VADODARA/VADODARA/Others/CAA00585/031117,Vadodara,03-11-2017
224,Atishay Prism,Atishay Developers,"1, Kavyanajali Bunlgows, Hebatpur Cross Road Thaltej, Ahmedabad Ahmedabad 380059",Commercial,atishayprism@gmail.com,9825590516,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA00584/031117,Ahmedabad,03-11-2017
225,PRAMUKH ARCADE -2,SHREEJI ASSOCIATES,"SURVEY NO.59/P DHOLAKUVA,GANDHINAGAR Gandhinagar 382845",Commercial,m.mkchaudhari@gmail.com,9409367666,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/CAA02805/EX1/040119,Gandhinagar,02-06-2018
226,Broadway Comfort,Arihant Corporation,"A-401, Vitrag Residency, Natubhai Circle Nr. Pranavpuri Tower, Race Course, Vadodara Vadodara 390007",Commercial,broadwaycomfort@gmail.com,9825069133,PR/GJ/VADODARA/VADODARA/Others/CAA02832/EX2/250820,Vadodara,06-06-2018
227,SWARNIM THE BUSINESS HUB,ARIHANT DEVELOPERS,"2 SIDDHARTH COMPLEX B/H INCOME TAX OFFICE, ASHRAM ROAD Ahmedabad 380009",Commercial,arihantdevelopers.ad@gmail.com,9426513738,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA01017/151217,Ahmedabad,15-12-2017
228,SWAMINARAYAN INDUSTRIAL PARK,MUNISWAMI CORPORARTION,"Swaminarayan Indu. Park, Nr. Zaveri Indu. Estate Kathawada Ahmedabad 382430",Commercial,ravikakadiya29682@gmail.com,9825134453,PR/GJ/AHMEDABAD/DASKROI/AUDA/CAA01539/050218,Ahmedabad,05-02-2018
229,TEXTILE TRADE LINK,SHAH DEVELOPERS,"PLOT NO. 401, CREATION PLAZA , BOMBAY MARKET TO PUNAGAM ROAD, Surat 395010",Commercial,textiletradelinksurat@gmail.com,9825105455,PR/GJ/SURAT/SURAT CITY/SUDA/CAA01968/EX4/290622,Surat,12-03-2018
230,RUPAM LAXMI MARKET,Rupam Laxmi Organisers LLP,Rupam Cinema Relief Road Ahmedabad 380001,Commercial,parikh.developers@hotmail.com,9825697877,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA04120/271118,Ahmedabad,27-11-2018
231,AKSHARDHAM COMPLEX,Aadin Projects Private Limited,"1st Floor, Dilip Shopping Centre, Anjali Char Rasta, Vasna, Ahmedabad 380007",Commercial,shyaninaresh@yahoo.co.in,9978994747,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA04017/EX1/170519,Ahmedabad,14-11-2018
232,NOBLE PLAZA,NOBLE PROCON PRIVATE LIMITED,"""TAKSHASHILA"", G-3 BEHIND DWARKADHISH MARKET, Junagadh, Gujarat, 362001 Junagadh 362001",Commercial,rera1.nobleplaza@gmail.com,9913837370,PR/GJ/JUNAGADH/JUNAGADH/Others/CAA02686/160518,Junagadh,16-05-2018
233,SANKALP ICONIC TOWER,SANKALP VENTURE LLP,"SUR.NO.207/20,FP.NO.271/2,SANKALP HOUSE, OPPCOOKING CULTURE RESTAURANT B/H.RAJPATH CLUB,BODAKDEV Ahmedabad 380054",Commercial,harsh.sankalp@gmail.com,9825050000,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/CAA00037/310817,Ahmedabad,31-08-2017
234,Devarsh Sopan,Aabhaar Procon LLP,"502, Purohit House,Opp. Stadium Navrangpura Ahmedabad 380009",Commercial,cs@purohitconstruction.com,9427012928,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA00845/EX2/290319,Ahmedabad,28-11-2017
235,ATLANTA MALL,BHAKTINANDAN CORPORATION,"BLOCK NO 249,SURVEY NO 266 T.P. NO.24, FP NO 110, Motta Varachha Surat 395006",Commercial,atlantamall24@gmail.com,9974694724,PR/GJ/SURAT/OLPAD/SUDA/CAA02641/100518,Surat,10-05-2018
236,SILVER RADIANCE ONE,AVIRAT THR PROJECT,"THALTEJ HEABTPUR ROAD, NR. ZYDUS HOSPITAL THALTEJ, AHMEDABAD Ahmedabad 380059",Commercial,radiance.one@aviratgroup.com,9925013951,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA00857/291117,Ahmedabad,29-11-2017
237,AAROHI VERVE,Siddhi Developers and Builders,"B-003, Elanza Crest, Nr. HOF Living Sindhu Bhavan Road, Off S.G. Highway, Thaltej Ahmedabad 380059",Commercial,account@aarohistarz.com,9099049178,PR/GJ/AHMEDABAD/DASKROI/AUDA/CAA00784/211117,Ahmedabad,21-11-2017
238,TIME SQUARE,AMI CONSTRUCTION,"AMI PALACE 6/7 ROYAL PARK, UNIVERSITY ROAD Rajkot 360005",Commercial,parasajmera123@gmail.com,9662621506,PR/GJ/RAJKOT/RAJKOT/Others/CAA00823/271117,Rajkot,27-11-2017
239,One world Capital,Krish Projects,"404, Shanti Mall, Sattadhar Circle Ghatldia Ahmedabad 380062",Commercial,oneworldcapital@gmail.com,9712757070,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA00989/EX1/241218,Ahmedabad,12-12-2017
240,SNS ATRIA,SHAH AND SANGHAVI DEVELOPERS LLP,"801, SNS BUSINESS PARK, NEAR S D AJAIN SCHOOL UDHNA-MAGDALLA ROAD, VESU SURAT Surat 395007",Commercial,info@snsdevelopers.in,9979020206,PR/GJ/SURAT/SURAT CITY/SUDA/CAA00342/051017,Surat,05-10-2017
241,Shivalik Satyamev,Shivalik Satyamev,"SHIVALIK HOUSE, BESIDES SATELLITE POLICE STATION, RAMDEVNAGAR CROSS ROAD, Ahmedabad 380015",Commercial,rera@shivalikprojects.com,9879004400,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/CAA00312/031017,Ahmedabad,03-10-2017
242,VIGHNESHWAR ARCADE,VIGHNESHWAR DEVELOPERS,"118, SURVEY NO.30, NR. AMBICA ROW HOUSE, DINDOLI, SURAT. Surat 394210",Commercial,vighneshwar.devlopers242@gmail.com,9773143602,PR/GJ/SURAT/SURAT CITY/SUDA/CAA04782/EX1/070919,Surat,01-02-2019
243,UNIVERSAL BUSINESS CENTRE,UNIVERSAL ENTERPRISE,"F.P.134 , 36/2 , NR. MADHUVAN CIRCLE, L.P. SAVANI ROAD, ADAJN Surat 395009",Commercial,universal.ubc@gmail.com,9879449056,PR/GJ/SURAT/SURAT CITY/SUDA/CAA00676/EX1/281218,Surat,13-11-2017
244,Raghuvir Platinum,RAGHUVIR DEVELOPERS & BUILDERS,"RAGHUVIR HOUSE, UG 26, NARIMAN POINT SHOPPING CENTER NEAR MEGHNA PARK, CITYLIGHT ROAD Surat 395007",Commercial,raghuvirsierra@gmail.com,9687476039,PR/GJ/SURAT/CHORASI/SUDA/CAA00101/EX2/271221,Surat,07-09-2017
245,Signet Shoppers,Ilesh Bhanubhai Ponkia (Proprietor of Signet Corporation),"21, Milan bungalows, Opp. Valentine Cinema Surat - Dumas Road, Surat Surat 395007",Commercial,ilu7780@yahoo.co.in,9925122215,PR/GJ/SURAT/SURAT CITY/SUDA/CAA00909/041217,Surat,04-12-2017
246,3RD EYE VISION,KALICABUILDCON PVT LET,"53, NITRANT PARK SOCIETY, OPP SUN N STEP CLUB, THALTEJ Ahmedabad 380054",Commercial,patel.krupa2@gmail.com,9825062708,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA01107/261217,Ahmedabad,26-12-2017
247,AARANA,TRIMURTI CORPORATION,"KALP AARANA, NR. KALP DESIRE , GOTRI-LAXMIPURA 30 MTR. ROAD Vadodara 390021",Commercial,jatinpatelrx@yahoo.com,9737177999,PR/GJ/VADODARA/VADODARA/Others/MAA03891/A1C/030821,Vadodara,30-10-2018
248,Pinnacle Business Park,Tulsi Associates,"F 238 Sahajanand Complex Opp Saraswati Complex, Manjalpur Vadodara 390011",Commercial,pinnaclebusinesspark07@gmail.com,9825041657,PR/GJ/VADODARA/VADODARA/Others/CAA00372/071017,Vadodara,07-10-2017
249,SHARAN CIRCLE HUB,RUSHABHDEV INFRAPROJECTS PRIVATE LIMITED,"509, 5th Floor, Iscon Elegance, S.G. Highway, Ahmedabad 380054",Commercial,bhumit@rushabhdev.in,9825026765,PR/GJ/GANDHINAGAR/GANDHINAGAR/AUDA/CAA00996/EX1/A1C/210323,Gandhinagar,12-12-2017
250,SOHAM ARCADE,SOHAM DEVELOPERS,"603,sapphire business hub, Nr. Madhuvan circle,L.P Savani Road,surat Surat 395009",Commercial,sohamgroupzz@gmail.com,9825905444,PR/GJ/SURAT/SURAT CITY/SUDA/CAA00224/210917,Surat,21-09-2017
251,PELICAN IND. ESTATE,SUNRISE DEVELOPERS,"30,NARNARAYAN SOCIETY, BAPUNAGAR Ahmedabad 382350",Commercial,kumbhanib12@gmail.com,9537545777,PR/GJ/AHMEDABAD/DASKROI/AUDA/CAA01527/A1C/100619,Ahmedabad,05-02-2018
252,RADHIKA INDUSTRIAL PARK,ZARNA DEVELOPER,"38, YOGESHWAR PARK, NEAR JIVANWADI NARODA ROAD, NIKOL, AHMEDABAD Ahmedabad 382350",Commercial,hareshbavasiya@gmail.com,8866126586,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA03270/270718,Ahmedabad,27-07-2018
253,Sumel-10,SAFAL GOYAL DEVELOPERS,"10th Floor, Safal Profitaire, Corporate Road, Prahladnagar Ahmedabad 380015",Commercial,sumel10.rera@hnsafal.com,8980014433,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/CAA00085/060917,Ahmedabad,06-09-2017
254,INFINITY TOWER,Shiv Enterprise,"132,Blue Diamond,Hat Faliya Haripura Surat 395003",Commercial,infinitytower.ac@gmail.com,9825582562,PR/GJ/SURAT/SURAT CITY/SUDA/CAA00714/EX1/A1C/041019,Surat,15-11-2017
255,Sai Prasad Industrial Park II,Alpha Realtors,"403, Mauryansh Elanza, Nr Parekh Hospital Shyamal Cross Road, Ahmedabad 380015",Commercial,aashuagrawal91@gmail.com,7383400636,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA01515/030218,Ahmedabad,03-02-2018
256,VAIBHAV INDUSTRIAL ESTATE,VAIBHAV DEVELOPERS,"VAIBHAV INDUSTRIAL ESTATE, NR. SHREENATH ESTATE, NIKOL RING ROAD CHOWKDI, NIKOL Ahmedabad 380049",Commercial,raiyaninikunj@gmail.com,9898194565,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA01658/160218,Ahmedabad,16-02-2018
257,KALYAN HUB,KALYAN INFRA,KALYAN INFRA NR GOTRI FLYOVER Vadodara 390021,Commercial,kalyanhub12@gmail.com,9824361162,PR/GJ/VADODARA/VADODARA/Others/CAA01962/EX1/180919,Vadodara,09-03-2018
258,DREAM SQUARE,MAHALAXMI ASSOCIATES,"DREAM SQUARE, OPP RAMDEV TEMPLE AKHBARNAGAR Ahmedabad 380013",Commercial,dreamsquare15@gmail.com,9898215681,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA01221/EX1/290918,Ahmedabad,05-01-2018
259,SILVER EMPIRE,M/S MAHAVIR HEIGHTS,"MAHAVIR HEIGHTS, NEW KOSAD ROAD, AMROLI, SURAT Surat 394107",Commercial,silverempire94@gmail.com,8141417676,PR/GJ/SURAT/SURAT CITY/SUDA/CAA01180/020118,Surat,02-01-2018
260,AKSHAR PLAZA,VIHAAN DEVELOPERS,"PITRUKRUPA, STATE BANK SOCIETY, SAHKAR MAIN ROAD,B/H. MAHILA COLLAGE,BHAKTINAGAR CIRCLE REGION, RAJKOT Rajkot 360002",Commercial,vihaandevelopers.rera@gmail.com,9099923555,PR/GJ/RAJKOT/RAJKOT/Others/CAA02933/180618,Rajkot,18-06-2018
261,kasper square,KASHI ASSOCIATES,"kasper square, OPP GANGOTRI EXOTICA 30 mtr gotri-laxmipura road Vadodara 390021",Commercial,kashi.associates15@gmail.com,9925027935,PR/GJ/VADODARA/VADODARA/Others/CAA03722/EX1/220219,Vadodara,17-10-2018
262,SHAKTI EXTOL,kaushalya infra developers,"shakti extol, nr. zydus hospital, thaltej shakti extol, nr. zydus hospital, thaltej Ahmedabad 380054",Commercial,shaktiextol@gmail.com,9825724040,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA01894/EX1/020119,Ahmedabad,06-03-2018
263,VRAJ VALENCIA,VRAJ BUILDCON,"VRAJ VALENCIA B/H PUNJAB MAHINDRA SHOWROOM, SOLA, SG ROAD Ahmedabad 380060",Commercial,anand@vrajgroup.com,9825040308,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA00539/261017,Ahmedabad,26-10-2017
264,INFINITY BUSINESS HUB,DHANUSH CORPORATION,"INFINITY BUSINESS HUB OPP KATARIA MOTORS, PALANPORE Surat 395009",Commercial,infi.dhanush@yahoo.com,9924024880,PR/GJ/SURAT/SURAT CITY/SUDA/CAA00807/221117,Surat,22-11-2017
265,JP SAPPHIRE,JP STRUCTURES PRIVATE LIMITED,"301, RACE COURSE PLAZA, RACE COURSE RING ROAD, NR. CENTRAL EXCISE OFFICE Rajkot 360001",Commercial,jp@jpstructures.in,9825076584,PR/GJ/RAJKOT/RAJKOT/Others/CAA01476/EX2/180219,Rajkot,01-02-2018
266,SHIVARTH,SHIVARTH,"SURVEY NO. 64/2 ,FINAL PLOT NO.158/2 ,SINDHU BHAVAN ROAD BODAKDEV,AHMEDABAD,GUJARAT Ahmedabad 380054",Commercial,amitbhatia005@gmail.com,9727771515,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA00670/A1C/261018,Ahmedabad,10-11-2017
267,NIRAMAY THE MEDICAL HUB,UPASANA INFRAPROJECT PRIVATE LIMITED,OFFICE NO. 605-606-607 SHALIN COMPLEX SECTOR 11 Gandhinagar 382010,Commercial,upasanainfraproject@yahoo.in,9687844999,PR/GJ/GANDHINAGAR/GANDHINAGAR/Others/CAA02163/EX3/170619,Gandhinagar,26-03-2018
268,SWAMINARAYAN BUSINESS PARK,M H INFRAPROJECTS LIMITED,"Dharmadev House, Near Shyamal Cross Roads Satellite Ahmedabad 380015",Commercial,account@dharmadev.net,9924442681,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/CAA00796/EX4/EX5/141024/270525,Ahmedabad,22-11-2017
269,MERIDIAN TEXTILE CENTER,ASTAVINAYAK & CO.,"T.P 64, F.P 48, MERIDIAN TEXTILE CENTRE, B/H LANDMARK EMPIRE, PUNA KUMBHARIYA ROAD, SAROLI, SURAT Surat 395011",Commercial,astavinayakcogujrera@gmail.com,9327776757,PR/GJ/SURAT/SURAT CITY/SUDA/CAA02087/EX1/100419,Surat,20-03-2018
270,GRUHAM PLAZA,GRUHAM PLAZA,"T.P.66, BLOCK NO.1086.1087 NR.LACKU RESIDENCY, KOSAD ROAD, AMROLI Surat 394107",Commercial,gruhamplaza@gmail.com,9375093108,PR/GJ/SURAT/SURAT CITY/SUDA/CAA01904/070318,Surat,07-03-2018
271,GOLDEN BUSINESS POINT,VANITABEN Y SHAH (Pro. of Narmada Developers),"PLOT NO S 136, GIDC DAHEJ GIDC DAHEJ Bharuch 392130",Commercial,narmadasachin@gmail.com,9426740431,PR/GJ/BHARUCH/BHARUCH/Others/CAA01185/EX1/A1C/160319,Bharuch,03-01-2018
272,K 10 GRAND,KETAN REALITIES & CO,"45, PAYAL COMPLEX, SAYAJIGUNJ Vadodara 390005",Commercial,account@k10group.in,9898590781,PR/GJ/VADODARA/VADODARA/Others/CAA03048/EX2/200921,Vadodara,02-07-2018
273,NEO ATRIUM,NEO INFRASTRUCTURE,"SHOP NO-30, CROSS ROAD OPP.DKV COLLEGE, P N MARG Jamnagar 361008",Commercial,nileshbhutia@gmail.com,9824546447,PR/GJ/JAMNAGAR/JAMNAGAR/Others/CAA02841/060618,Jamnagar,06-06-2018
274,Ashoka Icon,Parimal Shah Proprietor of Vimal Developers,"16 Ami vision Society Makrand desai Road, Gotri Vadodara 390015",Commercial,info.vimaldevelopers@gmail.com,9825416165,PR/GJ/VADODARA/VADODARA/Others/CAA02369/130418,Vadodara,13-04-2018
275,AVADH PRIDE,AVADH BUILDCON,"Avadh Pride, Nr. Nirant Cross Road Mahadev Nagar Road, Vastral Ahmedabad 380038",Commercial,avadhpride@gmail.com,9913211211,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA01976/EX1/080819,Ahmedabad,13-03-2018
276,EXULT SHOPPERS,EXULT DEVELOPER,"T.P. S NO. 29 (Rundh - Vesu- Magdalla ) F.P.NO.51/3/1 Beside Sub Station ,Near Siddhivinayak Mandir , VESU Surat 395007",Commercial,exult@pradeepsinghi.com,9825191191,PR/GJ/SURAT/SURAT CITY/SUDA/CAA01258/090118,Surat,09-01-2018
