XID,Configuration,List Item,Price,Area
R87517,"3 BHK Apartment
1.57 Cr - 1.87 Cr",1632 SQ.FT,₹ 1.82 Cr,Super Builtup Area: 1632 sq.ft
R87517,"3 BHK Apartment
1.57 Cr - 1.87 Cr",1673 SQ.FT,₹ 1.87 Cr,Super Builtup Area: 1673 sq.ft
R137841,"1 BHK Apartment
32.27 L",650 SQ.FT,₹ 32.27 L,Builtup Area: 650 sq.ft
R137841,"2 BHK Apartment
40.21 L - 44.68 L",810 SQ.FT,₹ 40.21 L,Builtup Area: 810 sq.ft
R137841,"2 BHK Apartment
40.21 L - 44.68 L",900 SQ.FT,₹ 44.68 L,Builtup Area: 900 sq.ft
R29540,"2.5 BHK Apartment
1.5 Cr",1380 SQ.FT,₹ 1.5 Cr,Super Builtup Area: 1380 sq.ft
R64061,"3 BHK Apartment
3.51 Cr",2400 SQ.FT,₹ 3.51 Cr,Builtup Area: 2400 sq.ft
R64061,"4 BHK Apartment
4.1 Cr",2800 SQ.FT,₹ 4.1 Cr,Builtup Area: 2800 sq.ft
R12632,"2 BHK Apartment
1.75 Cr",1200 SQ.FT,₹ 1.75 Cr,Builtup Area: 1200 sq.ft
R12632,"3 BHK Apartment
2.19 Cr - 2.48 Cr",1500 SQ.FT,₹ 2.19 Cr,Builtup Area: 1500 sq.ft
R12632,"3 BHK Apartment
2.19 Cr - 2.48 Cr",1700 SQ.FT,₹ 2.48 Cr,Builtup Area: 1700 sq.ft
R2712,"2 BHK Apartment
62.94 L - 75.87 L",944 SQ.FT,₹ 62.94 L,Builtup Area: 944 sq.ft
R2712,"2 BHK Apartment
62.94 L - 75.87 L",1064 SQ.FT,₹ 70.94 L,Builtup Area: 1064 sq.ft
R2712,"2 BHK Apartment
62.94 L - 75.87 L",1138 SQ.FT,₹ 75.87 L,Builtup Area: 1138 sq.ft
R2712,"3 BHK Apartment
1.01 Cr",1508 SQ.FT,₹ 1.01 Cr,Builtup Area: 1508 sq.ft
R174055,"Plot
20 L - 70 L",1000 SQ.FT,₹ 20.0 L,Plot Area: 1000 sq.ft
R174055,"Plot
20 L - 70 L",1200 SQ.FT,₹ 24.0 L,Plot Area: 1200 sq.ft
R174055,"Plot
20 L - 70 L",1500 SQ.FT,₹ 30.0 L,Plot Area: 1500 sq.ft
R174055,"Plot
20 L - 70 L",2400 SQ.FT,₹ 42.0 L,Plot Area: 2400 sq.ft
R174055,"Plot
20 L - 70 L",4000 SQ.FT,₹ 70.0 L,Plot Area: 4000 sq.ft
R28982,"2 BHK Apartment
1.16 Cr - 1.3 Cr",1080 SQ.FT,₹ 1.16 Cr,Super Builtup Area: 1080 sq.ft
R28982,"2 BHK Apartment
1.16 Cr - 1.3 Cr",1205 SQ.FT,₹ 1.3 Cr,Super Builtup Area: 1205 sq.ft
R28982,"3 BHK Apartment
1.54 Cr - 1.69 Cr",1430 SQ.FT,₹ 1.54 Cr,Super Builtup Area: 1430 sq.ft
R28982,"3 BHK Apartment
1.54 Cr - 1.69 Cr",1488 SQ.FT,₹ 1.6 Cr,Super Builtup Area: 1488 sq.ft
R28982,"3 BHK Apartment
1.54 Cr - 1.69 Cr",1566 SQ.FT,₹ 1.69 Cr,Super Builtup Area: 1566 sq.ft
R1578,"1 BHK Apartment
79.5 L",795 SQ.FT,₹ 79.5 L,Builtup Area: 795 sq.ft
R1578,"2 BHK Apartment
1.31 Cr",1310 SQ.FT,₹ 1.31 Cr,Builtup Area: 1310 sq.ft
R1578,3 BHK Apartment,1550 SQ.FT,₹ 1.55 Cr,Builtup Area: 1550 sq.ft
R1578,3 BHK Apartment,1770 SQ.FT,Price on Request,Builtup Area: 1770 sq.ft
R1578,3 BHK Apartment,1810 SQ.FT,₹ 1.81 Cr,Builtup Area: 1810 sq.ft
R1578,3 BHK Apartment,1865 SQ.FT,₹ 1.87 Cr,Builtup Area: 1865 sq.ft
R1578,3 BHK Apartment,1970 SQ.FT,₹ 1.97 Cr,Builtup Area: 1970 sq.ft
R1578,3 BHK Apartment,2120 SQ.FT,₹ 2.12 Cr,Builtup Area: 2120 sq.ft
R1578,3 BHK Apartment,2170 SQ.FT,₹ 2.17 Cr,Builtup Area: 2170 sq.ft
R1578,3 BHK Apartment,2175 SQ.FT,₹ 2.17 Cr,Builtup Area: 2175 sq.ft
R1578,3 BHK Apartment,2285 SQ.FT,₹ 2.29 Cr,Builtup Area: 2285 sq.ft
R1578,"4 BHK Apartment
2.57 Cr - 3.29 Cr",2570 SQ.FT,₹ 2.57 Cr,Builtup Area: 2570 sq.ft
R1578,"4 BHK Apartment
2.57 Cr - 3.29 Cr",2900 SQ.FT,₹ 2.9 Cr,Builtup Area: 2900 sq.ft
R1578,"4 BHK Apartment
2.57 Cr - 3.29 Cr",3145 SQ.FT,₹ 3.15 Cr,Builtup Area: 3145 sq.ft
R1578,"4 BHK Apartment
2.57 Cr - 3.29 Cr",3290 SQ.FT,₹ 3.29 Cr,Builtup Area: 3290 sq.ft
R1578,"5 BHK Apartment
4.58 Cr",4580 SQ.FT,₹ 4.58 Cr,Builtup Area: 4580 sq.ft
R373900,"1 BHK Apartment
1.41 Cr - 1.67 Cr",404 SQ.FT,₹ 1.41 Cr,Carpet Area: 404 sq.ft
R373900,"1 BHK Apartment
1.41 Cr - 1.67 Cr",406 SQ.FT,₹ 1.42 Cr,Carpet Area: 406 sq.ft
R373900,"1 BHK Apartment
1.41 Cr - 1.67 Cr",408 SQ.FT,₹ 1.43 Cr,Carpet Area: 408 sq.ft
R373900,"1 BHK Apartment
1.41 Cr - 1.67 Cr",422 SQ.FT,₹ 1.48 Cr,Carpet Area: 422 sq.ft
R373900,"1 BHK Apartment
1.41 Cr - 1.67 Cr",450 SQ.FT,₹ 1.58 Cr,Carpet Area: 450 sq.ft
R373900,"1 BHK Apartment
1.41 Cr - 1.67 Cr",463 SQ.FT,₹ 1.62 Cr,Carpet Area: 463 sq.ft
R373900,"1 BHK Apartment
1.41 Cr - 1.67 Cr",477 SQ.FT,₹ 1.67 Cr,Carpet Area: 477 sq.ft
R373900,"2 BHK Apartment
2.2 Cr",628 SQ.FT,₹ 2.2 Cr,Carpet Area: 628 sq.ft
R303291,"1 BHK Apartment
59.1 L",885 SQ.FT,"₹ 59.1 L
i",Saleable Area: 885 sq.ft
R303291,"2 BHK Apartment
79.46 L",1190 SQ.FT,"₹ 79.46 L
i",Carpet Area: 780 sq.ft
R303291,"2.5 BHK Apartment
95.82 L",1435 SQ.FT,"₹ 95.82 L
i",Saleable Area: 1435 sq.ft
R303291,"3 BHK Apartment
1.03 Cr",1550 SQ.FT,"₹ 1.03 Cr
i",Carpet Area: 1032 sq.ft
R30288,"2 BHK Apartment
68.06 L - 91.3 L",820 SQ.FT,₹ 68.06 L,Super Builtup Area: 820 sq.ft
R30288,"2 BHK Apartment
68.06 L - 91.3 L",1105 SQ.FT,₹ 77.9 L,Super Builtup Area: 1105 sq.ft
R30288,"2 BHK Apartment
68.06 L - 91.3 L",1200 SQ.FT,₹ 85.32 L,Super Builtup Area: 1200 sq.ft
R30288,"2 BHK Apartment
68.06 L - 91.3 L",1070 SQ.FT,₹ 88.81 L,Super Builtup Area: 1070 sq.ft
R30288,"2 BHK Apartment
68.06 L - 91.3 L",1100 SQ.FT,₹ 91.3 L,Super Builtup Area: 1100 sq.ft
R30288,"2.5 BHK Apartment
80.07 L - 1.03 Cr",1135 SQ.FT,₹ 80.07 L,Super Builtup Area: 1135 sq.ft
R30288,"2.5 BHK Apartment
80.07 L - 1.03 Cr",1280 SQ.FT,₹ 1.0 Cr,Super Builtup Area: 1280 sq.ft
R30288,"2.5 BHK Apartment
80.07 L - 1.03 Cr",1245 SQ.FT,₹ 1.03 Cr,Super Builtup Area: 1245 sq.ft
R30288,"3 BHK Apartment
1.02 Cr - 1.23 Cr",1350 SQ.FT,₹ 1.02 Cr,Super Builtup Area: 1350 sq.ft
R30288,"3 BHK Apartment
1.02 Cr - 1.23 Cr",1525 SQ.FT,₹ 1.16 Cr,Super Builtup Area: 1525 sq.ft
R30288,"3 BHK Apartment
1.02 Cr - 1.23 Cr",1480 SQ.FT,₹ 1.23 Cr,Super Builtup Area: 1480 sq.ft
R28552,3 BHK Apartment,2292 SQ.FT,Price on Request,Builtup Area: 2292 sq.ft
R28552,3 BHK Apartment,2992 SQ.FT,Price on Request,Builtup Area: 2992 sq.ft
R28552,3 BHK Apartment,3000 SQ.FT,Price on Request,Builtup Area: 3000 sq.ft
R28552,4 BHK Apartment,2993 SQ.FT,Price on Request,Builtup Area: 2993 sq.ft
R28552,4 BHK Apartment,3064 SQ.FT,Price on Request,Builtup Area: 3064 sq.ft
R417514,1 BHK Apartment,420 SQ.FT,₹ 1.02 Cr,Carpet Area: 420 sq.ft
R417514,1 BHK Apartment,421 SQ.FT,Price on Request,Carpet Area: 421 sq.ft
R417514,1 BHK Apartment,422 SQ.FT,₹ 1.02 Cr,Carpet Area: 422 sq.ft
R417514,1 BHK Apartment,438 SQ.FT,₹ 1.06 Cr,Carpet Area: 438 sq.ft
R417514,1 BHK Apartment,445 SQ.FT,Price on Request,Carpet Area: 445 sq.ft
R417514,1 BHK Apartment,451 SQ.FT,₹ 1.09 Cr,Carpet Area: 451 sq.ft
R417514,2 BHK Apartment,715 SQ.FT,₹ 1.73 Cr,Carpet Area: 715 sq.ft
R417514,2 BHK Apartment,721 SQ.FT,Price on Request,Carpet Area: 721 sq.ft
R276681,"3 BHK Apartment
75.85 L - 88.8 L",205 SQ.YD,₹ 75.85 L,Super Builtup Area: 205 sq.yd
R276681,"3 BHK Apartment
75.85 L - 88.8 L",220 SQ.YD,₹ 81.4 L,Super Builtup Area: 220 sq.yd
R276681,"3 BHK Apartment
75.85 L - 88.8 L",240 SQ.YD,₹ 88.8 L,Super Builtup Area: 240 sq.yd
R29232,"2 BHK Apartment
1.06 Cr - 1.31 Cr",1000 SQ.FT,₹ 1.06 Cr,Builtup Area: 1000 sq.ft
R29232,"2 BHK Apartment
1.06 Cr - 1.31 Cr",1235 SQ.FT,₹ 1.31 Cr,Builtup Area: 1235 sq.ft
R29232,"3 BHK Apartment
1.44 Cr - 2.06 Cr",1354 SQ.FT,₹ 1.44 Cr,Builtup Area: 1354 sq.ft
R29232,"3 BHK Apartment
1.44 Cr - 2.06 Cr",1356 SQ.FT,₹ 1.44 Cr,Builtup Area: 1356 sq.ft
R29232,"3 BHK Apartment
1.44 Cr - 2.06 Cr",1690 SQ.FT,₹ 1.8 Cr,Builtup Area: 1690 sq.ft
R29232,"3 BHK Apartment
1.44 Cr - 2.06 Cr",1940 SQ.FT,₹ 2.06 Cr,Builtup Area: 1940 sq.ft
R29232,"4 BHK Apartment
2.23 Cr - 3.93 Cr",2094 SQ.FT,₹ 2.23 Cr,Builtup Area: 2094 sq.ft
R29232,"4 BHK Apartment
2.23 Cr - 3.93 Cr",3700 SQ.FT,₹ 3.93 Cr,Builtup Area: 3700 sq.ft
R223869,"2 BHK Apartment
1.2 Cr",931 SQ.FT,₹ 1.2 Cr,Builtup Area: 931 sq.ft
R15402,"2.5 BHK Apartment
1.64 Cr",1295 SQ.FT,₹ 1.64 Cr,Builtup Area: 1295 sq.ft
R15402,"3 BHK Apartment
2.11 Cr - 2.65 Cr",1670 SQ.FT,₹ 2.11 Cr,Builtup Area: 1670 sq.ft
R15402,"3 BHK Apartment
2.11 Cr - 2.65 Cr",1732 SQ.FT,₹ 2.19 Cr,Builtup Area: 1732 sq.ft
R15402,"3 BHK Apartment
2.11 Cr - 2.65 Cr",1895 SQ.FT,₹ 2.4 Cr,Builtup Area: 1895 sq.ft
R15402,"3 BHK Apartment
2.11 Cr - 2.65 Cr",2099 SQ.FT,₹ 2.65 Cr,Builtup Area: 2099 sq.ft
R15402,"4 BHK Apartment
3.45 Cr",2725 SQ.FT,₹ 3.45 Cr,Builtup Area: 2725 sq.ft
R57578,3 BHK Apartment,2100 SQ.FT,Price on Request,Builtup Area: 2100 sq.ft
R57578,3 BHK Apartment,2145 SQ.FT,Price on Request,Builtup Area: 2145 sq.ft
R57578,4 BHK Apartment,2778 SQ.FT,Price on Request,Builtup Area: 2778 sq.ft
R57578,4 BHK Apartment,4300 SQ.FT,Price on Request,Builtup Area: 4300 sq.ft
R223221,"3 BHK Builder Floor
1.18 Cr",1400 SQ.FT,₹ 1.18 Cr,Saleable Area: 1400 sq.ft
R814,"2 BHK Apartment
1.42 Cr - 1.57 Cr",1181 SQ.FT,₹ 1.42 Cr,Builtup Area: 1181 sq.ft
R814,"2 BHK Apartment
1.42 Cr - 1.57 Cr",1206 SQ.FT,₹ 1.45 Cr,Builtup Area: 1206 sq.ft
R814,"2 BHK Apartment
1.42 Cr - 1.57 Cr",1309 SQ.FT,₹ 1.57 Cr,Builtup Area: 1309 sq.ft
R814,"3 BHK Apartment
1.53 Cr - 1.92 Cr",1273 SQ.FT,₹ 1.53 Cr,Builtup Area: 1273 sq.ft
R814,"3 BHK Apartment
1.53 Cr - 1.92 Cr",1558 SQ.FT,₹ 1.87 Cr,Builtup Area: 1558 sq.ft
R814,"3 BHK Apartment
1.53 Cr - 1.92 Cr",1590 SQ.FT,₹ 1.91 Cr,Builtup Area: 1590 sq.ft
R814,"3 BHK Apartment
1.53 Cr - 1.92 Cr",1600 SQ.FT,₹ 1.92 Cr,Builtup Area: 1600 sq.ft
R39028,"2 BHK Apartment
98.74 L",569 SQ.FT,₹ 98.74 L,Carpet Area: 569 sq.ft
R8420,1 BHK Apartment,226 SQ.FT,Price on Request,Carpet Area: 226 sq.ft
R8420,1 BHK Apartment,250 SQ.FT,Price on Request,Carpet Area: 250 sq.ft
R8420,1 BHK Apartment,260 SQ.FT,Price on Request,Carpet Area: 260 sq.ft
R8420,1 BHK Apartment,261 SQ.FT,Price on Request,Carpet Area: 261 sq.ft
R8420,1 BHK Apartment,262 SQ.FT,Price on Request,Carpet Area: 262 sq.ft
R8420,1 BHK Apartment,273 SQ.FT,Price on Request,Carpet Area: 273 sq.ft
R8420,1 BHK Apartment,280 SQ.FT,Price on Request,Carpet Area: 280 sq.ft
R8420,1 BHK Apartment,282 SQ.FT,Price on Request,Carpet Area: 282 sq.ft
R8420,1 BHK Apartment,283 SQ.FT,Price on Request,Carpet Area: 283 sq.ft
R8420,1 BHK Apartment,284 SQ.FT,Price on Request,Carpet Area: 284 sq.ft
R8420,1 BHK Apartment,288 SQ.FT,Price on Request,Carpet Area: 288 sq.ft
R8420,1 BHK Apartment,290 SQ.FT,Price on Request,Carpet Area: 290 sq.ft
R8420,1 BHK Apartment,299 SQ.FT,Price on Request,Carpet Area: 299 sq.ft
R8420,1 BHK Apartment,310 SQ.FT,Price on Request,Carpet Area: 310 sq.ft
R8420,1 BHK Apartment,376 SQ.FT,Price on Request,Carpet Area: 376 sq.ft
R8420,2 BHK Apartment,363 SQ.FT,Price on Request,Carpet Area: 363 sq.ft
R8420,2 BHK Apartment,385 SQ.FT,Price on Request,Carpet Area: 385 sq.ft
R8880,"1 BHK Apartment
39.53 L - 56.97 L",560 SQ.FT,₹ 39.53 L,Super Builtup Area: 560 sq.ft
R8880,"1 BHK Apartment
39.53 L - 56.97 L",573 SQ.FT,₹ 40.45 L,Super Builtup Area: 573 sq.ft
R8880,"1 BHK Apartment
39.53 L - 56.97 L",670 SQ.FT,₹ 47.3 L,Super Builtup Area: 670 sq.ft
R8880,"1 BHK Apartment
39.53 L - 56.97 L",807 SQ.FT,₹ 56.97 L,Super Builtup Area: 807 sq.ft
R8880,"2 BHK Apartment
48.5 L - 92.47 L",687 SQ.FT,₹ 48.5 L,Super Builtup Area: 687 sq.ft
R8880,"2 BHK Apartment
48.5 L - 92.47 L",1160 SQ.FT,₹ 81.88 L,Super Builtup Area: 1160 sq.ft
R8880,"2 BHK Apartment
48.5 L - 92.47 L",1170 SQ.FT,₹ 82.59 L,Super Builtup Area: 1170 sq.ft
R8880,"2 BHK Apartment
48.5 L - 92.47 L",1310 SQ.FT,₹ 92.47 L,Carpet Area: 808 sq.ft
R8880,"2.5 BHK Apartment
92.12 L",1305 SQ.FT,₹ 92.12 L,Super Builtup Area: 1305 sq.ft
R8880,3 BHK Apartment,1580 SQ.FT,₹ 1.12 Cr,Super Builtup Area: 1580 sq.ft
R8880,3 BHK Apartment,1620 SQ.FT,Price on Request,Super Builtup Area: 1620 sq.ft
R8880,3 BHK Apartment,1630 SQ.FT,₹ 1.15 Cr,Super Builtup Area: 1630 sq.ft
R8880,3 BHK Apartment,1905 SQ.FT,₹ 1.34 Cr,Carpet Area: 1174 sq.ft
R8880,3 BHK Apartment,2104 SQ.FT,₹ 1.49 Cr,Super Builtup Area: 2104 sq.ft
R8880,3 BHK Apartment,2195 SQ.FT,₹ 1.55 Cr,Super Builtup Area: 2195 sq.ft
R8880,"3.5 BHK Apartment
1.22 Cr",1725 SQ.FT,₹ 1.22 Cr,Super Builtup Area: 1725 sq.ft
R8880,"4 BHK Apartment
1.94 Cr - 2.12 Cr",2755 SQ.FT,₹ 1.94 Cr,Super Builtup Area: 2755 sq.ft
R8880,"4 BHK Apartment
1.94 Cr - 2.12 Cr",3000 SQ.FT,₹ 2.12 Cr,Super Builtup Area: 3000 sq.ft
R335249,"2 BHK Apartment
93.5 L - 1.31 Cr",833 SQ.FT,₹ 93.5 L,Super Builtup Area: 833 sq.ft
R335249,"2 BHK Apartment
93.5 L - 1.31 Cr",837 SQ.FT,₹ 93.94 L,Super Builtup Area: 837 sq.ft
R335249,"2 BHK Apartment
93.5 L - 1.31 Cr",1074 SQ.FT,₹ 1.21 Cr,Super Builtup Area: 1074 sq.ft
R335249,"2 BHK Apartment
93.5 L - 1.31 Cr",1097 SQ.FT,₹ 1.23 Cr,Super Builtup Area: 1097 sq.ft
R335249,"2 BHK Apartment
93.5 L - 1.31 Cr",1134 SQ.FT,₹ 1.27 Cr,Super Builtup Area: 1134 sq.ft
R335249,"2 BHK Apartment
93.5 L - 1.31 Cr",1135 SQ.FT,₹ 1.27 Cr,Super Builtup Area: 1135 sq.ft
R335249,"2 BHK Apartment
93.5 L - 1.31 Cr",1136 SQ.FT,₹ 1.28 Cr,Super Builtup Area: 1136 sq.ft
R335249,"2 BHK Apartment
93.5 L - 1.31 Cr",1139 SQ.FT,₹ 1.28 Cr,Super Builtup Area: 1139 sq.ft
R335249,"2 BHK Apartment
93.5 L - 1.31 Cr",1148 SQ.FT,₹ 1.29 Cr,Super Builtup Area: 1148 sq.ft
R335249,"2 BHK Apartment
93.5 L - 1.31 Cr",1164 SQ.FT,₹ 1.31 Cr,Super Builtup Area: 1164 sq.ft
R335249,"3 BHK Apartment
1.29 Cr - 1.97 Cr",1151 SQ.FT,₹ 1.29 Cr,Super Builtup Area: 1151 sq.ft
R335249,"3 BHK Apartment
1.29 Cr - 1.97 Cr",1164 SQ.FT,₹ 1.31 Cr,Super Builtup Area: 1164 sq.ft
R335249,"3 BHK Apartment
1.29 Cr - 1.97 Cr",1312 SQ.FT,₹ 1.47 Cr,Super Builtup Area: 1312 sq.ft
R335249,"3 BHK Apartment
1.29 Cr - 1.97 Cr",1334 SQ.FT,₹ 1.5 Cr,Super Builtup Area: 1334 sq.ft
R335249,"3 BHK Apartment
1.29 Cr - 1.97 Cr",1344 SQ.FT,₹ 1.51 Cr,Super Builtup Area: 1344 sq.ft
R335249,"3 BHK Apartment
1.29 Cr - 1.97 Cr",1351 SQ.FT,₹ 1.52 Cr,Super Builtup Area: 1351 sq.ft
R335249,"3 BHK Apartment
1.29 Cr - 1.97 Cr",1361 SQ.FT,₹ 1.53 Cr,Super Builtup Area: 1361 sq.ft
R335249,"3 BHK Apartment
1.29 Cr - 1.97 Cr",1371 SQ.FT,₹ 1.54 Cr,Super Builtup Area: 1371 sq.ft
R335249,"3 BHK Apartment
1.29 Cr - 1.97 Cr",1744 SQ.FT,₹ 1.96 Cr,Super Builtup Area: 1744 sq.ft
R335249,"3 BHK Apartment
1.29 Cr - 1.97 Cr",1758 SQ.FT,₹ 1.97 Cr,Super Builtup Area: 1758 sq.ft
R30178,"2 BHK Apartment
1.01 Cr",940 SQ.FT,₹ 1.01 Cr,Builtup Area: 940 sq.ft
R30178,"3 BHK Apartment
1.35 Cr - 2.05 Cr",1250 SQ.FT,₹ 1.35 Cr,Builtup Area: 1250 sq.ft
R30178,"3 BHK Apartment
1.35 Cr - 2.05 Cr",1900 SQ.FT,₹ 2.05 Cr,Builtup Area: 1900 sq.ft
R30178,"4 BHK Apartment
2.37 Cr",2200 SQ.FT,₹ 2.37 Cr,Builtup Area: 2200 sq.ft
R53732,"3 BHK Apartment
1.95 Cr - 2.08 Cr",2067 SQ.FT,₹ 1.95 Cr,Super Builtup Area: 2067 sq.ft
R53732,"3 BHK Apartment
1.95 Cr - 2.08 Cr",2068 SQ.FT,₹ 1.95 Cr,Super Builtup Area: 2068 sq.ft
R53732,"3 BHK Apartment
1.95 Cr - 2.08 Cr",2083 SQ.FT,₹ 1.97 Cr,Super Builtup Area: 2083 sq.ft
R53732,"3 BHK Apartment
1.95 Cr - 2.08 Cr",2085 SQ.FT,₹ 1.97 Cr,Super Builtup Area: 2085 sq.ft
R53732,"3 BHK Apartment
1.95 Cr - 2.08 Cr",2123 SQ.FT,₹ 2.01 Cr,Super Builtup Area: 2123 sq.ft
R53732,"3 BHK Apartment
1.95 Cr - 2.08 Cr",2125 SQ.FT,₹ 2.01 Cr,Super Builtup Area: 2125 sq.ft
R53732,"3 BHK Apartment
1.95 Cr - 2.08 Cr",2150 SQ.FT,₹ 2.03 Cr,Super Builtup Area: 2150 sq.ft
R53732,"3 BHK Apartment
1.95 Cr - 2.08 Cr",2152 SQ.FT,₹ 2.03 Cr,Super Builtup Area: 2152 sq.ft
R53732,"3 BHK Apartment
1.95 Cr - 2.08 Cr",2174 SQ.FT,₹ 2.05 Cr,Super Builtup Area: 2174 sq.ft
R53732,"3 BHK Apartment
1.95 Cr - 2.08 Cr",2175 SQ.FT,₹ 2.05 Cr,Super Builtup Area: 2175 sq.ft
R53732,"3 BHK Apartment
1.95 Cr - 2.08 Cr",2200 SQ.FT,₹ 2.08 Cr,Super Builtup Area: 2200 sq.ft
R53732,"3 BHK Apartment
1.95 Cr - 2.08 Cr",2202 SQ.FT,₹ 2.08 Cr,Super Builtup Area: 2202 sq.ft
R53732,"3 BHK Apartment
1.95 Cr - 2.08 Cr",2203 SQ.FT,₹ 2.08 Cr,Super Builtup Area: 2203 sq.ft
R53732,"4 BHK Apartment
2.71 Cr - 3.73 Cr",2866 SQ.FT,₹ 2.71 Cr,Super Builtup Area: 2866 sq.ft
R53732,"4 BHK Apartment
2.71 Cr - 3.73 Cr",2950 SQ.FT,₹ 2.79 Cr,Super Builtup Area: 2950 sq.ft
R53732,"4 BHK Apartment
2.71 Cr - 3.73 Cr",3014 SQ.FT,₹ 2.85 Cr,Super Builtup Area: 3014 sq.ft
R53732,"4 BHK Apartment
2.71 Cr - 3.73 Cr",3042 SQ.FT,₹ 2.87 Cr,Super Builtup Area: 3042 sq.ft
R53732,"4 BHK Apartment
2.71 Cr - 3.73 Cr",3800 SQ.FT,₹ 3.59 Cr,Super Builtup Area: 3800 sq.ft
R53732,"4 BHK Apartment
2.71 Cr - 3.73 Cr",3888 SQ.FT,₹ 3.67 Cr,Super Builtup Area: 3888 sq.ft
R53732,"4 BHK Apartment
2.71 Cr - 3.73 Cr",3950 SQ.FT,₹ 3.73 Cr,Super Builtup Area: 3950 sq.ft
R53732,"4.5 BHK Apartment
2.73 Cr",2893 SQ.FT,₹ 2.73 Cr,Super Builtup Area: 2893 sq.ft
R7,"2 BHK Apartment
2.45 Cr",1795 SQ.FT,₹ 2.45 Cr,Builtup Area: 1795 sq.ft
R7,"2.5 BHK Apartment
2.5 Cr - 2.6 Cr",1724 SQ.FT,₹ 2.5 Cr,Builtup Area: 1724 sq.ft
R7,"2.5 BHK Apartment
2.5 Cr - 2.6 Cr",1742 SQ.FT,₹ 2.53 Cr,Builtup Area: 1742 sq.ft
R7,"2.5 BHK Apartment
2.5 Cr - 2.6 Cr",1759 SQ.FT,₹ 2.55 Cr,Builtup Area: 1759 sq.ft
R7,"2.5 BHK Apartment
2.5 Cr - 2.6 Cr",1762 SQ.FT,₹ 2.56 Cr,Builtup Area: 1762 sq.ft
R7,"2.5 BHK Apartment
2.5 Cr - 2.6 Cr",1796 SQ.FT,₹ 2.6 Cr,Builtup Area: 1796 sq.ft
R7,"3 BHK Apartment
3.5 Cr - 3.98 Cr",2467 SQ.FT,₹ 3.5 Cr,Builtup Area: 2467 sq.ft
R7,"3 BHK Apartment
3.5 Cr - 3.98 Cr",2471 SQ.FT,₹ 3.51 Cr,Builtup Area: 2471 sq.ft
R7,"3 BHK Apartment
3.5 Cr - 3.98 Cr",2472 SQ.FT,₹ 3.51 Cr,Builtup Area: 2472 sq.ft
R7,"3 BHK Apartment
3.5 Cr - 3.98 Cr",2534 SQ.FT,₹ 3.59 Cr,Builtup Area: 2534 sq.ft
R7,"3 BHK Apartment
3.5 Cr - 3.98 Cr",2537 SQ.FT,₹ 3.6 Cr,Builtup Area: 2537 sq.ft
R7,"3 BHK Apartment
3.5 Cr - 3.98 Cr",2599 SQ.FT,₹ 3.69 Cr,Builtup Area: 2599 sq.ft
R7,"3 BHK Apartment
3.5 Cr - 3.98 Cr",2617 SQ.FT,₹ 3.71 Cr,Builtup Area: 2617 sq.ft
R7,"3 BHK Apartment
3.5 Cr - 3.98 Cr",2623 SQ.FT,₹ 3.72 Cr,Builtup Area: 2623 sq.ft
R7,"3 BHK Apartment
3.5 Cr - 3.98 Cr",2628 SQ.FT,₹ 3.73 Cr,Builtup Area: 2628 sq.ft
R7,"3 BHK Apartment
3.5 Cr - 3.98 Cr",2644 SQ.FT,₹ 3.75 Cr,Builtup Area: 2644 sq.ft
R7,"3 BHK Apartment
3.5 Cr - 3.98 Cr",2680 SQ.FT,₹ 3.8 Cr,Builtup Area: 2680 sq.ft
R7,"3 BHK Apartment
3.5 Cr - 3.98 Cr",2699 SQ.FT,₹ 3.83 Cr,Builtup Area: 2699 sq.ft
R7,"3 BHK Apartment
3.5 Cr - 3.98 Cr",2708 SQ.FT,₹ 3.84 Cr,Builtup Area: 2708 sq.ft
R7,"3 BHK Apartment
3.5 Cr - 3.98 Cr",2709 SQ.FT,₹ 3.84 Cr,Builtup Area: 2709 sq.ft
R7,"3 BHK Apartment
3.5 Cr - 3.98 Cr",2711 SQ.FT,₹ 3.85 Cr,Builtup Area: 2711 sq.ft
R7,"3 BHK Apartment
3.5 Cr - 3.98 Cr",2714 SQ.FT,₹ 3.85 Cr,Builtup Area: 2714 sq.ft
R7,"3 BHK Apartment
3.5 Cr - 3.98 Cr",2715 SQ.FT,₹ 3.85 Cr,Builtup Area: 2715 sq.ft
R7,"3 BHK Apartment
3.5 Cr - 3.98 Cr",2802 SQ.FT,₹ 3.98 Cr,Builtup Area: 2802 sq.ft
R7,"3.5 BHK Apartment
3.97 Cr - 4.47 Cr",2800 SQ.FT,₹ 3.97 Cr,Builtup Area: 2800 sq.ft
R7,"3.5 BHK Apartment
3.97 Cr - 4.47 Cr",3150 SQ.FT,₹ 4.47 Cr,Builtup Area: 3150 sq.ft
R7,"4 BHK Apartment
4.8 Cr - 5.06 Cr",3309 SQ.FT,₹ 4.8 Cr,Builtup Area: 3309 sq.ft
R7,"4 BHK Apartment
4.8 Cr - 5.06 Cr",3329 SQ.FT,₹ 4.83 Cr,Builtup Area: 3329 sq.ft
R7,"4 BHK Apartment
4.8 Cr - 5.06 Cr",3331 SQ.FT,₹ 4.83 Cr,Builtup Area: 3331 sq.ft
R7,"4 BHK Apartment
4.8 Cr - 5.06 Cr",3486 SQ.FT,₹ 5.06 Cr,Builtup Area: 3486 sq.ft
