XID,Project Name,City,Housiing.com Link
R352969,Shriram Chirping Grove,Bangalore East,https://housing.com/in/buy/projects/page/264082-tanmathra-shriram-chirping-grove-2-by-tanmathra-aquarelle-developers-private-limited-in-sarjapur
R911,K Raheja Classique,Western Mumbai,https://housing.com/in/buy/projects/page/42995-k-raheja-classique-by-k-raheja-corp-in-andheri-west/directions
R1918,Royal Garden Shalimar City,Ghaziabad,Not Found
R64099,Bhoomi Harmony,Navi Mumbai,https://housing.com/rent-bhoomi-harmony-for-rent-in-kamothe-navi-mumbai-rpid-AG32jxAH0
R385586,Prestige Green Gables,Bangalore East,https://housing.com/in/buy/projects/page/73170-prestige-green-gables-by-prestige-estates-projects-ltd-in-kadubeesanahalli
R368229,Nanded City Bageshree,Pune South,https://housing.com/in/buy/projects/page/230193-nanded-city-bageshree-by-nanded-city-development-construction-co-ltd-in-nanded
R1421,Pebbles,Pune West,https://housing.com/in/buy/projects/page/133167-rainbow-athashri-at-pebbles-by-rainbow-housing-in-sunarwadi
R914,Runwal Pearl,Thane,https://housing.com/rent-runwal-pearl-for-rent-in-thane-west-thane-rpid-AG144zAH0
R258111,VSR Rejoice,Bangalore North,https://housing.com/in/buy/projects/page/42801-sai-vrushabadri-towers-by-sai-projects-and-developers-in-whitefield?configId=61664
R277439,GK Rose Mansion,Pune West,https://housing.com/in/buy/projects/page/43367-gk-rose-mansion-by-gk-associates-in-punawale
R26604,Geras Isle Royale,Pune West,https://housing.com/in/buy/projects/page/21433-gera-isle-royale-by-gera-developments-in-bavdhan
R375791,Raheja Ascencio,Central Mumbai,https://housing.com/in/buy/projects/page/255976-k-raheja-ascencio-by-k-raheja-corp-in-powai
R236696,Starlit Housing Society,Kolkata East,https://housing.com/buy-vinayak-amara-by-vinayak-group-in-new-town-kolkata-pid-326648
R399000,ATS Bonheur Avenue,Gurgaon,https://housing.com/in/buy/projects/page/286996-ats-bonheur-avenue-plot-by-ats-homekraft-in-sector-35-sohna
R383944,Green View,Ahmedabad North,https://housing.com/rent-shivalik-green-view-for-rent-in-shantigram-ahmedabad-rpid-AG5sfyAH0
R26138,Heritage Apartments,Delhi South West,https://housing.com/in/buy/projects/page/149623-heritage-tower-by-reputed-builder-in-sector-3-dwarka
R266965,Hiranandani Castle Rock,Central Mumbai,https://housing.com/in/buy/projects/page/43368-hiranandani-castle-rock-by-hiranandani-communities-in-powai
R264931,Prestige Valley Crest,Mangalore,https://housing.com/in/buy/projects/page/38096-prestige-valley-crest-by-prestige-estates-projects-ltd-in-bejai/brochure
R271815,Dollars Colony Phase 1,Chennai South,https://housing.com/in/buy/projects/page/239685-dollars-colony-phase-1-by-lv-beach-city-property-promoters-in-vengambakkam
R13288,Siddhi Grandeur,Navi Mumbai,https://housing.com/in/buy/siddhi-grandeur-for-resale-in-kharghar-navi-mumbai-AG4p21AH0
R12060,AWHO Sispal Vihar,Gurgaon,https://housing.com/in/buy/projects/page/148899-awho-sispal-vihar-by-army-welfare-housing-organisation-in-sector-49/directions
R340371,Kohinoor Sapphire,Pune West,https://housing.com/in/buy/projects/page/252223-kohinoor-sapphire-pune-by-kohinoor-group-in-tathawade
R11620,Ambuja Ujjwala The Condoville,Kolkata East,https://housing.com/buy-ambuja-ujjwala-the-condoville-by-ambuja-neotia-in-rajarhat-kolkata-pid-56005/directions
R221935,MIG Super Flats,Mohali,https://housing.com/in/buy/sahibzada_ajit_singh_nagar/flat-sector_70_sahibzada_ajit_singh_nagar
R52022,Kent Nalakattu Palm Villas,Kochi,https://housing.com/buy-kent-nalukettu-palm-villas-by-kent-constructions-pvt-ltd-in-kakkanad-kochi-pid-23546
R1214,Shipra Srishti,Ghaziabad,https://housing.com/in/buy/projects/page/186293-shipra-srishti-by-shipra-group-in-indirapuram
R64109,Suryodaya Apartments,Delhi South West,https://housing.com/in/buy/projects/page/149830-suryodaya-apartment-by-dda-in-sector-12-dwarka
R712,Celestial City Phase 2,Pune West,https://housing.com/in/buy/projects/page/258958-rama-celestial-city-phase-ii-building-i-j-k-by-rama-group-in-ravet
R347075,Thapar Suburbia,Central Mumbai,https://housing.com/in/buy/projects/page/229446-thapar-suburbia-by-thapar-realtors-in-chembur
R59792,Yogsiddhi Sumukh Hills,Western Mumbai,https://housing.com/in/buy/projects/page/6997-yogsiddhi-sumukh-hills-by-yogsiddhi-developers-in-kandivali-east
R124217,Pride Purple Ruby Park,Pune West,https://housing.com/in/buy/projects/page/131487-pride-purple-ruby-park-by-pride-purple-group-in-wakad
R583,Unitech Uniworld Resorts,Gurgaon,https://housing.com/in/buy/projects/page/131309-unitech-uniworld-gardens-1-by-unitech-limited-in-sector-47
R477,Kalpataru Aura,Central Mumbai,https://housing.com/in/buy/projects/page/182899-kalpataru-aura-by-kalpataru-group-in-ghatkopar-west
R428423,Aerotro Homes,Mohali,https://housing.com/in/buy/projects/page/326895-7c-aerotro-homes-by-7c-realty-management-private-limited-in-jlpl-industrial-area
R15060,Vatika Xpressions,Gurgaon,https://housing.com/in/buy/projects/page/86924-vatika-xpressions-by-vatika-in-sector-88b
R890,Kalpataru Splendour,Pune West,https://housing.com/in/buy/projects/page/33475-kalpataru-splendour-by-kalpataru-group-in-wakad
R8548,Vinay Unique Gardens,Beyond Mira Road,https://housing.com/in/buy/projects/page/2932-vinay-unique-gardens-by-vinay-unique-group-in-virar-west
R1338,Tuscan Estate Signature Meadows,Pune East,https://housing.com/in/buy/projects/page/54779-kolte-patil-tuscan-estate-signature-meadows-by-koltepatil-developers-in-kharadi
R26576,Sahyadri Apartment,Delhi South West,https://housing.com/in/buy/projects/page/322649-sahyadri-classic-by-sahyadri-developers-in-mahim
R241789,Evening Glory CHS,Central Mumbai,https://housing.com/in/buy/projects/page/210556-raheja-evening-glory-chs-by-raheja-builders-in-powai
R28138,CIDCO Millennium Towers,Navi Mumbai,Not Found
R308501,Ram Kutir,Raipur,https://housing.com/rent/house-for-rent-in-saddu-raipur-M2P25vawmgoph24qigw
R241703,Rutu City Richmond,Thane,https://housing.com/in/buy/projects/page/46069-rutu-city-by-rutu-group-in-thane-west
R637,Puraniks Aldea,Pune West,https://housing.com/in/buy/projects/page/51834-puraniks-aldea-annexo-c1-by-puraniks-builders-pvt-ltd-in-baner
R381290,Adasada Elite Homes,Hyderabad,https://housing.com/in/buy/projects/page/264880-adasada-elite-homes-by-adasada-developers-private-limited-in-gajularamaram
R334805,Virtusa Tuxedo Park,Hyderabad,https://housing.com/in/buy/projects/page/229940-vartusa-tuxedo-park-by-vartusa-life-space-india-pvt-ltd-in-shadnagar
R396893,My Assets Dhan City,Indore,https://housing.com/buy-my-dhan-city-by-my-assets-realities-in-sanwer-indore-pid-282791
R12672,CGHS Daffodils Apartments,Delhi South West,https://housing.com/rent-daffodil-apartments-for-rent-in-sector-6-dwarka-new-delhi-rpid-AG37l5AH0
R39096,Janaadhar Shubha,Bangalore South,https://housing.com/in/buy/projects/page/330631-janaadhar-shubha-phase-2-cluster-1-by-janaadhar-india-private-limited-in-thattanahalli
R64778,PS Panache,Kolkata East,https://housing.com/buy-ps-panache-by-ps-group-in-dhapa-kolkata-pid-34592
R274375,Dilkap Grandeur,Central Mumbai,https://housing.com/in/buy/projects/page/53991-d-kapoor-land-dilkap-grandeur-by-d-kapoor-land-developers-group-in-powai
R252895,Kalyan Sampat Gardens,Indore,https://housing.com/buy-kalyan-sampat-gardens-resale-flats-in-bhicholi-mardana-indore-srpid-AG8gwAH0
R26346,Parker Residency,Sonipat,https://housing.com/in/buy/projects/page/218129-parker-residency-by-parker-vrc-infrastructure-in-sector-61
R28262,Amrapali Riverview,Greater Noida,https://housing.com/rent-amrapali-riverview-for-rent-in-techzone-iv-greater-noida-west-greater-noida-rpid-AG24kAH0
R414755,SVS Silver Oaks,Bangalore South,https://housing.com/in/buy/projects/page/305070-svs-silver-oaks-by-svs-infra-developers-in-bommasandra
R423724,Thirumal Skandaa Enclave,Chennai South,https://housing.com/in/buy/resale/page/16582339-residential-plot-in-guduvancheri-for-rs-1710000
R331001,Prestige North Point,Bangalore North,https://housing.com/in/buy/projects/page/27089-prestige-north-point-by-prestige-estates-projects-ltd-in-kammanahalli
R211,DLF Express Greens,Gurgaon,https://housing.com/in/buy/projects/page/97124-dlf-express-greens-by-dlf-in-manesar
R273075,Kingsbury at Pride World City,Pune North,https://housing.com/in/buy/projects/page/232297-pride-kingsbury-phase-iii-by-pride-group-in-charholi-budruk
R1141,Arihant Abhilasha,Navi Mumbai,https://housing.com/in/buy/projects/page/50114-arihant-abhilasha-by-arihant-superstructures-ltd-in-kharghar
R122973,Urban Woods,Lucknow,https://housing.com/buy-urban-woods-phase-2-by-urban-axis-infratech-in-sushant-golf-city-lucknow-pid-291814
R246921,Progressive Society,Chandigarh,https://housing.com/in/buy/progressive-society-for-resale-in-sector-50-chandigarh-AG5cg9AH0
R12488,New Jyoti Apartments,Delhi South West,https://housing.com/in/buy/projects/page/326087-affordable-floors-by-nav-jyoti-homes-by-nav-jyoti-homes-in-mahavir-enclave
R137953,Satyam Springs,Central Mumbai,https://housing.com/in/buy/projects/page/39791-satyam-springs-by-satyam-group-in-chembur
R92079,Satguru Sharan,Western Mumbai,https://housing.com/in/buy/projects/page/165358-satguru-sharan-by-reputed-builder-in-bandra-west
R596,Sherwood Estate,Kolkata South,https://housing.com/buy-ps-sherwood-estate-by-ps-group-in-narendrapur-kolkata-pid-79462
R17746,Madhav Sankalp,Thane Outskirts,https://housing.com/in/buy/projects/page/147688-madhav-sankalp-by-madhav-constructions-in-kalyan-west
R272177,SB Blu Pearl,Beyond Mira Road,https://housing.com/in/buy/projects/page/49721-blu-pearl-by-sb-lifespaces-in-virar-west
R14776,Kumar Sanctum,Pune West,https://housing.com/in/buy/projects/page/290451-kumar-sanctum-a2-and-b2-by-kumar-privie-in-pashan
R37460,ABM Pearl Valley,Bangalore South,https://housing.com/in/buy/projects/page/94173-abm-pearl-valley-by-abm-buildtech-pvt-ltd-in-sunawara
R396988,MR Proview Officer City 2,Ghaziabad,https://housing.com/in/buy/mrjv-mr-proview-officer-city-2-phase-2-for-resale-in-raj-nagar-extension-ghaziabad-AGkc3AH0
R15100,BramhaCorp Water Bay,Pune East,https://housing.com/in/buy/projects/page/49579-bramha-waterbay-by-bramhacorp-ltd-in-wadgaon-sheri
R7020,Rishi Ecoview,Kolkata East,https://housing.com/buy-rd-rishi-ecoview-by-rd-construction-in-deshbandhu-nagar-kolkata-pid-275715
R401487,Surya Pride,Bangalore South,https://housing.com/in/buy/projects/page/289992-surya-pride-by-surya-builders-in-akshayanagar
R396921,Nemi Bhavan,Western Mumbai,https://housing.com/in/buy/resale/page/10525104-2-bhk-apartment-in-goregaon-west-for-rs-17500000
R33086,Hiranandani Estate Cardinal,Thane,https://housing.com/rent-hiranandani-cardinal-for-rent-in-thane-west-thane-rpid-AG74AH0
R378769,Primespace The Address,Pune West,https://housing.com/in/buy/projects/page/40622-prime-utsav-homes-3-phase-1-by-primespace-realty-group-in-sunarwadi
R316303,Marathon Neoskies,Central Mumbai,https://housing.com/in/buy/projects/page/127175-marathon-neohomes-neoskies-by-marathon-realty-in-bhandup-west
R177679,Shree Radha CGHS,Delhi South West,Not Found
R31080,Vasu Fortune Residency,Ghaziabad,https://housing.com/rent-aig-fortune-residency-for-rent-in-raj-nagar-extension-ghaziabad-rpid-AG3s5AH0
R380673,Purva Tivoli Hills,Bangalore North,https://housing.com/in/buy/projects/page/262144-tivoli-hills-by-provident-housing-limited-in-devanahalli
R241459,Sunteck Signia Waterfront,Navi Mumbai,https://housing.com/in/buy/projects/page/33673-sunteck-signia-waterfront-by-sunteck-realty-limited-in-airoli
R341465,Shaligram Prime,Ahmedabad West,https://housing.com/buy-shaligram-prime-by-shaligram-group-in-south-bopal-ahmedabad-pid-226850/brochure
R3354,Shree Shyam Hills,Ahmedabad North,https://housing.com/buy-shri-shyam-hills-by-shree-rang-infrastructure-pvt-ltd-in-new-ranip-ahmedabad-pid-47755
R1842,Vatika India Next,Gurgaon,https://housing.com/in/buy/projects/page/77385-vatika-india-next-plot-by-vatika-in-sector-82
R18086,RNA NG Paradise,Mira Bhayandar,https://housing.com/in/buy/projects/page/13326-rna-ng-paradise-by-rna-builder-ng-in-mira-road-east
R137101,Nehru Enclave East RWA,South Delhi,https://housing.com/in/buy/new_delhi/nehru_enclave_east
R8360,Godrej Summit,Gurgaon,Not Found
R130079,Jasmine Springs,Chennai South,https://housing.com/in/buy/projects/page/77955-alliance-jasmine-springs-by-alliance-group-in-kelambakkam
R202871,Trishul Terraces,Navi Mumbai,https://housing.com/in/buy/trishul-terraces-annex-for-resale-in-kopar-khairane-navi-mumbai-AG401vAH0
R379180,Amanora Ascent Towers,Pune East,https://housing.com/in/buy/resale/page/16261427-1-bhk-apartment-in-hadapsar-for-rs-8200000
R30956,RK Lunkad Akshay Tower,Pune West,https://housing.com/in/buy/projects/page/6148-rk-lunkad-akshay-tower-by-rklunkad-housing-corporation-in-wakad
R19718,Satyam Harmony,Navi Mumbai,https://housing.com/in/buy/satyam-harmony-for-resale-in-kopar-khairane-navi-mumbai-AG4ck3AH0
R58524,Proviso Heights,Navi Mumbai,https://housing.com/in/buy/projects/page/5320-proviso-heights-by-proviso-group-in-ulwe
R379916,ANP Universe,Pune West,https://housing.com/in/buy/projects/page/263597-anp-universe-by-anp-corp-in-balewadi
R312765,T Homes,Ghaziabad,https://housing.com/in/buy/projects/page/122381-t-homes-phase-1-by-t-and-t-infrazone-pvt-ltd-in-siddharth-vihar
R63215,Elixir Millennium Apartments,Noida,https://housing.com/in/buy/projects/page/87618-elixir-millennium-apartments-by-elixir-in-sector-61
R424017,Protech Dharapur Phase 3,Guwahati,https://housing.com/buy-protech-dharapur-phase-iii-by-protech-group-in-dharapur-guwahati-pid-334675
R125399,Ansal API Sushant Golf City,Lucknow,https://housing.com/buy-ansal-ansal-api-sushant-golf-city-charmwood-villa-ii-by-ansal-api-in-sushant-golf-city-lucknow-pid-31629
R21,Jaypee Greens Star Court,Greater Noida,https://housing.com/in/buy/projects/page/12712-jaypee-the-star-court-by-jaypee-greens-in-jaypee-greens
R21522,ATS Greens Paradiso,Greater Noida,https://housing.com/in/buy/projects/page/148001-ats-green-paradiso-by-ats-infrastructure-limited-in-chi-iv-greater-noida
R46636,Panchshil Forest Castles,Pune East,https://housing.com/in/buy/pune/1rk-koregaon_park_annexe
R265531,Godrej Eternity,Bangalore South,https://housing.com/in/buy/projects/page/35894-godrej-eternity-by-godrej-properties-ltd-in-mallasandra
R12166,Spaze Privy,Gurgaon,https://housing.com/in/buy/spaze-privy-for-resale-in-sector-72-gurgaon-AGs6tAH0
R407819,Crystal Hitendra Dhamm Shabha Chs,Western Mumbai,https://housing.com/in/buy/projects/page/293759-crystal-hitendra-dhamm-shabha-chsl-by-crystal-construction-company-in-goregaon-west
R26588,Shakuntalam CGHS,Delhi South West,https://housing.com/in/buy/projects/page/47208-cghs-shakuntalam-by-anil-suri-group-in-sector-10-dwarka
R265101,Signature Global Orchard Avenue,Gurgaon,https://housing.com/in/buy/projects/page/35412-signature-global-orchard-avenue-by-signature-global-builders-pvt-ltd-in-sector-93
R137123,DDA Bagwan Apartment,North Delhi,https://housing.com/bhagwan-buddha-housing-corporation-society-pitampura-new-delhi-overview-Pmo6o34f74o6tdwx
R34222,Pratik Gardens,Navi Mumbai,https://housing.com/in/buy/pratik-gardens-for-resale-in-kamothe-navi-mumbai-AG2hwAH0
R380788,Delta Heights,Navi Mumbai,https://housing.com/in/buy/shreenathji-delta-heights-for-resale-in-ulwe-navi-mumbai-AG5uxpAH0
R45104,CHS Utopia,Pune East,https://housing.com/in/buy/projects/page/38566-rizvi-utopia-by-rizvi-house-in-santacruz-east
R237360,Vasant Apartment,Noida,https://housing.com/in/buy/projects/page/85071-swaraj-homes-vasant-apartments-by-swaraj-homes-builders-developer-in-sector-62
R1534,Urbana Jewels,Jaipur,https://housing.com/buy-urbana-jewels-by-urbana-jewels-in-mansarovar-extension-jaipur-rajasthan-pid-10100
R32040,SD The Imperial,Mumbai South,https://housing.com/in/buy/projects/page/217724-sd-the-imperial-by-sd-corporation-in-tardeo
R775,Dheeraj Insignia,Western Mumbai,https://housing.com/in/buy/projects/page/38949-dheeraj-realty-dheeraj-insignia-by-dheeraj-realty-in-santacruz-east
R534,Mantri Synergy,Chennai South,https://housing.com/in/buy/projects/page/87780-mantri-synergy-2-by-mantri-developers-in-padur
R378754,Casagrand Grandio,Chennai South,Not Found
R28548,Exotica Elegance,Ghaziabad,https://housing.com/in/buy/projects/page/219252-exotica-elegance-by-exotica-housing-infrastructure-in-indirapuram
R53384,Suramya Seven,Ahmedabad West,https://housing.com/buy-synthesis-suramya-seven-by-synthesis-spacelinks-in-nandoli-ahmedabad-pid-55469
R12398,Ratnakar Apartments,Delhi South West,https://housing.com/in/buy/projects/page/47212-cghs-ratnakar-apartments-by-anil-suri-group-in-sector-4-dwarka
R15396,Shrachi Greenwood Sonata,Kolkata East,https://housing.com/buy-shrachi-greenwood-sonata-by-shrachi-group-in-rajarhat-kolkata-pid-56013
R20334,Regency Towers,Thane,https://housing.com/in/buy/regency-towers-for-resale-in-thane-west-thane-AG1w3tAH0
R272809,Sai Siddhi Sai Plaza,Thane Outskirts,https://housing.com/in/buy/projects/page/177045-sai-plaza-housing-by-reputed-builder-in-nalasopara-east
R403291,Doon Aviral Kailasm,Dehradun,https://housing.com/buy-doon-divine-aviral-kailasm-by-doon-divine-hotels-and-developers-pvt-ltd-in-badripur-dehradun-pid-290396
R1988,Amarprakash The Royal Castle,Chennai South,https://housing.com/in/buy/projects/page/45127-amarprakash-royal-castle-by-amarprakash-developers-pvt-ltd-in-thirumudivakkam
R64310,DDA Rainbow Apartment,Delhi South West,https://housing.com/in/buy/projects/page/151105-rainbow-apartment-by-reputed-builder-in-sector-12-dwarka
R124433,Maxheights Dream Homes,Sonipat,https://housing.com/in/buy/projects/page/238626-maxheights-dream-homes-by-maxheights-infrastructure-in-sector-61
R7886,Californea Citi,Indore,https://housing.com/buy-ibd-californea-citi-phase-2-plot-by-ibd-universal-pvt-ltd-in-khatri-khedi-indore-pid-256970
R45512,Aadi Apartment RWA,Delhi South West,https://housing.com/in/buy/projects/page/73416-aadi-apartment-rwa-by-swaraj-homes-builders-developer-in-sector-1-dwarka
R3184,Ideal Enclave,Kolkata East,https://housing.com/buy-ideal-enclave-by-ideal-group-in-rajarhat-kolkata-pid-28799
R296417,Forest Edge,Pune East,https://housing.com/in/buy/projects/page/116977-vascon-forest-edge-by-vascon-engineers-ltd-in-kharadi
R16710,Hiranandani QueensGate,Bangalore South,https://housing.com/in/buy/projects/page/27440-hiranandani-queensgate-by-house-of-hiranandani-in-akshayanagar/directions
R67564,Deep Auralis The Twins,Thane,https://housing.com/in/buy/projects/page/28123-deep-homes-and-constructions-mumbai-auralis-the-twins-by-rb-realty-in-thane-west
R26016,The Maharani Aventi Bai,Delhi South West,https://housing.com/in/buy/projects/page/68434-maharani-aventi-bai-by-reputed-builder-in-sector-22-dwarka
R420947,Haware My First Home,Navi Mumbai,https://housing.com/in/buy/projects/page/311684-haware-my-first-home-shil-phata-by-haware-properties-in-shilphata
R273591,Shraddha Evoque,Central Mumbai,https://housing.com/in/buy/projects/page/163245-shraddha-evoque-by-shraddha-landmark-pvt-ltd-in-bhandup-west
R38312,SBTL Caladium,Gurgaon,Not Found
R264981,Shiv Serenity Space,Ahmedabad North,https://housing.com/buy-shiv-serenity-space-by-shiv-infraspace-in-gota-ahmedabad-pid-45828
R1345,Supertech Supernova,Noida,https://housing.com/in/buy/projects/page/4099-supertech-supernova-by-supertech-limited-in-sector-94
R244025,Elita Garden Vista Phase 2,Kolkata East,https://housing.com/buy-elita-garden-vista-phase-2-by-merlin-group-in-new-town-kolkata-pid-34955
R84159,Signature Global Solera,Gurgaon,https://housing.com/in/buy/projects/page/77086-signature-global-solera-2-by-signature-global-builders-pvt-ltd-in-sector-107
R224525,Greenscape Eternia,Navi Mumbai,https://housing.com/in/buy/projects/page/46633-greenscape-eternia-by-green-scape-developers-in-kalamboli
R29788,Fort Oasis,Kolkata South,https://housing.com/buy-fort-oasis-apartment-by-fort-group-in-ballygunge-kolkata-pid-44652
R63711,Supriya Apartments,Delhi South West,https://housing.com/in/buy/supriya-apartment-for-resale-in-sector-10-dwarka-new-delhi-AG3a6jAH0
R173447,JLPL Sky Gardens,Mohali,https://housing.com/in/buy/janta-sky-gardens-for-resale-in-jlpl-industrial-area-mohali-AG35feAH0
R404574,Sumatinath Green View Apartment,Beyond Mira Road,https://housing.com/in/buy/projects/page/293505-green-view-by-delight-developers-in-nalasopara-west
R269095,Maya Homes,Ghaziabad,https://housing.com/in/buy/projects/page/16156-maya-homes-by-maya-buildcon-pvt-ltd-in-indirapuram
R413562,SDMV Elite,Bangalore South,https://housing.com/in/buy/projects/page/303309-sdmv-elite-by-sdmv-infra-in-electronic-city
R265669,Aditya Casa Grande,Hyderabad,https://housing.com/in/buy/projects/page/35715-sri-aditya-casa-grande-by-sri-aditya-homes-pvt-ltd-in-gandipet
R371553,Casagrand Athens,Chennai North,https://housing.com/in/buy/projects/page/252705-casagrand-athens-by-casagrand-builder-private-limited-in-mogappair
R197199,Chaithanya Smaran,Bangalore East,https://housing.com/in/buy/projects/page/48751-chaithanya-smaran-by-chaithanya-projects-in-krishnarajapura
R32664,Royal Oasis,Western Mumbai,https://housing.com/in/buy/projects/page/831-royal-oasis-by-royal-realtors-group-of-companies-in-malad-west
R8378,Brigade Golden Triangle,Bangalore East,https://housing.com/in/buy/projects/page/13292-brigade-golden-triangle-by-brigade-enterprises-ltd-in-sannatammanahalli
R12344,Balaji Apartment,Delhi South West,https://housing.com/in/buy/projects/page/137357-cghs-shri-balaji-apartment-by-cghs-group-in-nawada
R208139,DDA Flats Mayur Vihar,East Delhi,Not Found
R25942,Baroda House Apartment,Delhi South West,https://housing.com/pin-code/baroda-house-new-delhi-pin-code-110001
R6572,VUB Veermaa Paradise,Navi Mumbai,https://housing.com/in/buy/vub-group-veermaa-paradise-for-resale-in-kamothe-navi-mumbai-AG1qqAH0
R255673,Aparna Serene Park,Hyderabad,https://housing.com/in/buy/projects/page/34386-aparna-serene-park-by-aparna-in-gachibowli
R425775,Kripa Elysium,Central Mumbai,https://housing.com/in/buy/projects/page/317513-kripa-elysium-by-kripa-elite-corporation-in-chembur
R424911,Shyaswa Sarovar,Ahmedabad West,https://housing.com/buy-bequest-shyaswa-sarovar-by-bequest-infraprojects-llp-in-shilaj-ahmedabad-pid-318901
R267233,Orchid Heaven,Ahmedabad West,https://housing.com/buy-orchid-heaven-by-goyal-co-hn-safal-in-shela-ahmedabad-pid-44941
R12568,Youngsters CGHS,Delhi South West,https://housing.com/in/buy/projects/page/47205-cghs-youngsters-by-anil-suri-group-in-sector-6-dwarka
R368537,Apex D Rio,Ghaziabad,https://housing.com/in/buy/projects/page/237969-apex-d-rio-by-apex-group-in-indirapuram
R272175,ATS Pristine Golf Villas,Noida,https://housing.com/in/buy/projects/page/203047-ats-pristine-golf-villas-phase-i-by-ats-infrastructure-limited-in-sector-150
R47860,Ceebros The Atlantic,Chennai Central,https://housing.com/in/buy/projects/page/46724-ceebros-the-atlantic-by-ceebros-in-egmore/brochure
R277,Rohan Mithila,Pune East,https://housing.com/rent-rohan-mithila-for-rent-in-viman-nagar-pune-rpid-AGpwsAH0
R27782,Gardenia Square 1,Ghaziabad,https://housing.com/in/buy/projects/page/131412-gardenia-square-by-gardenia-india-in-crossings-republik
R347315,Adiyogi Haridwar,Haridwar,https://housing.com/in/buy/projects/page/249541-adi-yogi-villa-by-adi-yogi-in-badheri-rajputan
R26542,CGHS Classic Apartments,Delhi South West,https://housing.com/in/buy/projects/page/35490-mahalakshmi-tres-belle-park-by-mahalakshmi-multi-state-cghs-in-sector-13-dwarka
R78417,DNR Reflection,Bangalore East,https://housing.com/in/buy/projects/page/15566-dnr-reflection-by-dnr-corporation-pvt-ltd-in-bellandur
R26764,Unitech Greenwood City,Gurgaon,https://housing.com/in/buy/projects/page/35825-unitech-green-wood-city-by-unitech-limited-in-sector-45
R10090,Lokhandwala Octacrest,Western Mumbai,https://housing.com/in/buy/projects/page/35791-lokhandwala-octacrest-by-lokhandwala-construction-in-kandivali-east
R64288,Hiranandani Heritage,Central Mumbai,https://housing.com/in/buy/projects/page/25428-hiranandani-heritage-estonia-by-hiranandani-communities-in-kandivali-west
R14622,Chaitanya Towers,Mumbai South,https://housing.com/in/buy/projects/page/115223-chaitanya-tower-by-chaitanya-developers-in-prabhadevi
R14412,HM World City,Bangalore South,https://housing.com/in/buy/projects/page/29196-hm-world-city-by-hm-group-in-jp-nagar
R57570,GHP Sonnet,Navi Mumbai,https://housing.com/in/buy/projects/page/32-ghp-sonnet-by-ghp-group-in-kharghar
R34632,Kalpataru Avana,Mumbai South,https://housing.com/in/buy/projects/page/33243-kalpataru-avana-by-kalpataru-group-in-parel
R396814,Target Tirumala Padmawati,Indore,https://housing.com/buy-target-tirumala-padmawati-by-target-housing-in-budhaniya-indore-pid-282708
R382695,Asmi Legacy,Western Mumbai,https://housing.com/in/buy/projects/page/288173-asmi-legacy-by-asmi-realtors-in-goregaon-west
R25300,Mahagun Mansion 1 and 2,Ghaziabad,https://housing.com/in/buy/projects/page/77812-mahagun-mansion-phase-1-and-2-by-mahagun-group-in-indirapuram
R272961,SPR Highliving District,Chennai North,https://housing.com/in/buy/resale/page/10502193-3-bhk-apartment-in-perambur-for-rs-14625000
R6514,Coromandel Coral Ennar,Coimbatore,https://housing.com/buy-coromandel-coral-ennar-by-coromandel-engineering-company-limited-in-illango-nagar-coimbatore-pid-26973
R591,Orris Carnation Residency,Gurgaon,https://housing.com/in/buy/projects/page/351-orris-carnation-residency-by-orris-infrastructure-in-sector-85
R267936,OHANA,Bangalore East,https://housing.com/in/buy/projects/page/43669-ohana-by-ahuja-skav-ag-in-k-r-puram
R97912,Unimark Springfield,Kolkata East,https://housing.com/buy-unimark-springfield-elite-2-by-unimark-group-in-rajarhat-kolkata-pid-282222
R266851,Dosti Desire,Thane,https://housing.com/in/buy/projects/page/52570-dosti-desire-dosti-joy-by-dosti-realty-in-thane-west
R270895,Sowparnika Columns,Bangalore East,https://housing.com/in/buy/projects/page/263561-sowparnika-columns-by-sowparnika-projects-infrastructure-in-thirumalashettyhally
R828,Paradise Sai Pearls,Navi Mumbai,https://housing.com/in/buy/projects/page/148861-paradise-sai-pearls-by-paradise-group-in-kharghar
R403838,Samatva Amaryllis,Ahmedabad West,https://housing.com/buy-samatva-amaryllis-by-samatva-amaryllis-infra-in-science-city-ahmedabad-pid-291601/brochure
R32512,Paranjape Yuthika,Pune West,https://housing.com/in/buy/projects/page/7001-paranjape-yuthika-by-paranjape-schemes-construction-ltd-in-baner
R219895,Mayfield Gardens,Gurgaon,https://housing.com/in/buy/gurgaon/mayfield_garden
R63549,Young Aheria CGHS,Delhi South West,https://housing.com/in/buy/new_delhi/flat-sector_7_dwarka
R366805,Unika,Pune East,https://housing.com/in/buy/resale/page/15053088-4-bhk-apartment-in-hadapsar-for-rs-26000000
R120305,Karunamoyee Housing Society,Kolkata East,https://housing.com/rent-karunamoyee-housing-society-for-rent-in-salt-lake-city-kolkata-rpid-AG1f8fAH0
R921,Logix Blossom Greens,Noida,https://housing.com/in/buy/projects/page/50276-logix-blossom-greens-by-logix-group-in-sector-143
R32786,DSK Meghmalhar,Pune South,https://housing.com/in/buy/resale/page/16142369-1-bhk-apartment-in-dhayari-for-rs-3850000
R393432,PSC Paranjape Aspire,Western Mumbai,Not Found
R31294,Oxford Windsor Avenue,Pune East,https://housing.com/oxford-village-wanowrie-pune-overview-P5j2n4wzryvfyp48o
