XID,Configuration,List Item,Price,Area
R368704,2 BHK Apartment,640 SQ.FT,Price on Request,Carpet Area: 640 sq.ft
R368704,2 BHK Apartment,674 SQ.FT,₹ 50.51 L,Carpet Area: 674 sq.ft
R368704,3 BHK Apartment,815 SQ.FT,₹ 60.5 L,Carpet Area: 815 sq.ft
R368704,3 BHK Apartment,828 SQ.FT,Price on Request,Carpet Area: 828 sq.ft
R368704,3 BHK Apartment,855 SQ.FT,₹ 66.5 L,Carpet Area: 855 sq.ft
R368704,3 BHK Apartment,907 SQ.FT,₹ 71.5 L,Carpet Area: 907 sq.ft
r369486,"1 BHK Apartment
18 L",201 SQ.FT,"₹ 18.0 L
i",Carpet Area: 201 sq.ft
r369486,"2 BHK Apartment
32 L",475 SQ.FT,"₹ 32.0 L
i",Carpet Area: 475 sq.ft
R370898,"1 BHK Apartment
70.09 L - 74.2 L",414 SQ.FT,₹ 70.09 L,Carpet Area: 414 sq.ft
R370898,"1 BHK Apartment
70.09 L - 74.2 L",422 SQ.FT,₹ 71.57 L,Carpet Area: 422 sq.ft
R370898,"1 BHK Apartment
70.09 L - 74.2 L",438 SQ.FT,₹ 74.2 L,Carpet Area: 438 sq.ft
R370898,"2 BHK Apartment
1.03 Cr - 1.24 Cr",605 SQ.FT,₹ 1.03 Cr,Carpet Area: 605 sq.ft
R370898,"2 BHK Apartment
1.03 Cr - 1.24 Cr",658 SQ.FT,₹ 1.11 Cr,Carpet Area: 658 sq.ft
R370898,"2 BHK Apartment
1.03 Cr - 1.24 Cr",660 SQ.FT,₹ 1.12 Cr,Carpet Area: 660 sq.ft
R370898,"2 BHK Apartment
1.03 Cr - 1.24 Cr",732 SQ.FT,₹ 1.24 Cr,Carpet Area: 732 sq.ft
R370898,"3 BHK Apartment
1.8 Cr",1064 SQ.FT,₹ 1.8 Cr,Carpet Area: 1064 sq.ft
R371039,"2 BHK Apartment
2.42 Cr - 2.95 Cr",1120 SQ.FT,₹ 2.42 Cr,Super Builtup Area: 1120 sq.ft
R371039,"2 BHK Apartment
2.42 Cr - 2.95 Cr",1350 SQ.FT,₹ 2.92 Cr,Super Builtup Area: 1350 sq.ft
R371039,"2 BHK Apartment
2.42 Cr - 2.95 Cr",1365 SQ.FT,₹ 2.95 Cr,Super Builtup Area: 1365 sq.ft
R371039,"3 BHK Apartment
4.31 Cr - 4.91 Cr",1995 SQ.FT,₹ 4.31 Cr,Super Builtup Area: 1995 sq.ft
R371039,"3 BHK Apartment
4.31 Cr - 4.91 Cr",2030 SQ.FT,₹ 4.39 Cr,Super Builtup Area: 2030 sq.ft
R371039,"3 BHK Apartment
4.31 Cr - 4.91 Cr",2050 SQ.FT,₹ 4.43 Cr,Super Builtup Area: 2050 sq.ft
R371039,"3 BHK Apartment
4.31 Cr - 4.91 Cr",2270 SQ.FT,₹ 4.91 Cr,Super Builtup Area: 2270 sq.ft
r371964,"2 BHK Apartment
51.86 L - 64.8 L",593 SQ.FT,"₹ 63.5 L
i",Carpet Area: 593 sq.ft
r371964,"2 BHK Apartment
51.86 L - 64.8 L",703 SQ.FT,"₹ 64.8 L
i",Carpet Area: 703 sq.ft
r371964,"2 BHK Apartment
51.86 L - 64.8 L",593 SQ.FT,₹ 51.86 L,Carpet Area: 593 sq.ft
r371964,"2 BHK Apartment
51.86 L - 64.8 L",639 SQ.FT,₹ 55.91 L,Carpet Area: 639 sq.ft
r371964,"2 BHK Apartment
51.86 L - 64.8 L",641 SQ.FT,₹ 56.06 L,Carpet Area: 641 sq.ft
r371964,"2 BHK Apartment
51.86 L - 64.8 L",678 SQ.FT,₹ 59.31 L,Carpet Area: 678 sq.ft
r371964,"2 BHK Apartment
51.86 L - 64.8 L",685 SQ.FT,₹ 59.92 L,Carpet Area: 685 sq.ft
r371964,"2 BHK Apartment
51.86 L - 64.8 L",688 SQ.FT,₹ 60.19 L,Carpet Area: 688 sq.ft
r371964,"2 BHK Apartment
51.86 L - 64.8 L",701 SQ.FT,₹ 61.32 L,Carpet Area: 701 sq.ft
r371964,"2 BHK Apartment
51.86 L - 64.8 L",703 SQ.FT,₹ 61.5 L,Carpet Area: 703 sq.ft
R373148,"3 BHK Apartment
6.05 Cr - 8.4 Cr",1330 SQ.FT,₹ 7.16 Cr,Carpet Area: 1330 sq.ft
R373148,"3 BHK Apartment
6.05 Cr - 8.4 Cr",1367 SQ.FT,₹ 7.36 Cr,Carpet Area: 1367 sq.ft
R373148,"3 BHK Apartment
6.05 Cr - 8.4 Cr",1372 SQ.FT,₹ 7.39 Cr,Carpet Area: 1372 sq.ft
R373148,"3 BHK Apartment
6.05 Cr - 8.4 Cr",1491 SQ.FT,₹ 8.03 Cr,Carpet Area: 1491 sq.ft
R373148,"3 BHK Apartment
6.05 Cr - 8.4 Cr",1492 SQ.FT,₹ 8.03 Cr,Carpet Area: 1492 sq.ft
R373148,"3 BHK Apartment
6.05 Cr - 8.4 Cr",1515 SQ.FT,₹ 8.16 Cr,Carpet Area: 1515 sq.ft
R373148,"3 BHK Apartment
6.05 Cr - 8.4 Cr",1560 SQ.FT,₹ 8.4 Cr,Carpet Area: 1560 sq.ft
R373148,"3 BHK Apartment
6.05 Cr - 8.4 Cr",1737 SQ.FT,₹ 6.15 Cr,Carpet Area: 1737 sq.ft
R373148,"3 BHK Apartment
6.05 Cr - 8.4 Cr",1746 SQ.FT,₹ 6.19 Cr,Carpet Area: 1746 sq.ft
R373148,"3 BHK Apartment
6.05 Cr - 8.4 Cr",1847 SQ.FT,₹ 6.54 Cr,Carpet Area: 1847 sq.ft
R373148,"3 BHK Apartment
6.05 Cr - 8.4 Cr",1709 SQ.FT,₹ 6.05 Cr,Carpet Area: 1709 sq.ft
R373148,"3 BHK Apartment
6.05 Cr - 8.4 Cr",1710 SQ.FT,₹ 6.06 Cr,Carpet Area: 1710 sq.ft
R373148,"3 BHK Apartment
6.05 Cr - 8.4 Cr",1713 SQ.FT,₹ 6.07 Cr,Carpet Area: 1713 sq.ft
R373148,"3 BHK Apartment
6.05 Cr - 8.4 Cr",1759 SQ.FT,₹ 6.23 Cr,Carpet Area: 1759 sq.ft
R373148,"3 BHK Apartment
6.05 Cr - 8.4 Cr",1760 SQ.FT,₹ 6.23 Cr,Carpet Area: 1760 sq.ft
R373148,"3 BHK Apartment
6.05 Cr - 8.4 Cr",1763 SQ.FT,₹ 6.24 Cr,Carpet Area: 1763 sq.ft
R373148,"3 BHK Apartment
6.05 Cr - 8.4 Cr",1765 SQ.FT,₹ 6.25 Cr,Carpet Area: 1765 sq.ft
R373148,"3 BHK Apartment
6.05 Cr - 8.4 Cr",1766 SQ.FT,₹ 6.25 Cr,Carpet Area: 1766 sq.ft
R373148,"3 BHK Apartment
6.05 Cr - 8.4 Cr",1769 SQ.FT,₹ 6.27 Cr,Carpet Area: 1769 sq.ft
R373148,"4 BHK Apartment
8.5 Cr - 17.4 Cr",1962 SQ.FT,₹ 10.57 Cr,Carpet Area: 1962 sq.ft
R373148,"4 BHK Apartment
8.5 Cr - 17.4 Cr",2046 SQ.FT,₹ 11.02 Cr,Carpet Area: 2046 sq.ft
R373148,"4 BHK Apartment
8.5 Cr - 17.4 Cr",2068 SQ.FT,₹ 11.14 Cr,Carpet Area: 2068 sq.ft
R373148,"4 BHK Apartment
8.5 Cr - 17.4 Cr",2067 SQ.FT,₹ 17.4 Cr,Carpet Area: 2067 sq.ft
R373148,"4 BHK Apartment
8.5 Cr - 17.4 Cr",2400 SQ.FT,₹ 8.5 Cr,Carpet Area: 2400 sq.ft
R373148,"4 BHK Apartment
8.5 Cr - 17.4 Cr",3028 SQ.FT,₹ 11.31 Cr,Carpet Area: 3028 sq.ft
R373148,"4 BHK Apartment
8.5 Cr - 17.4 Cr",3030 SQ.FT,₹ 11.32 Cr,Carpet Area: 3030 sq.ft
R373148,"4 BHK Apartment
8.5 Cr - 17.4 Cr",3033 SQ.FT,₹ 11.33 Cr,Carpet Area: 3033 sq.ft
R373148,"4 BHK Apartment
8.5 Cr - 17.4 Cr",3035 SQ.FT,₹ 11.33 Cr,Carpet Area: 3035 sq.ft
R373148,"4 BHK Apartment
8.5 Cr - 17.4 Cr",3036 SQ.FT,₹ 11.34 Cr,Carpet Area: 3036 sq.ft
R373148,"4 BHK Apartment
8.5 Cr - 17.4 Cr",3040 SQ.FT,₹ 11.36 Cr,Carpet Area: 3040 sq.ft
R373148,"4 BHK Apartment
8.5 Cr - 17.4 Cr",3042 SQ.FT,₹ 11.36 Cr,Carpet Area: 3042 sq.ft
R373148,"4 BHK Apartment
8.5 Cr - 17.4 Cr",3047 SQ.FT,₹ 11.38 Cr,Carpet Area: 3047 sq.ft
R373595,"3 BHK Apartment
1.22 Cr - 3.92 Cr",1074 SQ.FT,"₹ 3.01 Cr
i",Super Builtup Area: 1551 sq.ft
R373595,"3 BHK Apartment
1.22 Cr - 3.92 Cr",1212 SQ.FT,"₹ 3.92 Cr
i",Super Builtup Area: 2016 sq.ft
R373595,"4 BHK Apartment
1.72 Cr - 4.43 Cr",1513 SQ.FT,"₹ 4.29 Cr
i",Super Builtup Area: 2207 sq.ft
R373595,"4 BHK Apartment
1.72 Cr - 4.43 Cr",1513 SQ.FT,"₹ 4.43 Cr
i",Super Builtup Area: 2281 sq.ft
R373932,"1 BHK Apartment
1.33 Cr - 1.41 Cr",341 SQ.FT,₹ 1.33 Cr,Carpet Area: 341 sq.ft
R373932,"1 BHK Apartment
1.33 Cr - 1.41 Cr",360 SQ.FT,₹ 1.41 Cr,Carpet Area: 360 sq.ft
R373932,"1 BHK Apartment
1.33 Cr - 1.41 Cr",360 SQ.FT,₹ 1.41 Cr,Carpet Area: 360 sq.ft
R373932,"3 BHK Apartment
3.18 Cr",813 SQ.FT,₹ 3.18 Cr,Carpet Area: 813 sq.ft
r374274,"4 BHK Apartment
4.5 Cr - 4.58 Cr",1347 SQ.FT,"₹ 4.5 Cr
i",Carpet Area: 1347 sq.ft
r374274,"4 BHK Apartment
4.5 Cr - 4.58 Cr",1371 SQ.FT,"₹ 4.58 Cr
i",Carpet Area: 1371 sq.ft
R374995,"1 BHK Apartment
1.27 Cr - 1.44 Cr",396 SQ.FT,₹ 1.27 Cr,Carpet Area: 396 sq.ft
R374995,"1 BHK Apartment
1.27 Cr - 1.44 Cr",431 SQ.FT,₹ 1.38 Cr,Carpet Area: 431 sq.ft
R374995,"1 BHK Apartment
1.27 Cr - 1.44 Cr",436 SQ.FT,₹ 1.39 Cr,Carpet Area: 436 sq.ft
R374995,"1 BHK Apartment
1.27 Cr - 1.44 Cr",448 SQ.FT,₹ 1.43 Cr,Carpet Area: 448 sq.ft
R374995,"1 BHK Apartment
1.27 Cr - 1.44 Cr",450 SQ.FT,₹ 1.44 Cr,Carpet Area: 450 sq.ft
R374995,"1 BHK Apartment
1.27 Cr - 1.44 Cr",451 SQ.FT,₹ 1.44 Cr,Carpet Area: 451 sq.ft
R374995,"2 BHK Apartment
1.91 Cr - 2.18 Cr",597 SQ.FT,₹ 1.91 Cr,Carpet Area: 597 sq.ft
R374995,"2 BHK Apartment
1.91 Cr - 2.18 Cr",598 SQ.FT,₹ 1.91 Cr,Carpet Area: 598 sq.ft
R374995,"2 BHK Apartment
1.91 Cr - 2.18 Cr",600 SQ.FT,₹ 1.92 Cr,Carpet Area: 600 sq.ft
R374995,"2 BHK Apartment
1.91 Cr - 2.18 Cr",611 SQ.FT,₹ 1.96 Cr,Carpet Area: 611 sq.ft
R374995,"2 BHK Apartment
1.91 Cr - 2.18 Cr",615 SQ.FT,₹ 1.97 Cr,Carpet Area: 615 sq.ft
R374995,"2 BHK Apartment
1.91 Cr - 2.18 Cr",665 SQ.FT,₹ 2.13 Cr,Carpet Area: 665 sq.ft
R374995,"2 BHK Apartment
1.91 Cr - 2.18 Cr",680 SQ.FT,₹ 2.18 Cr,Carpet Area: 680 sq.ft
R374995,"3 BHK Apartment
2.85 Cr - 3.19 Cr",892 SQ.FT,₹ 2.85 Cr,Carpet Area: 892 sq.ft
R374995,"3 BHK Apartment
2.85 Cr - 3.19 Cr",905 SQ.FT,₹ 2.9 Cr,Carpet Area: 905 sq.ft
R374995,"3 BHK Apartment
2.85 Cr - 3.19 Cr",922 SQ.FT,₹ 2.95 Cr,Carpet Area: 922 sq.ft
R374995,"3 BHK Apartment
2.85 Cr - 3.19 Cr",925 SQ.FT,₹ 2.96 Cr,Carpet Area: 925 sq.ft
R374995,"3 BHK Apartment
2.85 Cr - 3.19 Cr",926 SQ.FT,₹ 2.96 Cr,Carpet Area: 926 sq.ft
R374995,"3 BHK Apartment
2.85 Cr - 3.19 Cr",939 SQ.FT,₹ 3.0 Cr,Carpet Area: 939 sq.ft
R374995,"3 BHK Apartment
2.85 Cr - 3.19 Cr",944 SQ.FT,₹ 3.02 Cr,Carpet Area: 944 sq.ft
R374995,"3 BHK Apartment
2.85 Cr - 3.19 Cr",996 SQ.FT,₹ 3.19 Cr,Carpet Area: 996 sq.ft
R375,"2 BHK Apartment
2.07 Cr - 2.43 Cr",1446 SQ.FT,₹ 2.07 Cr,Super Builtup Area: 1446 sq.ft
R375,"2 BHK Apartment
2.07 Cr - 2.43 Cr",1697 SQ.FT,₹ 2.43 Cr,Super Builtup Area: 1697 sq.ft
R375,"3 BHK Apartment
3.7 Cr",2587 SQ.FT,₹ 3.7 Cr,Super Builtup Area: 2587 sq.ft
R375,"3.5 BHK Apartment
3.28 Cr - 3.95 Cr",2293 SQ.FT,₹ 3.28 Cr,Super Builtup Area: 2293 sq.ft
R375,"3.5 BHK Apartment
3.28 Cr - 3.95 Cr",2762 SQ.FT,₹ 3.95 Cr,Super Builtup Area: 2762 sq.ft
R375,"4 BHK Apartment
6.62 Cr",4632 SQ.FT,₹ 6.62 Cr,Super Builtup Area: 4632 sq.ft
R375,"5 BHK Apartment
6.84 Cr - 7.88 Cr",4780 SQ.FT,₹ 6.84 Cr,Super Builtup Area: 4780 sq.ft
R375,"5 BHK Apartment
6.84 Cr - 7.88 Cr",5513 SQ.FT,₹ 7.88 Cr,Super Builtup Area: 5513 sq.ft
R375,"5.5 BHK Apartment
7.17 Cr",5010 SQ.FT,₹ 7.17 Cr,Super Builtup Area: 5010 sq.ft
R375092,"3 BHK Apartment
64.07 L",569 SQ.FT,₹ 64.07 L,Carpet Area: 569 sq.ft
R375652,2 BHK Apartment,1520 SQ.FT,Price on Request,Super Builtup Area: 1520 sq.ft
R375652,3 BHK Apartment,2294 SQ.FT,₹ 2.33 Cr,Super Builtup Area: 2294 sq.ft
R375652,3 BHK Apartment,2501 SQ.FT,Price on Request,Super Builtup Area: 2501 sq.ft
R375791,"Studio Apartment
1.46 Cr - 1.59 Cr",437 SQ.FT,₹ 1.46 Cr,Carpet Area: 437 sq.ft
R375791,"Studio Apartment
1.46 Cr - 1.59 Cr",474 SQ.FT,₹ 1.59 Cr,Carpet Area: 474 sq.ft
R375791,"1 BHK Apartment
2.04 Cr - 2.17 Cr",609 SQ.FT,₹ 2.04 Cr,Carpet Area: 609 sq.ft
R375791,"1 BHK Apartment
2.04 Cr - 2.17 Cr",647 SQ.FT,₹ 2.17 Cr,Carpet Area: 647 sq.ft
R375791,2 BHK Apartment,755 SQ.FT,₹ 2.53 Cr,Carpet Area: 755 sq.ft
R375791,2 BHK Apartment,790 SQ.FT,₹ 2.65 Cr,Carpet Area: 790 sq.ft
R375791,2 BHK Apartment,790 SQ.FT,Price on Request,Carpet Area: 790 sq.ft
R375791,2 BHK Apartment,806 SQ.FT,₹ 2.7 Cr,Carpet Area: 806 sq.ft
R375791,2 BHK Apartment,812 SQ.FT,₹ 2.72 Cr,Carpet Area: 812 sq.ft
R375791,2 BHK Apartment,812 SQ.FT,₹ 2.72 Cr,Carpet Area: 812 sq.ft
R375791,2 BHK Apartment,828 SQ.FT,₹ 2.77 Cr,Carpet Area: 828 sq.ft
R375791,2 BHK Apartment,829 SQ.FT,₹ 2.78 Cr,Carpet Area: 829 sq.ft
R375791,2 BHK Apartment,843 SQ.FT,₹ 2.83 Cr,Carpet Area: 843 sq.ft
R375791,2 BHK Apartment,901 SQ.FT,₹ 3.02 Cr,Carpet Area: 901 sq.ft
R375791,3 BHK Apartment,1286 SQ.FT,Price on Request,Carpet Area: 1286 sq.ft
R375815,"3 BHK Apartment
59.95 L",145 SQ.YD,₹ 59.95 L,Carpet Area: 75.44 sq.yd
R375937,"2 BHK Builder Floor
1.09 Cr",650 SQ.FT,"₹ 1.09 Cr
i",Builtup Area: 650 sq.ft
R375937,"3 BHK Builder Floor
1.64 Cr - 2.8 Cr",1100 SQ.FT,"₹ 1.64 Cr
i",Builtup Area: 1100 sq.ft
R375937,"3 BHK Builder Floor
1.64 Cr - 2.8 Cr",1900 SQ.FT,"₹ 2.8 Cr
i",Builtup Area: 1900 sq.ft
R375937,"4 BHK Builder Floor
3.38 Cr",2250 SQ.FT,"₹ 3.38 Cr
i",Builtup Area: 2250 sq.ft
R376342,"2 BHK Apartment
1.19 Cr",645 SQ.FT,₹ 1.19 Cr,Carpet Area: 645 sq.ft
R376342,3 BHK Apartment,855 SQ.FT,Price on Request,Carpet Area: 855 sq.ft
R376342,3 BHK Apartment,1222 SQ.FT,₹ 2.69 Cr,Carpet Area: 1222 sq.ft
R376342,"4 BHK Apartment
4.25 Cr",1863 SQ.FT,₹ 4.25 Cr,Carpet Area: 1863 sq.ft
R376664,"1 BHK Apartment
1.1 Cr - 1.33 Cr",366 SQ.FT,₹ 1.1 Cr,Carpet Area: 366 sq.ft
R376664,"1 BHK Apartment
1.1 Cr - 1.33 Cr",387 SQ.FT,₹ 1.17 Cr,Carpet Area: 387 sq.ft
R376664,"1 BHK Apartment
1.1 Cr - 1.33 Cr",387 SQ.FT,₹ 1.17 Cr,Carpet Area: 387 sq.ft
R376664,"1 BHK Apartment
1.1 Cr - 1.33 Cr",440 SQ.FT,₹ 1.33 Cr,Carpet Area: 440 sq.ft
R376664,"1 BHK Apartment
1.1 Cr - 1.33 Cr",440 SQ.FT,₹ 1.33 Cr,Carpet Area: 440 sq.ft
R376664,"1 BHK Apartment
1.1 Cr - 1.33 Cr",441 SQ.FT,₹ 1.33 Cr,Carpet Area: 441 sq.ft
R376664,"2 BHK Apartment
1.68 Cr - 2.07 Cr",556 SQ.FT,₹ 1.68 Cr,Carpet Area: 556 sq.ft
R376664,"2 BHK Apartment
1.68 Cr - 2.07 Cr",557 SQ.FT,₹ 1.68 Cr,Carpet Area: 557 sq.ft
R376664,"2 BHK Apartment
1.68 Cr - 2.07 Cr",576 SQ.FT,₹ 1.74 Cr,Carpet Area: 576 sq.ft
R376664,"2 BHK Apartment
1.68 Cr - 2.07 Cr",577 SQ.FT,₹ 1.74 Cr,Carpet Area: 577 sq.ft
R376664,"2 BHK Apartment
1.68 Cr - 2.07 Cr",630 SQ.FT,₹ 1.9 Cr,Carpet Area: 630 sq.ft
R376664,"2 BHK Apartment
1.68 Cr - 2.07 Cr",631 SQ.FT,₹ 1.91 Cr,Carpet Area: 631 sq.ft
R376664,"2 BHK Apartment
1.68 Cr - 2.07 Cr",631 SQ.FT,₹ 1.91 Cr,Carpet Area: 631 sq.ft
R376664,"2 BHK Apartment
1.68 Cr - 2.07 Cr",647 SQ.FT,₹ 1.95 Cr,Carpet Area: 647 sq.ft
R376664,"2 BHK Apartment
1.68 Cr - 2.07 Cr",647 SQ.FT,₹ 1.95 Cr,Carpet Area: 647 sq.ft
R376664,"2 BHK Apartment
1.68 Cr - 2.07 Cr",647 SQ.FT,₹ 1.95 Cr,Carpet Area: 647 sq.ft
R376664,"2 BHK Apartment
1.68 Cr - 2.07 Cr",679 SQ.FT,₹ 2.05 Cr,Carpet Area: 679 sq.ft
R376664,"2 BHK Apartment
1.68 Cr - 2.07 Cr",687 SQ.FT,₹ 2.07 Cr,Carpet Area: 687 sq.ft
R376664,"3 BHK Apartment
2.43 Cr - 2.62 Cr",805 SQ.FT,₹ 2.43 Cr,Carpet Area: 805 sq.ft
R376664,"3 BHK Apartment
2.43 Cr - 2.62 Cr",807 SQ.FT,₹ 2.44 Cr,Carpet Area: 807 sq.ft
R376664,"3 BHK Apartment
2.43 Cr - 2.62 Cr",867 SQ.FT,₹ 2.62 Cr,Carpet Area: 867 sq.ft
R377041,"2 BHK Apartment
1.87 Cr - 2.27 Cr",620 SQ.FT,₹ 1.87 Cr,Carpet Area: 620 sq.ft
R377041,"2 BHK Apartment
1.87 Cr - 2.27 Cr",644 SQ.FT,₹ 1.94 Cr,Carpet Area: 644 sq.ft
R377041,"2 BHK Apartment
1.87 Cr - 2.27 Cr",660 SQ.FT,₹ 1.99 Cr,Carpet Area: 660 sq.ft
R377041,"2 BHK Apartment
1.87 Cr - 2.27 Cr",726 SQ.FT,₹ 2.19 Cr,Carpet Area: 726 sq.ft
R377041,"2 BHK Apartment
1.87 Cr - 2.27 Cr",740 SQ.FT,₹ 2.23 Cr,Carpet Area: 740 sq.ft
R377041,"2 BHK Apartment
1.87 Cr - 2.27 Cr",754 SQ.FT,₹ 2.27 Cr,Carpet Area: 754 sq.ft
R377041,"3 BHK Apartment
2.3 Cr - 3 Cr",762 SQ.FT,₹ 2.3 Cr,Carpet Area: 762 sq.ft
R377041,"3 BHK Apartment
2.3 Cr - 3 Cr",784 SQ.FT,₹ 2.36 Cr,Carpet Area: 784 sq.ft
R377041,"3 BHK Apartment
2.3 Cr - 3 Cr",937 SQ.FT,₹ 2.82 Cr,Carpet Area: 937 sq.ft
R377041,"3 BHK Apartment
2.3 Cr - 3 Cr",995 SQ.FT,₹ 3.0 Cr,Carpet Area: 995 sq.ft
R377041,"4 BHK Apartment
4.54 Cr",1508 SQ.FT,₹ 4.54 Cr,Carpet Area: 1508 sq.ft
R377897,"2 BHK Apartment
55.29 L - 59.42 L",479 SQ.FT,₹ 55.29 L,Carpet Area: 479 sq.ft
R377897,"2 BHK Apartment
55.29 L - 59.42 L",495 SQ.FT,₹ 57.11 L,Carpet Area: 495 sq.ft
R377897,"2 BHK Apartment
55.29 L - 59.42 L",505 SQ.FT,₹ 58.27 L,Carpet Area: 505 sq.ft
R377897,"2 BHK Apartment
55.29 L - 59.42 L",515 SQ.FT,₹ 59.42 L,Carpet Area: 515 sq.ft
R378371,"2 BHK Apartment
1.9 Cr - 3.05 Cr",607 SQ.FT,₹ 1.9 Cr,Carpet Area: 607 sq.ft
R378371,"2 BHK Apartment
1.9 Cr - 3.05 Cr",658 SQ.FT,₹ 2.06 Cr,Carpet Area: 658 sq.ft
R378371,"2 BHK Apartment
1.9 Cr - 3.05 Cr",684 SQ.FT,₹ 2.14 Cr,Carpet Area: 684 sq.ft
R378371,"2 BHK Apartment
1.9 Cr - 3.05 Cr",975 SQ.FT,₹ 3.05 Cr,Carpet Area: 975 sq.ft
R378371,"3 BHK Apartment
2.14 Cr - 4.35 Cr",684 SQ.FT,₹ 2.14 Cr,Carpet Area: 684 sq.ft
R378371,"3 BHK Apartment
2.14 Cr - 4.35 Cr",756 SQ.FT,₹ 2.37 Cr,Carpet Area: 756 sq.ft
R378371,"3 BHK Apartment
2.14 Cr - 4.35 Cr",1391 SQ.FT,₹ 4.35 Cr,Carpet Area: 1391 sq.ft
R378396,"3 BHK Apartment
1.74 Cr",1215 SQ.FT,₹ 1.74 Cr,Carpet Area: 1215 sq.ft
R378396,"4 BHK Apartment
2.87 Cr - 2.88 Cr",2007 SQ.FT,₹ 2.87 Cr,Carpet Area: 2007 sq.ft
R378396,"4 BHK Apartment
2.87 Cr - 2.88 Cr",2010 SQ.FT,₹ 2.88 Cr,Carpet Area: 2010 sq.ft
R378396,"4 BHK Apartment
2.87 Cr - 2.88 Cr",2012 SQ.FT,₹ 2.88 Cr,Carpet Area: 2012 sq.ft
R378396,"4 BHK Apartment
2.87 Cr - 2.88 Cr",2015 SQ.FT,₹ 2.88 Cr,Carpet Area: 2015 sq.ft
R378396,"5 BHK Penthouse
3.98 Cr - 4.07 Cr",2783 SQ.FT,₹ 3.98 Cr,Carpet Area: 2783 sq.ft
R378396,"5 BHK Penthouse
3.98 Cr - 4.07 Cr",2848 SQ.FT,₹ 4.07 Cr,Carpet Area: 2848 sq.ft
r378409,"2 BHK Apartment
1.99 Cr",1350 SQ.FT,₹ 1.99 Cr,Carpet Area: 815 sq.ft
r378409,"2 BHK Apartment
1.99 Cr",1350 SQ.FT,₹ 1.99 Cr,Carpet Area: 804 sq.ft
r378409,"3 BHK Apartment
2.84 Cr",1775 SQ.FT,₹ 2.84 Cr,Carpet Area: 1181 sq.ft
r378409,"3 BHK Apartment
2.84 Cr",1775 SQ.FT,₹ 2.84 Cr,Carpet Area: 1185 sq.ft
R378622,"3 BHK Apartment
5.69 Cr - 6.49 Cr",2439 SQ.FT,"₹ 5.69 Cr
i",Super Builtup Area: 2439 sq.ft
R378622,"3 BHK Apartment
5.69 Cr - 6.49 Cr",2781 SQ.FT,"₹ 6.49 Cr
i",Super Builtup Area: 2781 sq.ft
R378622,"4 BHK Apartment
7.33 Cr - 7.54 Cr",3141 SQ.FT,"₹ 7.33 Cr
i",Super Builtup Area: 3141 sq.ft
R378622,"4 BHK Apartment
7.33 Cr - 7.54 Cr",3233 SQ.FT,"₹ 7.54 Cr
i",Super Builtup Area: 3233 sq.ft
R378950,"3 BHK Apartment
1.5 Cr",2250 SQ.FT,₹ 1.5 Cr,Carpet Area: 1074 sq.ft
R378950,"4 BHK Apartment
2.08 Cr",3120 SQ.FT,₹ 2.08 Cr,Carpet Area: 1531 sq.ft
R379724,"3 BHK Apartment
73.82 L - 75.03 L",916 SQ.FT,₹ 73.82 L,Carpet Area: 916 sq.ft
R379724,"3 BHK Apartment
73.82 L - 75.03 L",926 SQ.FT,₹ 74.63 L,Carpet Area: 926 sq.ft
R379724,"3 BHK Apartment
73.82 L - 75.03 L",931 SQ.FT,₹ 75.03 L,Carpet Area: 931 sq.ft
R379757,"4 BHK Builder Floor
1.5 Cr - 2.8 Cr",1850 SQ.FT,"₹ 1.5 Cr
i",Builtup Area: 1850 sq.ft
R379757,"4 BHK Builder Floor
1.5 Cr - 2.8 Cr",2800 SQ.FT,"₹ 2.8 Cr
i",Builtup Area: 2800 sq.ft
R379757,"5 BHK Builder Floor
2.3 Cr - 3 Cr",2500 SQ.FT,"₹ 2.3 Cr
i",Builtup Area: 2500 sq.ft
R379757,"5 BHK Builder Floor
2.3 Cr - 3 Cr",4150 SQ.FT,"₹ 3.0 Cr
i",Builtup Area: 4150 sq.ft
R380168,"2 BHK Apartment
1.66 Cr - 2 Cr",637 SQ.FT,₹ 1.66 Cr,Carpet Area: 637 sq.ft
R380168,"2 BHK Apartment
1.66 Cr - 2 Cr",660 SQ.FT,₹ 1.72 Cr,Carpet Area: 660 sq.ft
R380168,"2 BHK Apartment
1.66 Cr - 2 Cr",728 SQ.FT,₹ 1.9 Cr,Carpet Area: 728 sq.ft
R380168,"2 BHK Apartment
1.66 Cr - 2 Cr",745 SQ.FT,₹ 1.94 Cr,Carpet Area: 745 sq.ft
R380168,"2 BHK Apartment
1.66 Cr - 2 Cr",766 SQ.FT,₹ 2.0 Cr,Carpet Area: 766 sq.ft
R380168,"3 BHK Apartment
2.64 Cr - 3.14 Cr",1012 SQ.FT,₹ 2.64 Cr,Carpet Area: 1012 sq.ft
R380168,"3 BHK Apartment
2.64 Cr - 3.14 Cr",1161 SQ.FT,₹ 3.03 Cr,Carpet Area: 1161 sq.ft
R380168,"3 BHK Apartment
2.64 Cr - 3.14 Cr",1202 SQ.FT,₹ 3.14 Cr,Carpet Area: 1202 sq.ft
R380168,"4 BHK Apartment
3.53 Cr - 4.31 Cr",1353 SQ.FT,₹ 3.53 Cr,Carpet Area: 1353 sq.ft
