xid,Name,Rera ID,NoBroker RERA ID,Builder Project RERA ID,Address,Price Starting From,Unit Configuration,Parking,Property Type,Water Supply,Builder,Date of establishment,Date of completion,Units,Min Flat Size,Max Flat Size,Project Area,Min. Price,Possesion Date,Security,Amenities,Top Benefits
r397783,Lodha Bellevue Mahalaxmi,Not Found,A51800026821,P51900046567,"Near Empower Fitness,Bapurao Jagtap Marg ,Mahalakshmi , Mumbai",₹4.05 Crores - ₹15.66 Crores,"3,3.5,4,4+ BHK",Bike and Car,Apartment,Corporation and Borewell,Lodha Group,January 1980,Not Found,200,890 sqft,2739 sqft,7.00 acres,₹4.53 Cr,September 2028,Gated Security,"Badminton court, Gym, Basketball court, Sewage treatment plant, House keeping, Lift","Project With 80% Open Space, Proximity To Mahalaxmi Train Station, Advanced 5-Tired Security, Project By Renowned Builder Lodha"
r4356,"One Rise, Mohali",Not Found,Not Found,Not Found,,Not Found,Not Found,Bike,Apartment,Corporation and Borewell,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,,Not Found
r415811,Ramkrishna Apartment,Not Found,Not Found,Not Found,,Not Found,Not Found,Bike,Apartment,Corporation and Borewell,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,,Not Found
r434535,Brigade Northridge Neo,PRM/KA/RERA/1251/309/PR/210824/004288,Not Found,Not Found,"Sy No 108/2, Kogilu Road, Village Hobli Venkatala II Division, Yelahanka",,"2,3 BHK",Bike and Car,Apartment,Corporation and Borewell,Brigade Group,January 1986,Not Found,100,970 sqft,1328 sqft,1.70 acres,₹1.03 Cr,September 2022,Gated Security,"Basketball court, Tennis court, Power backup, Rain water harvesting, Gym, Security",Not Found
r58272,"Omaxe City, New Chandigarh",Not Found,Not Found,Not Found,,Not Found,Not Found,Bike,Apartment,Corporation and Borewell,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,,Not Found
r396799,Keya Homes Around The Life,PRM/KA/RERA/1251/446/PR/020822/005125,Not Found,Not Found,"Next to Chaitanya Ananya, Chaitanya Ananya, Seegehalli, Krishnarajapura, Bengaluru",,"2,3,4 BHK",Bike and Car,Apartment,Corporation and Borewell,Keya Homes,January 2013,Not Found,378,904 sqft,1620 sqft,5.00 acres,₹91.97 Lacs,June 2025,Gated Security,"Park, Visitor parking, Gym, Intercom, Security, Swimming pool",Not Found
r403476,Runwal 25 Hour Life,Not Found,A51800026821,P51700048270 | P51700048278,"Next to RMall, Ghodbunder Road, Manpada, Mumbai",₹80.7 Lacs - ₹1.84 Crores,"1,2,3,4 BHK",Bike and Car,Apartment,Corporation and Borewell,Sandeep Runwal Group,January 1978,Not Found,500,441 sqft,1130 sqft,22.00 acres,₹92 Lacs,December 2029,Gated Security,"Community hall, Badminton court, Indoor games, Amphitheater, Spa, Common garden","Well connected to Eastern Express Hwy, 50+ Carefully Curated Amenities, 4.5 Acres Of Open Space, From The Reputed Builder Runwal"
r431064,Prestige Forest Hills,Not Found,A51800026821,P51800077457,"Near Apex Hospitals Mulund, Swapna Nagari/Veena Nagar On DP Road, Mulund West, Mumbai",₹2.89 Crores - ₹6.21 Crores,"3,4 BHK",Bike and Car,Apartment,Corporation and Borewell,Prestige Group,January 1986,Not Found,500,1022 sqft,2134 sqft,30.00 acres,₹3.29 Cr,December 2030,Gated Security,"Party area, Lift, Sewage treatment plant, House keeping, Common garden, Club house","A 3.5 Acre Haven of Indulgences, A Clubhouse Spread Across 5 Levels, Stunning Views of The Mystique Yogi Hill, 50+ Indulgent Lifestyle Amenities"
r5518,Neelkanth Greens,Not Found,Not Found,Not Found,"Neelkanth Greens, Neelkanth Woods, Manpada, Thane West, Than 400610",Not Found,"2,3 BHK",Bike and Car,Apartment,Borewell,Not Found,Not Found,March 2017,876,982 sqft,1142 sqft,12.00 acres,₹20.13 Lacs,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r285221,Shalimar One World Vista,Not Found,Not Found,Not Found,,Not Found,Not Found,Bike,Apartment,Corporation and Borewell,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,,Not Found
r429184,Adarsh V Regaliaa,P51800046897,Not Found,Not Found,"62, 62, Brindavan Layout Rd, Ashirvad Colony, Ramamurthy Nagar, Bengaluru, Karnataka 560043, India",Not Found,"2,3 BHK",Bike and Car,Apartment,Borewell,Adarsh Group,Not Found,September 2024,83,Not Found,Not Found,1.00 acres,₹92.16 Lacs,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r423236,Prestige Somerville,PRM/KA/RERA/1251/446/PR/290224/006660,Not Found,Not Found,"Near State Bank of India, Ramagondanahalli, Whitefield, Bangalore",₹3.59 Crores onwards,"2,3,3.5,4 BHK",Bike and Car,Apartment,Corporation and Borewell,Prestige Group,January 1986,Not Found,304,759 sqft,2480 sqft,6.50 acres,₹3.77 Cr,December 2027,Gated Security,"Visitor parking, Tennis court, Sewage treatment plant, Basketball court, Park, Vastu compliant","Reputed Grade A Builder, Opposite to Sigma Tech Park, Near to International Schools&Hospitals"
r433770,Jain Pramukh Samriddhi,P02400008724,Not Found,Not Found,"Near Siara Retreat Event Venue, Satamrai, Shamshabad, Hyderabad",₹2.6 Crores - ₹5.24 Crores,"3,4 BHK",Bike and Car,Apartment,Corporation and Borewell,Jain Constructions,January 2004,Not Found,376,1628 sqft,3273 sqft,5.50 acres,₹3.12 Cr,June 2029,Gated Security,"Tennis court, Air conditioner, Vastu compliant, House keeping, Security, Cctv camera","Spacious Apartments from 3260 to 6555sft, 60+ World Class Amenities, 60,000 Sft Grande Clubhouse"
r389901,Jeet Homes,Not Found,Not Found,Not Found,,Not Found,Not Found,Bike,Apartment,Corporation and Borewell,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,,Not Found
r416824,Shilpan Bliss,Not Found,Not Found,Not Found,,Not Found,Not Found,Bike,Apartment,Corporation and Borewell,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,,Not Found
r135659,PREMIUM COUNTY EXT,P02400001365 | P02400001330 | P02400001420,Not Found,Not Found,"Agarmiyaguda, Hyderabad, Telangana 501359",Not Found,Not Found,Bike and Car,Apartment,Borewell,BHASHYAM PROJECTS,Not Found,December 2019,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Gated Security,"Security, Fire safety, Rain water harvesting, Power backup, Sewage treatment plant",Not Found
r432183,Keya Homes The Green Terraces,PRM/KA/RERA/1251/308/PR/171103/001517,Not Found,Not Found,"Neotown Road, Electronic City, Bengaluru, Karnataka 560100",Not Found,"1,2,3 BHK",Bike and Car,Apartment,Corporation and Borewell,Keya Homes,Not Found,December 2019,393,Not Found,1498 sqft,2.00 acres,Not Found,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Children's play area",Not Found
r269167,Jyoti Kiran Society,Not Found,Not Found,Not Found,"Jyoti Kiran Society 201310, Pi I & II, Pi I & Ii, Greater Noida, Uttar Pradesh 201310, India",Not Found,Not Found,Bike,Apartment,Corporation and Borewell,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Gated Security,"Swimming pool, Gym, Security, Intercom, Park, Internet services",Not Found
r378890,Casagrand Eternia,Not Found,Not Found,Not Found,,Not Found,Not Found,Bike,Apartment,Corporation and Borewell,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,,Not Found
r403674,Kukreja oms,Not Found,Not Found,Not Found,,Not Found,Not Found,Bike,Apartment,Corporation and Borewell,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,,Not Found
r418863,Nivaan Grande,Not Found,Not Found,Not Found,"72, 63, Dattatray Tandel Marg, New Sector-50, Sector 50, Seawoods, Navi Mumbai, Maharashtra 400706, India",₹95.71 Lacs onwards,2 BHK,Bike and Car,Apartment,Corporation and Borewell,Nivaan Developers,Not Found,Not Found,Not Found,1020 sqft,1020 sqft,1.00 acres,₹1.15 Cr,May 2010,Gated Security,"Visitor parking, Sewage treatment plant, Vastu compliant, Security, Rain water harvesting",Not Found
r395316,South Avenue,PRM/KA/RERA/1251/308/PR/180728/001965,Not Found,Not Found,"Gottigere, Bangalore, Karnataka, INDIA.",Not Found,Not Found,Not Found,Apartment,Corporation and Borewell,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,,Not Found
r427795,Gollapudi Residency,Not Found,Not Found,Not Found,"Near Dollar Hills, Doctors Colony, Pragathi Nagar, Hyderabad, Telangana, INDIA.",Not Found,Not Found,Not Found,Apartment,Corporation and Borewell,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,,Not Found
r428204,Puri Amanvilas Lavender Floors,Not Found,Not Found,Not Found,"Sector 89, Faridabad, Haryana 121002",Not Found,3 BHK,Bike and Car,Apartment,Borewell,Puri Constructions,Not Found,December 2021,470,1080 sqft,1080 sqft,100.00 acres,Not Found,Not Found,Gated Security,"Swimming pool, Lift, Club house, Security, Intercom, Children's play area",Not Found
r394298,Abhinav Pebbles Greenfield,Not Found,A51800026821,P52100045923,"Near Dange Chowk Road,Dange Chowk,Tathawade,Pune",₹1.22 Crores - ₹1.26 Crores,"2,3 BHK",Bike and Car,Apartment,Corporation and Borewell,Abhinav Group,Not Found,Not Found,714,736 sqft,1041 sqft,4.50 acres,₹1.33 Cr,June 2027,Gated Security,"Gym, Amphitheater, Indoor games, Cctv camera, Jogging track, Club house","Proximity to Pimpri Railway Station, Near PCMC Industrial belt & Expressway, luxuries with world class amenities, Tallest Residential in Wakad"
r398215,EIPL Cornerstone,P02400005057,Not Found,Not Found,"Puppalguda, Hyderabad, Telangana 500089",Not Found,3 BHK,Bike and Car,Apartment,Borewell,Not Found,Not Found,March 2026,989,Not Found,Not Found,9.00 acres,Not Found,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r411425,Sumadhura Sarang Phase 1,PRM/KA/RERA/1251/446/PR/180723/006075/PRM/KA/RERA/1251/446/PR/050225/007481,Not Found,Not Found,"Opposite to Sumadhura Aspire Amber,Doddabanaghalli,Whitefield Bangalore",₹1.86 Crores - ₹2.87 Crores,"2,3,4 BHK",Bike and Car,Apartment,Corporation and Borewell,Sumadhura Infracon Pvt Ltd,January 2012,Not Found,272,919 sqft,1626 sqft,4.50 acres,₹1.95 Cr,June 2027,Gated Security,"Tennis court, Lift, Club house, Common garden, Vastu compliant, Children's play area","Near Budigere, The Next Residential Hub, Well Connected to North and East BLR, More Than 60% Open Space, Co Working Spaces Available"
r418966,NSL EAST COUNTY,P02200000804,Not Found,Not Found,"NSL EAST COUNTY,RAMANTHAPUR TO STADIUM ROAD,UPPAL,Medchal-Malkajgiri,500039",Not Found,Not Found,Bike,Apartment,Corporation and Borewell,NSL SEZ (HYDERABAD) PRIVATE LIMITED,Not Found,April 2025,1,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,"Swimming pool, Fire safety, Rain water harvesting, Community hall",Not Found
r402775,Ramsukh Apartment,Not Found,A51800026821,P52100049316,"586, Subhash Nagar, Shukrawar Peth, Pune, Maharashtra, India",Not Found,Not Found,Not Found,Apartment,Corporation and Borewell,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,,Not Found
r429563,Samanvay Saptarshi,Not Found,Not Found,Not Found,,Not Found,Not Found,Bike,Apartment,Corporation and Borewell,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,,Not Found
r419876,Raghava Wave,P01100007254,Not Found,Not Found,"Near Champions Arena India, Osman Nagar, Kollur, Hyderabad.",₹1.28 Crores - ₹1.49 Crores,3 BHK,Bike and Car,Apartment,Borewell,Raghava Group,January 1988,Not Found,1290,1259 sqft,1464 sqft,8.27 acres,₹1.53 Cr,October 2028,Gated Security,"Power backup, Common garden, Cctv camera, Rain water harvesting, Tennis court, Jogging track","Luxury Homes With 70% Open Space, Sky Bridge on the 9th floor, World Class Modern Day Amenities"
r418843,Smartworld The Edition,RC/REP/HARERA/GGM/756/488/2023/100,Not Found,Not Found,"Opposite AIPL Joy central , Badshahpur,Sector 66, Gurugram",₹6.1 Crores - ₹7.2 Crores,"3.5,4+ BHK",Bike and Car,Apartment,Not Found,SmartWorld Developers Pvt Ltd,January 2021,Not Found,960,1767 sqft,2103 sqft,10.70 acres,₹6.1 Cr,February 2031,Gated Security,"Power backup, Park, Badminton court, Gym, Maintenance staff, Basketball court","3 High Rise Twin Towers, Rooftop Infinity Edge Swimming Pool, Exclusive 3.5 & 4.5 Bhk apartments"
r429486,Satyajit Co-Op Housing Society Ltd.,Not Found,A51800026821,P51700024291,"Panch Pakhdi, Thane West, Mumbai, Maharashtra 400602",Not Found,"1,2,3 BHK",Bike and Car,Apartment,Borewell,Aditya Associates,Not Found,December 2023,55,400 sqft,828 sqft,Not Found,Not Found,Not Found,Gated Security,"Security, Park, Fire safety, Community hall, Power backup, Sewage treatment plant",Not Found
r432274,Sri Sai Kripa Flats,Not Found,Not Found,Not Found,"M.T.H. Road, Villivakkam, Chennai-600049, Tamil Nadu, INDIA",Not Found,Not Found,Not Found,Apartment,Corporation and Borewell,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,,Not Found
r53118,TRIDIVA APARTMENTSS,Not Found,Not Found,Not Found,,Not Found,Not Found,Bike,Apartment,Corporation and Borewell,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,,Not Found
r403183,Vasavi Ananda Nilayam,P02400005582,Not Found,Not Found,"Main road beside LB nagar metro,LB Nagar,Uppal,Hyderabad",,"2,3,4 BHK",Bike and Car,Apartment,Corporation and Borewell,Vasavi Group,January 1994,Not Found,3300,931 sqft,2849 sqft,29.37 acres,₹1.03 Cr,January 2028,Gated Security,"Visitor parking, Vastu compliant, Indoor games, Security, Rain water harvesting, Intercom",Not Found
r271655,Unnati Shree Rath,P02200003689,Not Found,Not Found,"G9CG+5G4, Venkatraya Nagar, Nizampet, Hyderabad, Telangana 500090, India",₹57.3 Lacs - ₹1.17 Crores,"2,3 BHK",Bike and Car,Apartment,Borewell,Unnati Group,January 2018,Not Found,628,602 sqft,1137 sqft,3.00 acres,₹68.76 Lacs,December 2025,Gated Security,"Park, Power backup, Visitor parking, Gym, Maintenance staff, Servant room","Proximity To JNTU Metro Station, Close To Nizampet-Mallampet (ORR), Each Flat Is Vastu Compliant"
r405630,Bhumi Imperial,Not Found,A51800026821,P51700051555,"Bhiwandi, Mumbai, Maharashtra 421302",Not Found,"1,2 BHK",Bike and Car,Apartment,Borewell,Bhumi Urban Lifespaces LLP,Not Found,May 2026,100,372 sqft,574 sqft,Not Found,Not Found,Not Found,Gated Security,"Lift, Security, Children's play area, Park, Visitor parking, Fire safety",Not Found
r7662,Paramount Golf Foreste,UPRERA/Proj/GN/2010/0146,Not Found,Not Found,"Paramount Golfforeste BGH-A, Site-C Housing Extension, Sector ZETA - 2, UPSIDC Site C, Gulistanpur, Greater Noida, Uttar Pradesh",Not Found,"3,4 BHK",Bike and Car,Apartment,Borewell,Not Found,Not Found,June 2018,1600,Not Found,Not Found,90.00 acres,₹75 Lacs,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r399126,L and T Realty Seawoods West Square,Not Found,A51800026821,"P51700045802,P51700045794","Near Max, Seawoods Station Rd ,Seawoods , Mumbai",₹4.95 Crores onwards,"2,2.5,3,4 BHK",Bike and Car,Apartment,Corporation and Borewell,L and T Realty,January 2007,Not Found,210,728 sqft,1600 sqft,4.75 acres,₹5.5 Cr,January 2027,Gated Security,"Jogging track, Power backup, Vastu compliant, Intercom, Security, Swimming pool",Not Found
r407012,Hiranandani Aurora,Not Found,Not Found,Not Found,,Not Found,Not Found,Not Found,Apartment,Corporation and Borewell,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,,Not Found
r384418,SHIVAM HIGHVIEW,Not Found,Not Found,Not Found,,Not Found,Not Found,Bike,Apartment,Corporation and Borewell,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,,Not Found
r428749,Kukreja oms,Not Found,Not Found,Not Found,,Not Found,Not Found,Bike,Apartment,Corporation and Borewell,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,,Not Found
r432485,GLS Lansdowne,RERA-GRG-1314-2023,Not Found,Not Found,"Dhumaspur, Sector 67A, Gurgaon, Haryana 122102",Not Found,Not Found,Bike and Car,Apartment,Borewell,GLS Infratech Pvt. Ltd.,Not Found,February 2028,106,Not Found,Not Found,7.00 acres,Not Found,Not Found,Gated Security,"Security, Shopping center, Fire safety, Rain water harvesting, Cctv camera, Power backup",Not Found
r79448,Ramkrishna Apartment,Not Found,Not Found,Not Found,,Not Found,Not Found,Bike,Apartment,Corporation and Borewell,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,,Not Found
r415219,Vertex 33 West,P02400006931,Not Found,Not Found,"Beside Kingston Park,Lingampally,Nallagandla, Hyderabad",₹1.18 Crores - ₹1.79 Crores,"2,3 BHK",Bike and Car,Apartment,Borewell,Vertex Vega Developers LLP,Not Found,Not Found,524,952 sqft,1456 sqft,2.00 acres,₹1.18 Cr,August 2028,Gated Security,"Visitor parking, Club house, Vastu compliant, Community hall, Swimming pool, Security",Not Found
r428721,Adore Legend III,RERA-PKL-1466-2024,Not Found,Not Found,"Tigaon Rd, Sector 3, Sadpura, Faridabad, Haryana 121002",Not Found,4 BHK,Bike and Car,Apartment,Borewell,Adore Propinfra LLP,Not Found,December 2028,24,Not Found,Not Found,Not Found,Not Found,Not Found,Gated Security,"Swimming pool, Gym, Club house, Security, Children's play area, Shopping center",Not Found
r24556,TDI Lake Grove,Not Found,Not Found,Not Found,"Sector 64, Patla, Kundli, Sonipat, Haryana 131023",Not Found,Not Found,Bike and Car,Apartment,Borewell,Not Found,Not Found,June 2022,1800,Not Found,Not Found,50.00 acres,Not Found,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r214255,Empress City,Not Found,Not Found,Not Found,,Not Found,Not Found,Not Found,Apartment,Corporation and Borewell,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,,Not Found
r243287,Asteria By Courtyard By Wadhwa and Narang Realty,Not Found,A51800026821,P51700047655,"Opp.Ambarsariya Dhaba, Pokhroad no2 ,Thane,Mumbai",₹1.71 Crores - ₹3.35 Crores,"2,3,4 BHK",Bike and Car,Apartment,Corporation and Borewell,Wadhwa And Narang Realty,January 1988,Not Found,300,830 sqft,1672 sqft,1.50 acres,₹1.95 Cr,December 2027,Gated Security,"Gas pipeline, Badminton court, Atm, Spa/steam/sauna, Spa, House keeping",Not Found
r28872,Samanvay Saptarshi,Not Found,Not Found,Not Found,,Not Found,Not Found,Bike,Apartment,Corporation and Borewell,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,,Not Found
r384531,Dream Iconia,Not Found,Not Found,Not Found,,Not Found,Not Found,Bike,Apartment,Corporation and Borewell,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,,Not Found
r394131,RG Luxury Homes,Not Found,Not Found,Not Found,"Plot No. GH-07 A , Sector 16 B , Greater Noida West , Greater Noida, Noida",Not Found,"2,3 BHK",Bike and Car,Apartment,Borewell,Not Found,Not Found,March 2026,1928,Not Found,Not Found,18.00 acres,Not Found,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r415216,Sampada Residency,Not Found,Not Found,Not Found,"Pragathi Nagar, Hyderabad, Telangana 500090",Not Found,1 BHK,Bike and Car,Apartment,Borewell,Not Found,Not Found,Not Found,16,Not Found,Not Found,Not Found,Not Found,Not Found,Gated Security,"Lift, Security, Children's play area, Park, Visitor parking, Fire safety",Not Found
r402990,Apex Green Wood,Not Found,A51800026821,P51800047381,"Near Smt. Jayaben B.Khot School, Datta Pada, Borivali East, Mumbai.",₹85.96 Lacs - ₹1.4 Crores,"1,1,2 BHK",Bike and Car,Apartment,Corporation and Borewell,Apex Group,Not Found,Not Found,100,Not Found,4000 sqft,0.53 acres,₹98 Lacs,June 2026,Gated Security,"Sewage treatment plant, Common garden, Children's play area, Cctv camera, Indoor games, Gym","Utmost Convenience And Connectivity, Top-Notch Facilites, Strategic Location"
r415823,Olympia Reflection Sky Homes,NA,Not Found,Not Found,"45, East Coast Road Thiruvidanthai Village Chengalpet Taluk, Dist",,"3,4 BHK",Bike and Car,Apartment,Corporation and Borewell,Olympia Group,Not Found,Not Found,90,1 sqft,4550 sqft,11.00 acres,₹2.8 Cr,November 2021,Gated Security,"Park, Power backup, Common garden, Children's play area, Security, Indoor games",Not Found
r433502,Samriddhi residency,Not Found,Not Found,Not Found,,Not Found,Not Found,Bike,Apartment,Corporation and Borewell,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,,Not Found
r102620,Techman Moti City,UPRERAPRJ4035,Not Found,Not Found,"Modi Nagar, Ghaziabad 201003",Not Found,"2,3 BHK",Bike and Car,Apartment,Borewell,TECHMAN BUILDWELL PVT. LTD,Not Found,December 2019,810,Not Found,Not Found,10.00 acres,₹25.62 Lacs,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Security, Intercom",Not Found
r346727,Mythri Madhura,Not Found,Not Found,Not Found,,Not Found,Not Found,Bike,Apartment,Corporation and Borewell,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,,Not Found
r399668,Purva Bird Of Paradise,PRM/KA/RERA/1251/310/PR,Not Found,Not Found,"Kanakapura Road, Bangalore, Karnataka 560078",Not Found,"4,4+ BHK",Bike and Car,Apartment,Borewell,Puravankara Limited,Not Found,May 2018,Not Found,Not Found,Not Found,1.00 acres,Not Found,Not Found,Gated Security,"Swimming pool, Gym, Lift, Club house, Intercom, Children's play area",Not Found
r433859,Viva Vision,TN/01/Building/020/2023,Not Found,Not Found,"Near Hindustan Fast Food, Perumal Nagar, Pallavaram, Chennai",,2 BHK,Bike and Car,Apartment,Borewell,Viva Housing,Not Found,Not Found,24,624 sqft,880 sqft,0.09 acres,₹60.32 Lacs,December 2025,Gated Security,"Vastu compliant, Visitor parking, Indoor games, Cctv camera, Power backup, Security",Not Found
r385328,Namishree Trident,P02500003864,Not Found,Not Found,"Sharada Nagar, Chitraseema Nagar, Vanasthalipuram, Hyderabad, Telangana 500070",₹1.26 Crores onwards,3 BHK,Bike and Car,Apartment,Corporation and Borewell,Namishree Infrastructure And Project Pvt Ltd,Not Found,Not Found,Not Found,1040 sqft,1040 sqft,3.50 acres,₹1.51 Cr,December 2025,Gated Security,"Sewage treatment plant, Waste management, Cctv camera, Fire safety, Power backup, Security",Not Found
r409762,Neelsidhi Infinity,Not Found,A51800026821,P52000024265,"Neelsidhi Infinity, Mumbai, India",,"1,1.5 BHK",Bike and Car,Apartment,Not Found,Neelsidhi Navi Mumbai,Not Found,Not Found,188,375 sqft,476 sqft,1.07 acres,₹53 Lacs,June 2022,Gated Security,"Vastu compliant, Gym, Gas pipeline, Lift, Cctv camera, Fire safety",Not Found
r247113,SAACHI HOMES AND CITY HEART,Not Found,Not Found,Not Found,,Not Found,Not Found,Bike,Apartment,Corporation and Borewell,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,,Not Found
r430237,SRI SRI COUNTY,P02200001188,Not Found,Not Found,"NFC Nagar, Ghatkesar, Hyderabad, Telangana 501301",Not Found,3 BHK,Bike and Car,Apartment,Borewell,BLU BUILD INFRA PROJECTS PRIVATE LIMITED,Not Found,August 2025,24,Not Found,Not Found,1.00 acres,Not Found,Not Found,Gated Security,"Gym, Lift, Children's play area, Rain water harvesting, Cctv camera, Jogging track",Not Found
r370562,T And T Digitown,UPRERAPRJ336575 | UPRERAPRJ576439,Not Found,Not Found,"Sector - 3, Siddharth Vihar, Ghaziabad, Uttar Pradesh 201009",Not Found,3 BHK,Bike and Car,Apartment,Borewell,TANDT INFRA DEVELOPERS PRIVATE LIMITED,Not Found,August 2026,450,Not Found,Not Found,5.00 acres,Not Found,Not Found,Gated Security,"Swimming pool, Gym, Lift, Security, Intercom, Children's play area",Not Found
r6414,Samanvay Saptarshi,Not Found,Not Found,Not Found,,Not Found,Not Found,Bike,Apartment,Corporation and Borewell,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,,Not Found
r414280,Apex Pristine,Not Found,Not Found,Not Found,"Puppalaguda, West Hyderabad, Hyderabad, Hyderabad District",Not Found,Not Found,Not Found,Apartment,Corporation and Borewell,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,,Not Found
r266671,Landmark apartment,Not Found,Not Found,Not Found,,Not Found,Not Found,Bike,Apartment,Corporation and Borewell,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,,Not Found
r427906,Lodha Altus,Not Found,A51800026821,P51800077358,"Near Arihant Superspeciality Hospital,Saibaba Mandir Marg, Borivali West, Mumbai",₹3.95 Crores - ₹5.7 Crores,"3,3.5,4 BHK",Bike and Car,Apartment,Corporation and Borewell,Lodha Group,January 1980,Not Found,250,1086 sqft,1713 sqft,2.00 acres,₹4.5 Cr,December 2029,Gated Security,"Maintenance staff, Gym, Swimming pool, Football, Lift, Fire safety","Project Enveloped In Lush Green, 85% Open Spaces, Just 6 Min to Kandivali (West) Metro"
r430079,NIRMAL SOLITAIRE,P02200001350,Not Found,Not Found,"Yapral, Secunderabad, Hyderabad, Telangana 500087",Not Found,"2,3 BHK",Bike and Car,Apartment,Borewell,NIRMAL SHELTERS P LTD,Not Found,August 2025,15,Not Found,Not Found,Not Found,Not Found,Not Found,Gated Security,"Swimming pool, Gym, Lift, Security, Children's play area, Visitor parking",Not Found
r414890,SANJEEVA RAO SERENE COUNTY,P02200006900,Not Found,Not Found,"Rampally Main Rd, Rampally, Secunderabad, Hyderabad, Telangana 501301",Not Found,Not Found,Bike and Car,Apartment,Borewell,ARMAANSHACHIDEVELOPERS,Not Found,December 2025,Not Found,Not Found,Not Found,1.00 acres,Not Found,Not Found,Gated Security,"Security, Park, Fire safety, Rain water harvesting, Cctv camera, Power backup",Not Found
r427423,Aruna Grandeur,Not Found,Not Found,Not Found,"Aishwariya Nagar Extn, Ayanambakkam, Chennai, Tamil Nadu, INDIA.",Not Found,Not Found,Not Found,Apartment,Corporation and Borewell,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,,Not Found
r437354,Amit Plaza,Not Found,Not Found,Not Found,"Manjri Rd, Subhash Nagar, Indraprashtha Society, Hadapsar, Pune, Maharashtra 411028, India",Not Found,Not Found,Not Found,Apartment,Corporation and Borewell,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,,Not Found
