XID,Project Name,City,Magicbricks.com Link
R421100,K Raheja Amaltis,Central Mumbai,https://www.magicbricks.com/raheja-amaltis-sion-west-mumbai-pdpid-4d4235343233333337
R421469,Metro Pride,Thane Outskirts,https://www.magicbricks.com/
R421791,Vaishnavi Urban County,Bangalore South,https://www.magicbricks.com/urban-county-anekal-bangalore-pdpid-4d4235343139353135
R422985,Serenity Shivam,Ahmedabad West,https://www.magicbricks.com/project-serenity-shivam-for-sale-in-ahmedabad-pppfs
R423503,Villa Heritage,Navi Mumbai,https://www.magicbricks.com/project-dream-heritage-for-sale-in-navi-mumbai-pppfs
R423786,Shri Krish Mangalya City,Chennai North,https://www.magicbricks.com/residential-plots-land-for-sale-in-chennai-price-1-lakhs-to-5-lakhs-pppfs
R425451,Tricube Velavan Vandhanam,Coimbatore,https://www.magicbricks.com/project-plots-make-my-homes-everst-willbrook-meadows-for-sale-in-coimbatore-pppfs
R425850,Gajanan Royal Bungalows,Ahmedabad East,https://www.magicbricks.com/project-nirav-gajanan-opera-for-sale-in-ahmedabad-pppfs
R426057,Brij Azalea,Gandhinagar,https://www.magicbricks.com/brij-azalea-sargasan-gandhinagar-pdpid-4d4235343139353839
R426136,Oas Sonar Gaon Phase 2,Kolkata South,https://www.magicbricks.com/oas-sonar-gaon-thakurpukur-kolkata-pdpid-4d4235323131383931
R426779,Sowmiyaa Swathi Residence,Thiruvallur,https://www.magicbricks.com/swathi-residence-ikkadu-thiruvallur-pdpid-4d4235343230383333
R427296,Satyagrah The Atlantis Wave,Ahmedabad North,https://www.magicbricks.com/satyagrah-the-atlantis-zundal-gandhinagar-pdpid-4d4235333331333331
R427567,Sun Siri Green Delight Prime,Vijayawada,https://www.magicbricks.com/grenstone-siri-elite-tukkuguda-hyderabad-pdpid-4d4235333234363133
R427901,Zahause Essencia,Siddipet District,Not Found
R428162,Sri Harsham Maha Sri Township,Chengalpattu,https://www.magicbricks.com/bbcl-evita-perungudi-chennai-pdpid-4d4235313132353033
R428236,Roshan Silver Meteor,Pune West,https://www.magicbricks.com/silver-meteor-tathawade-pune-pdpid-4d4235343231343231
R428295,Ask Chennai Highway City,Chennai South,https://www.magicbricks.com/
R428365,Gami Satyam Palacio,Navi Mumbai,https://www.magicbricks.com/gami-satyam-palacio-kharghar-navi-mumbai-pdpid-4d4235343232313331
R428413,SRR Shadnagar Paradise County,Hyderabad,https://www.magicbricks.com/srr-shadnagar-paradise-county-shadnagar-hyderabad-pdpid-4d4235343230343431
R428573,Ekarth Sarvam,Gandhinagar,https://www.magicbricks.com/project-ekarth-sarvam-4bhk-for-sale-in-gandhinagar-pppfs
R428718,Rustomjee Ocean Vista,Western Mumbai,https://www.magicbricks.com/rustomjee-ocean-vista-andheri-west-mumbai-pdpid-4d4235343232333935
R429365,Vindhya Primrose,Kolkata South,https://www.magicbricks.com/vindhya-primrose-rajpur-kolkata-pdpid-4d4235333933383837
R429433,Kohinoor Gardens,Thane Outskirts,https://www.magicbricks.com/kohinoor-aashiyana-kalyan-east-beyond-thane-pdpid-4d4235323233313231
R429830,The Nest Accolade,Chennai South,https://www.magicbricks.com/nest-accolade-kolapakkam-chennai-pdpid-4d4235343230383631
R429963,RGGC Smart Homes,Bangalore North,https://www.magicbricks.com/project-royal-infra-velstand-phase-2-for-sale-in-pune-pppfs
R429979,Mokshaa Highway Pride,Hyderabad,https://www.magicbricks.com/aamukthas-pride-isnapur-hyderabad-pdpid-4d4235313135303835
R430024,Siddhipriya Gracia,Ahmedabad West,https://www.magicbricks.com/project-siddhipriya-gracia-1bhk-for-sale-in-ahmedabad-pppfs
R430181,Adiyogi Golden City,Coimbatore,https://www.magicbricks.com/blog/best-areas-to-stay-in-coimbatore/129699.html
R430202,Ora Heights,Kolkata South,https://www.magicbricks.com/ora-heights-tiljala-kolkata-pdpid-4d4235343237383135
R430238,Shilp Skyline,Ahmedabad North,https://www.magicbricks.com/4-bhk-villa-for-sale-in-shantigram-road-ahmedabad-pppfs
R430372,Godrej River Crest,Pune East,https://www.magicbricks.com/project-godrej-river-crest-for-sale-in-pune-pppfs
R430740,Raivat Turquoise Re 45,Ahmedabad West,https://www.magicbricks.com/project-turquoise-re45-3bhk-for-sale-in-ahmedabad-pppfs
R430972,URE Ultra Luxury Builder Floors,South Delhi,https://www.magicbricks.com/south-delhi-luxury-floors-greater-kailash-1-new-delhi-pdpid-4d4235333337323339
R430986,PropZone Navi Mumbai Plots,Navi Mumbai,https://www.magicbricks.com/residential-plots-land-for-sale-in-khopate-jnpt-port-road-navi-mumbai-pppfs
R431021,Hiranandani Westgate,Thane,https://www.magicbricks.com/project-hiranandani-westgate-3bhk-for-sale-in-thane-pppfs
R431026,AMR Farms,South Delhi,https://www.magicbricks.com/amr-techpark-2-hosur-road-bangalore-pdpid-4d4235333138373335
R431076,Omdev Homes,South Delhi,https://www.magicbricks.com/omdev-homes-greater-kailash-1-new-delhi-pdpid-4d4235313133303737
R432097,Uma The Nature,Thane Outskirts,https://www.magicbricks.com/natu-9-uma-ishaan-matunga-mumbai-pdpid-4d4235313836393830
R432469,URE South Delhi Luxury Floors,South Delhi,https://www.magicbricks.com/south-delhi-luxury-floors-greater-kailash-1-new-delhi-pdpid-4d4235333337323339
R432471,Right Forest Hills,Pune West,https://www.magicbricks.com/
R432487,Kalra Apartment and Floors,West Delhi,https://www.magicbricks.com/kalra-luxurious-homes-uttam-nagar-new-delhi-pdpid-4d4235313130333437
R432494,Kalra Apartment and Floors Janakpuri,West Delhi,https://www.magicbricks.com/flats-near-janakpuri-west-metro-station-janakpuri-new-delhi-pppfs
R433575,Royal Castle,Chennai South,https://www.magicbricks.com/project-amarprakash-the-royal-castle-for-sale-in-chennai-pppfs
R434522,MY HEAVEN,Thane Outskirts,https://www.magicbricks.com/lodha-heaven-dombivli-east-beyond-thane-pdpid-4d4235303338363039
R436210,Trogon Centre Court,Ahmedabad North,https://www.magicbricks.com/project-shashwat-evana-4bhk-for-sale-in-gandhinagar-pppfs
R50996,Goyal Green Park,Ahmedabad West,https://www.magicbricks.com/project-green-park-for-rent-in-ahmedabad-pppfr
R53382,DDA Surabhi Apartments,Delhi South West,https://www.magicbricks.com/flats-for-rent-in-dwarka-sector-11-new-delhi-price-25000-to-35000-pppfr
R59024,Aparna Western Meadows,Hyderabad,https://www.magicbricks.com/project-plots-aparna-western-meadows-for-sale-in-hyderabad-pppfs
R60919,ICB Flora,Ahmedabad North,https://www.magicbricks.com/shops-for-sale-in-gota-ahmedabad-pppfs
R6318,Laxmi Aashirwad,Navi Mumbai,https://www.magicbricks.com/project-laxmi-aashirwad-for-sale-in-navi-mumbai-pppfs
R6336,B and M Atlantis,Navi Mumbai,https://www.magicbricks.com/project-raheja-atlantis-for-sale-in-navi-mumbai-pppfs
R65412,TDI City,Mohali,https://www.magicbricks.com/project-tdi-city-i-for-sale-in-mohali-pppfs
R71621,Canterbury Castles,Bangalore North,https://www.magicbricks.com/project-plots-canterbury-castles-for-sale-in-bangalore-pppfs
R75015,Shreeji Infinity,Navi Mumbai,https://www.magicbricks.com/project-shreeji-infinity-for-sale-in-navi-mumbai-pppfs
R7842,Vision Heights,Western Mumbai,https://www.magicbricks.com/project-vision-heights-for-sale-in-mumbai-pppfs
R86273,Raj Tulsi City,Thane Outskirts,https://www.magicbricks.com/himalaya-complex-vangani-beyond-thane-pdpid-4d4235303834343233
R88679,Continental Swiss Town,Bangalore North,https://www.magicbricks.com/swiss-towns-devanahalli-bangalore-pdpid-4d4235303035383639
R89613,K Raheja Jade Garden,Bangalore North,https://www.magicbricks.com/jade-gardens-devanahalli-bangalore-pdpid-4d4235303037363330
R9902,Ratan Prestige,Pune East,https://www.magicbricks.com/ratan-prestige-kharadi-pune-pdpid-4d4235303032373539
R9970,Godrej Woodsman Estate,Bangalore North,https://www.magicbricks.com/godrej-woodsman-estate-hebbal-bangalore-pdpid-4d4235303030393335
R28,Parsvnath La Tropicana,North Delhi,https://www.magicbricks.com/project-parsvnath-la-tropicana-for-sale-in-new-delhi-pppfs
R41,Mantri Tranquil,Bangalore South,https://www.magicbricks.com/project-mantri-tranquil-for-sale-in-bangalore-pppfs
R60,Eldeco Aamantran,Noida,https://www.magicbricks.com/project-eldeco-aamantran-for-sale-in-noida-pppfs
R68,Omaxe Royal Residency,Ludhiana,https://www.magicbricks.com/omaxe-royal-residency-thakkarwal-ludhiana-pdpid-4d4235303732373431
R73,Purva Grandbay,Kochi,https://www.magicbricks.com/project-puravankara-purva-grandbay-3bhk-for-sale-in-kochi-pppfs
R74,Purva Eternity,Kochi,https://www.magicbricks.com/project-puravankara-purva-eternity-for-sale-in-kochi-pppfs
R206,The Terraces Villa Floors,Mohali,https://www.magicbricks.com/property-for-sale-in-sector-104-mohali-pppfs
R215,Gera Greensville Sky Villas,Pune East,https://www.magicbricks.com/project-gera-greensville-skyvillas-4bhk-for-sale-in-pune-pppfs
R216,Amit Bloomfield,Pune West,https://www.magicbricks.com/project-amits-bloomfield-phase-lll-j-and-k-building-for-sale-in-pune-pppfs
R218,Gera Emerald City,Pune East,https://www.magicbricks.com/project-gera-emerald-city-north-for-sale-in-pune-pppfs
R222,Kumar Picasso,Pune East,https://www.magicbricks.com/project-kumar-picasso-2bhk-for-sale-in-pune-pppfs
R258,Ekta California,Pune South,https://www.magicbricks.com/project-ekta-california-for-sale-in-pune-pppfs
R261,SBP Orchard County,Mohali,https://www.magicbricks.com/project-ansal-orchard-county-for-sale-in-mohali-pppfs
R266,Kolte Patil Elburz Hills and Dales,Pune South,https://www.magicbricks.com/project-kolte-patil-24k-allura-for-rent-in-pune-pppfr
R269,Kolte Patil Margosa Heights,Pune South,https://www.magicbricks.com/kolte-patil-margosa-heights-phase-4-nibm-annexe-pune-pdpid-4d4235303731363037
R270,Kumar Kruti,Pune East,https://www.magicbricks.com/project-kumar-kruti-for-sale-in-pune-pppfs
R362,Lodha Bellezza,Hyderabad,https://www.magicbricks.com/project-lodha-bellezza-for-sale-in-hyderabad-pppfs
R369,Hiranandani Iris,Thane,https://www.magicbricks.com/project-hiranandani-meadows-iris-4bhk-for-sale-in-thane-pppfs
R378,Lake Primrose,Central Mumbai,https://www.magicbricks.com/project-lake-primrose-3bhk-for-rent-in-mumbai-pppfr
R379,Ekta Meadows,Western Mumbai,https://www.magicbricks.com/ekta-meadows-borivali-east-mumbai-pdpid-4d4235303031353535
R384,Lodha Paradise,Thane,https://www.magicbricks.com/lodha-paradise-majiwada-thane-pdpid-4d4235303836333132
R387,Lodha Casa Royale,Thane,https://www.magicbricks.com/project-lodha-casa-royale-for-sale-in-thane-pppfs
R388,Arihant Anaya,Navi Mumbai,https://www.magicbricks.com/project-arihant-anaya-for-rent-in-navi-mumbai-pppfr
R398,Kesar Exotica,Navi Mumbai,https://www.magicbricks.com/project-kesar-exotica-for-sale-in-navi-mumbai-pppfs
R404,Aparna Sarovar,Hyderabad,https://www.magicbricks.com/aparna-sarovar-nallagandla-hyderabad-pdpid-4d4235303233373236
R420,Arihant Arham,Navi Mumbai,https://www.magicbricks.com/project-arihant-arham-2bhk-for-sale-in-navi-mumbai-pppfs
R432,Raheja Vistas,Western Mumbai,https://www.magicbricks.com/raheja-vistas-andheri-east-mumbai-pdpid-4d4235303139323333
R442,K Raheja Maple Leaf CHS,Central Mumbai,https://www.magicbricks.com/project-k-raheja-maple-leaf-for-sale-in-mumbai-pppfs
R447,Lodha Casa Ultima,Thane,https://www.magicbricks.com/lodha-casa-ultima-majiwada-thane-pdpid-4d4235303239353230
R457,DLF Gardencity,Indore,https://www.magicbricks.com/property-for-sale-in-dlf-gardencity-phase-2-indore-pppfs
R466,Lodha Luxuria,Thane,https://www.magicbricks.com/project-lodha-luxuria-for-sale-in-thane-pppfs
R469,Rustomjee Global City,Beyond Mira Road,https://www.magicbricks.com/shops-for-sale-in-evershine-globle-city-mumbai-pppfs
R476,Vijay Shanthi Lotus Pond,Chennai South,https://www.magicbricks.com/project-vijay-shanthi-lotus-pond-for-sale-in-chennai-pppfs
R477,Kalpataru Aura,Central Mumbai,https://www.magicbricks.com/kalpataru-aura-ghatkopar-west-mumbai-pdpid-4d4235303030383135
R480,Lodha Casa Bella,Thane Outskirts,https://www.magicbricks.com/lodha-casa-bella-city-dombivli-east-beyond-thane-pdpid-4d4235323235383333
R482,Emaar Vaikunth at Jaipur Greens,Jaipur,https://www.magicbricks.com/emaar-jaipur-green-extension-vaikunth-new-bhankrota-jaipur-pdpid-4d4235323934343431
R496,Magarpatta City Trillium,Pune East,https://www.magicbricks.com/project-trillium-3bhk-for-sale-in-pune-pppfs
R497,Magarpatta City Zinnia,Pune East,https://www.magicbricks.com/flats-in-magarpatta-city-pune-for-sale-price-60-lakhs-to-70-lakhs-pppfs
R498,Magarpatta City Laburnum Park,Pune East,https://www.magicbricks.com/project-laburnum-park-4bhk-for-sale-in-pune-pppfs
R503,Kolte Patil Umang Homes,Pune East,https://www.magicbricks.com/project-kolte-patil-umang-homes-for-rent-in-pune-pppfr
R530,Alpine Pyramid,Bangalore North,https://www.magicbricks.com/project-alpine-pyramid-for-sale-in-bangalore-pppfs
R536,DB Woods,Western Mumbai,https://www.magicbricks.com/db-woods-goregaon-east-mumbai-pdpid-4d4235303232383532
R583,Unitech Uniworld Resorts,Gurgaon,https://www.magicbricks.com/unitech-project-uniworld-resorts-sector-33-gurgaon-pdpid-4d4235303130353136
R598,Ozone Evergreens,Bangalore South,https://www.magicbricks.com/ozone-evergreens-haralur-main-road-bangalore-pdpid-4d4235303239303937
R625,BU Bhandari Acolade,Pune East,https://www.magicbricks.com/acolade-kharadi-pune-pdpid-4d4235303034323238
R634,Indiabulls Greens,Navi Mumbai,https://www.magicbricks.com/project-indiabulls-greens-panvel-for-sale-in-navi-mumbai-pppfs
R636,Indiabulls Sky,Mumbai South,https://www.magicbricks.com/indiabulls-sky-lower-parel-mumbai-pdpid-4d4235303333353539
R664,Homes 121,Noida,https://www.magicbricks.com/homes-121-sector-121-noida-pdpid-4d4235303231393736
R665,Rama Costa Rica,Pune West,https://www.magicbricks.com/costa-rica-wakad-pune-pdpid-4d4235303030343230
R670,Lodha Casa Bella Gold,Thane Outskirts,https://www.magicbricks.com/lodha-casa-bella-gold-dombivli-east-beyond-thane-pdpid-4d4235303230383738
R692,Today Ridge Residency,Noida,https://www.magicbricks.com/today-ridge-residency-ii-sector-135-noida-pdpid-4d4235313639353739
R741,Oberoi Splendor,Western Mumbai,https://www.magicbricks.com/project-oberoi-splendor-for-sale-in-mumbai-pppfs
R746,Soham Tropical Lagoon,Thane,https://www.magicbricks.com/project-soham-tropical-lagoon-3bhk-for-sale-in-thane-pppfs
R815,DLF The Valley,Panchkula,https://www.magicbricks.com/dlf-the-valley-gardens-sector-3-panchkula-pdpid-4d4235303232373235
R818,Nahars Amrit Shakti,Central Mumbai,https://www.magicbricks.com/nahar-amrit-shakti-chandivali-mumbai-pdpid-4d4235303030363430
R824,Pride Aashiyana,Pune East,https://www.magicbricks.com/project-pride-aashiyana-for-sale-in-pune-pppfs
R828,Paradise Sai Pearls,Navi Mumbai,https://www.magicbricks.com/project-paradise-sai-pearls-for-sale-in-navi-mumbai-pppfs
R830,Lodha Grandeur,Mumbai South,https://www.magicbricks.com/project-lodha-grandeur-for-sale-in-mumbai-pppfs
R838,Lunkad Sky Vie,Pune East,https://www.magicbricks.com/project-lunkad-sky-vie-for-sale-in-pune-pppfs
R843,Dosti Imperia,Thane,https://www.magicbricks.com/project-dosti-imperia-for-sale-in-thane-pppfs
R844,Dosti Vihar,Thane,https://www.magicbricks.com/project-dosti-vihar-for-sale-in-thane-pppfs
R854,Puranik City Phase 3,Thane,https://www.magicbricks.com/project-puranik-city-phase-3-for-sale-in-thane-pppfs
R859,Concorde Cosmos Horizon,Thane,https://www.magicbricks.com/project-cosmos-horizon-for-rent-in-thane-pppfr
R861,Lokhandwala Sapphire Heights,Western Mumbai,https://www.magicbricks.com/sapphire-heights-kandivali-east-mumbai-pdpid-4d4235303230383335
R868,Goel Ganga Carnation,Pune East,https://www.magicbricks.com/project-ganga-carnation-3bhk-for-sale-in-pune-pppfs
R899,Raheja Interface Heights,Western Mumbai,https://www.magicbricks.com/project-raheja-interface-heights-for-sale-in-mumbai-pppfs
R900,K Raheja Heights,Western Mumbai,https://www.magicbricks.com/k-raheja-construction-under-construction-projects-pppsp
R904,Emaar Mgf Palm Terraces Select,Gurgaon,https://www.magicbricks.com/emaar-mgf-palm-terraces-select-sector-66-gurgaon-pdpid-4d4235323835313833
R911,K Raheja Classique,Western Mumbai,https://www.magicbricks.com/raheja-classique-andheri-west-mumbai-pdpid-4d4235303030383236
R912,Rustomjee Oriana,Western Mumbai,https://www.magicbricks.com/rustomjee-oriana-bandra-east-mumbai-pdpid-4d4235303731373833
R914,Runwal Pearl,Thane,https://www.magicbricks.com/project-runwal-pearl-1bhk-for-sale-in-thane-pppfs
R982,Kalpataru Srishti,Mira Bhayandar,https://www.magicbricks.com/kalpataru-srishti-mira-road-mumbai-pdpid-4d4235303231333831
R991,National Sea Queen Excellency,Navi Mumbai,https://www.magicbricks.com/sea-queen-excellency-nerul-navi-mumbai-pdpid-4d4235303339383433
R1011,Kohinoor Shangrila,Pune North,https://www.magicbricks.com/project-kohinoor-shangrila-for-sale-in-pune-pppfs
R1108,Maitri Planet NX,Navi Mumbai,https://www.magicbricks.com/project-maitri-planet-nx-for-sale-in-navi-mumbai-pppfs
R1153,Siddha Pines,Kolkata East,https://www.magicbricks.com/project-siddha-pines-for-sale-in-kolkata-pppfs
R1177,Marvel Arco,Pune East,https://www.magicbricks.com/project-marvel-arco-for-sale-in-pune-pppfs
R1212,Kolte Patil IVY Estate,Pune East,https://www.magicbricks.com/project-kolte-patil-ivy-estate-for-sale-in-pune-pppfs
R1226,Raunak City 2,Thane Outskirts,https://www.magicbricks.com/raunak-city-2-kalyan-west-beyond-thane-pdpid-4d4235303237323534
R1245,Karia Konark Meadows,Pune East,https://www.magicbricks.com/konark-meadows-wagholi-pune-pdpid-4d4235303231333233
R1248,Kalpataru Harmony,Pune West,https://www.magicbricks.com/kalpataru-harmony-wakad-pune-pdpid-4d4235303233353134
R1262,Kolte Patil Umang Premiere,Pune East,https://www.magicbricks.com/project-kolte-patil-umang-premiere-for-rent-in-pune-pppfr
R1273,Windsor Maple Woodz,Pune East,https://www.magicbricks.com/maple-woodz-wagholi-pune-pdpid-4d4235303236363038
R1291,Lodha Casa Rio Gold,Thane Outskirts,https://www.magicbricks.com/lodha-casa-rio-gold-dombivli-east-beyond-thane-pdpid-4d4235303230383734
R1293,One Rise,Mohali,https://www.magicbricks.com/project-one-rise-for-sale-in-mohali-pppfs
R1297,Ansal API Golf Links 2,Mohali,https://www.magicbricks.com/project-plots-ansal-api-golflinks-ii-for-sale-in-mohali-pppfs
R1327,TCG The Crown Greens,Pune West,https://www.magicbricks.com/tcg-the-crown-greens-phase-2-hinjewadi-pune-pdpid-4d4235333439323137
R1338,Tuscan Estate Signature Meadows,Pune East,https://www.magicbricks.com/project-kolte-patil-tuscan-estate-signature-meadows-for-rent-in-pune-pppfr
R1339,Darode Jog Liviano,Pune East,https://www.magicbricks.com/project-liviano-for-sale-in-pune-pppfs
R1357,DLF Hyde Park Estate,Chandigarh,https://www.magicbricks.com/project-plots-dlf-hyde-park-estate-for-sale-in-new-chandigarh-pppfs
R1377,Ajmera Iland,Mumbai South,https://www.magicbricks.com/ajmera-iland-wadala-east-mumbai-pdpid-4d4235303735373731
R1395,Malpani Greens,Pune West,https://www.magicbricks.com/project-malpani-greens-for-sale-in-pune-pppfs
R1413,Nyati Windchimes,Pune South,https://www.magicbricks.com/project-nyati-wind-chimes-for-sale-in-pune-pppfs
R1416,Rose Icon,Pune West,https://www.magicbricks.com/rose-icon-pimple-saudagar-pune-pdpid-4d4235303030393634
R1421,Pebbles,Pune West,https://www.magicbricks.com/abhinav-pebbles-greenfield-tathawade-pune-pdpid-4d4235333332393337
R1502,Pride Purple Park Titanium,Pune West,https://www.magicbricks.com/project-pride-purple-park-titanium-for-sale-in-pune-pppfs
R1534,Urbana Jewels,Jaipur,https://www.magicbricks.com/project-urbana-jewels-for-sale-in-jaipur-pppfs
R1570,Maya Garden City,Chandigarh,https://www.magicbricks.com/maya-garden-city-zirakpur-chandigarh-pdpid-4d4235303233343039
R1578,Cosmos Express 99,Gurgaon,https://www.magicbricks.com/project-cosmos-express-99-for-sale-in-gurgaon-pppfs
R1714,Pristine Prolife,Pune West,https://www.magicbricks.com/project-pristine-prolife-for-rent-in-pune-pppfr
R1808,Nimai Greens,Bhiwadi,https://www.magicbricks.com/nimai-greens-alwar-bypass-road-bhiwadi-pdpid-4d4235303230313234
R1822,Conscient Heritage One,Gurgaon,https://www.magicbricks.com/conscient-heritage-one-sector-62-gurgaon-pdpid-4d4235303031303631
R1920,Proview Officer City,Ghaziabad,https://www.magicbricks.com/project-officer-city-2-for-sale-in-ghaziabad-pppfs
R1986,Dwarkadhis Aravali Heights,Dharuhera,https://www.magicbricks.com/project-aravali-heights-for-sale-in-dharuhera-pppfs
R1988,Amarprakash The Royal Castle,Chennai South,https://www.magicbricks.com/project-amarprakash-the-royal-castle-for-sale-in-chennai-pppfs
R2046,Siddha Galaxia,Kolkata East,https://www.magicbricks.com/project-siddha-galaxia-for-sale-in-kolkata-pppfs
R2120,Gini Viviana,Pune West,https://www.magicbricks.com/project-gini-viviana-for-sale-in-pune-pppfs
R2458,Prateek Laurel,Noida,https://www.magicbricks.com/prateek-laurel-sector-120-noida-pdpid-4d4235303139353131
R2460,Prateek Stylome,Noida,https://www.magicbricks.com/project-prateek-stylome-for-sale-in-noida-pppfs
R2502,Imperial Heights,Western Mumbai,https://www.magicbricks.com/project-wadhwa-imperial-heights-4bhk-for-sale-in-mumbai-pppfs
R2624,Choice Ambe Shraddha,Navi Mumbai,https://www.magicbricks.com/project-choice-ambe-shraddha-for-sale-in-navi-mumbai-pppfs
R2628,Rainbow Vistas at Rock Garden,Hyderabad,https://www.magicbricks.com/project-rainbow-vistas-at-rock-garden-for-sale-in-hyderabad-pppfs
R2712,Belvalkar Solacia,Pune East,https://www.magicbricks.com/belvalkar-solacia-wagholi-pune-pdpid-4d4235303233333732
R2758,Kwality Vrindavan Heights,Pune East,https://www.magicbricks.com/project-kwality-vrindavan-heights-phase-ii-2bhk-for-sale-in-pune-pppfs
R2782,Panchsheel Pratishtha,Noida,https://www.magicbricks.com/panchsheel-pratishtha-sector-75-noida-pdpid-4d4235303139383038
R2820,Jai Gurudeo Complex,Navi Mumbai,https://www.magicbricks.com/project-jai-gurudeo-complex-for-sale-in-navi-mumbai-pppfs
R2874,Trishla City,Chandigarh,https://www.magicbricks.com/trishla-city-zirakpur-chandigarh-pdpid-4d4235303336373931
R3006,Manglams Aananda,Jaipur,https://www.magicbricks.com/manglam-aananda-mansarovar-jaipur-pdpid-4d4235303230363433
R3042,Saviour Park,Ghaziabad,https://www.magicbricks.com/saviour-park-mohan-nagar-ghaziabad-pdpid-4d4235303130333834
R3184,Ideal Enclave,Kolkata East,https://www.magicbricks.com/project-ideal-enclave-for-sale-in-kolkata-pppfs
R3354,Shree Shyam Hills,Ahmedabad North,https://www.magicbricks.com/project-shree-shyam-hills-for-sale-in-ahmedabad-pppfs
R3434,Sancheti Mount n Glory,Pune East,https://www.magicbricks.com/mount-n-glory-kharadi-pune-pdpid-4d4235303030333236
R3620,Agarwal Lifestyle,Beyond Mira Road,https://www.magicbricks.com/shops-for-rent-in-virar-east-mumbai-pppfr
R3852,Whistling Winds,Pune South,https://www.magicbricks.com/whispering-winds-behala-kolkata-pdpid-4d4235343236353237
R3878,Prestige Ferns Residency,Bangalore East,https://www.magicbricks.com/prestige-ferns-residency-haralur-main-road-bangalore-pdpid-4d4235303030343834
R3958,Arihant Ambience,Ghaziabad,https://www.magicbricks.com/project-arihant-ambience-for-rent-in-ghaziabad-pppfr
R4058,TVH Ouranya Bay,Chennai South,https://www.magicbricks.com/project-tvh-ouranya-bay-3bhk-for-sale-in-chennai-pppfs
R4216,Marvel Ganga Fria Phase 1,Pune East,https://www.magicbricks.com/project-marvel-fria-for-rent-in-pune-pppfr
R4270,Rosa Gardenia,Thane,https://www.magicbricks.com/rosa-gardenia-ghodbunder-road-thane-pdpid-4d4235303138383931
R4292,Velocity Hill Spring,Thane,https://www.magicbricks.com/hill-spring-ghodbunder-road-thane-pdpid-4d4235303237303533
R4314,Deeshari Megacity,Kolkata South,https://www.magicbricks.com/deeshari-megacity-phase-iii-sonarpur-kolkata-pdpid-4d4235333237373937
R4356,JLPL Falcon View,Mohali,https://www.magicbricks.com/jlpl-falcon-view-sector-66-mohali-pdpid-4d4235303231343634
R4374,Cosmos Classique,Thane,https://www.magicbricks.com/cosmos-classique-patlipada-thane-pdpid-4d4235303237333536
R4384,TVH Vista Heights,Coimbatore,https://www.magicbricks.com/tvh-vista-heights-trichy-road-coimbatore-pdpid-4d4235303137313736
R4456,Shriram Panorama Hills,Visakhapatnam,https://www.magicbricks.com/shriram-panorama-hills-madhurwada-visakhapatnam-pdpid-4d4235303235333532
R4670,Nishant Ratnaakar 3,Ahmedabad West,https://www.magicbricks.com/nishant-ratnaakar-i-ambawadi-ahmedabad-pdpid-4d4235333137303433
R4732,Paradise Sai Sapphire,Navi Mumbai,https://www.magicbricks.com/project-sai-sapphire-for-rent-in-navi-mumbai-pppfr
R4798,Kukreja Golf Scappe,Central Mumbai,https://www.magicbricks.com/golf-scappe-chembur-mumbai-pdpid-4d4235303732383033
R4876,Haware Citi,Thane,https://www.magicbricks.com/haware-citi-ghodbunder-road-thane-pdpid-4d4235303231393135
R4884,Bharat Ecovistas,Navi Mumbai,https://www.magicbricks.com/bharat-eco-vista-shilphata-thane-pdpid-4d4235303731393438
R4920,Rosa Royale,Thane,https://www.magicbricks.com/project-rosa-royale-for-rent-in-thane-pppfr
R4986,Lodha Venezia,Mumbai South,https://www.magicbricks.com/project-lodha-venezia-3bhk-for-rent-in-mumbai-pppfr
R5042,Kasturi Heights,Navi Mumbai,https://www.magicbricks.com/kasturi-heights-kharghar-navi-mumbai-pdpid-4d4235303231333038
R5114,Gemini Grand Bay,Pune South,https://www.magicbricks.com/project-gemini-grand-bay-for-sale-in-pune-pppfs
R5160,Raheja Reflections,Western Mumbai,https://www.magicbricks.com/raheja-reflections-odyssey-kandivali-east-mumbai-pdpid-4d4235303730373631
R5220,BDI Sunshine City,Bhiwadi,https://www.magicbricks.com/project-bdi-sunshine-city-alwar-bypass-road-bhiwadi-pdpid-4d4235303233333630
R5236,Cosmos Jewels,Thane,https://www.magicbricks.com/project-cosmos-jewels-2bhk-for-rent-in-thane-pppfr
R5240,DSS Mahavir Millennium,Thane,https://www.magicbricks.com/project-mahavir-millennium-for-sale-in-thane-pppfs
R5334,The Greater Ganga Panama,Pune West,https://www.magicbricks.com/project-the-greater-ganga-panama-for-sale-in-pune-pppfs
R5356,West Metro Residency,Thane Outskirts,https://www.magicbricks.com/metro-residency-kalyan-east-beyond-thane-pdpid-4d4235303732323739
R5366,Shree Siddheshwar Nagar 2,Nagpur,https://www.magicbricks.com/shree-siddheshwar-nagar-2-wela-harichandra-nagpur-pdpid-4d4235323631343731
R5464,Kalpataru Siddhachal Elite,Thane,https://www.magicbricks.com/kalpataru-siddhachal-elite-vasant-vihar-thane-pdpid-4d4235303730313334
R5556,VGN Stafford,Chennai North,https://www.magicbricks.com/project-vgn-stafford-for-sale-in-chennai-pppfs
R5576,Platinum Amaltas,Jaipur,https://www.magicbricks.com/project-platinum-amaltas-for-sale-in-jaipur-pppfs
R5600,Vijay Galaxy,Thane,https://www.magicbricks.com/project-vijay-galaxy-for-sale-in-thane-pppfs
