XID,Unit Type,Unit Size,Area Type,Price,Possession Date
R430897,2 BHK,584 sq.ft,Super Area,1.49 Cr,Possession by Dec'27
R430897,2 BHK,590 sq.ft,Super Area,1.51 Cr,Possession by Dec'27
R430897,2 BHK,630 sq.ft,Super Area,1.61 Cr,Possession by Dec'27
R430897,2 BHK,639 sq.ft,Super Area,1.64 Cr,Possession by Dec'27
R430897,1 BHK,428 sq.ft,Super Area,1.09 Cr,Possession by Dec'27
R430897,1 BHK,462 sq.ft,Super Area,1.18 Cr,Possession by Dec'27
R430897,1 BHK,481 sq.ft,Super Area,1.23 Cr,Possession by Dec'27
R424568,3 BHK,1745 sq.ft,Super Area,1.25 Cr,Possession by Dec'26
R424568,3 BHK,2403 sq.ft,Super Area,1.33 Cr,Possession by Dec'26
R424568,2 BHK,1340 sq.ft,Super Area,99 Lac,Possession by Dec'26
R424568,2 BHK,1408 sq.ft,Super Area,1.05 Cr,Possession by Dec'26
R424568,2 BHK,1835 sq.ft,Super Area,1.08 Cr,Possession by Dec'26
R424568,2 BHK,1939 sq.ft,Super Area,1.11 Cr,Possession by Dec'26
R383498,3 BHK,1507 sq.ft,Super Area,1.05 Cr,Possession by Jun'25
R383498,3 BHK,1678 sq.ft,Super Area,1.17 Cr,Possession by Jun'25
R383498,3 BHK,2203 sq.ft,Super Area,1.54 Cr,Possession by Jun'25
R383498,2 BHK,1200 sq.ft,Super Area,84 Lac,Possession by Jun'25
R383498,2 BHK,1210 sq.ft,Super Area,84.7 Lac,Possession by Jun'25
R383498,2 BHK,1212 sq.ft,Super Area,84.8 Lac,Possession by Jun'25
R383498,2 BHK,1215 sq.ft,Super Area,85 Lac,Possession by Jun'25
R383498,2 BHK,1223 sq.ft,Super Area,85.6 Lac,Possession by Jun'25
R425209,Residential plot,1000 sq.ft,Super Area,34 Lac,Possession by Apr'24
R425209,Commercial land,1000 sq.ft,Super Area,55 Lac,Possession by Apr'24
R425209,Commercial land,5000 sq.ft,Super Area,55 Lac,Possession by Apr'24
R415961,3 BHK,1589 sq.ft,Super Area,1.35 Cr,Possession by Mar'27
R415961,3 BHK,1740 sq.ft,Super Area,1.48 Cr,Possession by Mar'27
R415961,2 BHK,1278 sq.ft,Super Area,1.08 Cr,Possession by Mar'27
R415961,2 BHK,1279 sq.ft,Super Area,1.09 Cr,Possession by Mar'27
R415961,2 BHK,1345 sq.ft,Super Area,1.14 Cr,Possession by Mar'27
R335279,3 BHK,1590 sq.ft,Super Area,1.10 Cr,Possession by Jun'23
R335279,3 BHK,1615 sq.ft,Super Area,1.12 Cr,Possession by Jun'23
R335279,2 BHK,1275 sq.ft,Super Area,83.3 Lac,Possession by Jun'23
R335279,2 BHK,1315 sq.ft,Super Area,85.8 Lac,Possession by Jun'23
R380923,3 BHK,2050 sq.ft,Super Area,1.53 Cr,Possession by Jan'25
R380923,3 BHK,2325 sq.ft,Super Area,1.74 Cr,Possession by Jan'25
R380923,3 BHK,2550 sq.ft,Super Area,1.91 Cr,Possession by Jan'25
R380923,3 BHK,2700 sq.ft,Super Area,2.02 Cr,Possession by Jan'25
R380923,3 BHK,2750 sq.ft,Super Area,2.06 Cr,Possession by Jan'25
R380923,3 BHK,2760 sq.ft,Super Area,2.07 Cr,Possession by Jan'25
R380923,3 BHK,2800 sq.ft,Super Area,2.10 Cr,Possession by Jan'25
R380923,3 BHK,2810 sq.ft,Super Area,2.10 Cr,Possession by Jan'25
R380923,3 BHK,2900 sq.ft,Super Area,2.17 Cr,Possession by Jan'25
R380923,3 BHK,2950 sq.ft,Super Area,2.21 Cr,Possession by Jan'25
R380923,3 BHK,2975 sq.ft,Super Area,2.23 Cr,Possession by Jan'25
R380923,3 BHK,3400 sq.ft,Super Area,2.55 Cr,Possession by Jan'25
R380923,4 BHK,3100 sq.ft,Super Area,2.32 Cr,Possession by Jan'25
R380923,4 BHK,3240 sq.ft,Super Area,2.43 Cr,Possession by Jan'25
R380923,4 BHK,3250 sq.ft,Super Area,2.43 Cr,Possession by Jan'25
R380923,4 BHK,3325 sq.ft,Super Area,2.49 Cr,Possession by Jan'25
R396027,3 BHK,1710 sq.ft,Super Area,1.26 Cr,Possession by Dec'27
R396027,3 BHK,1730 sq.ft,Super Area,1.28 Cr,Possession by Dec'27
R396027,3 BHK,1775 sq.ft,Super Area,1.31 Cr,Possession by Dec'27
R396027,3 BHK,1795 sq.ft,Super Area,1.32 Cr,Possession by Dec'27
R396027,3 BHK,1905 sq.ft,Super Area,1.40 Cr,Possession by Dec'27
R396027,3 BHK,1990 sq.ft,Super Area,1.47 Cr,Possession by Dec'27
R396027,3 BHK,2020 sq.ft,Super Area,1.49 Cr,Possession by Dec'27
R396027,3 BHK,2050 sq.ft,Super Area,1.51 Cr,Possession by Dec'27
R396027,2 BHK,1270 sq.ft,Super Area,94 Lac,Possession by Dec'27
R396027,2 BHK,1290 sq.ft,Super Area,95.5 Lac,Possession by Dec'27
R396027,4 BHK,2340 sq.ft,Super Area,1.73 Cr,Possession by Dec'27
R396027,4 BHK,2360 sq.ft,Super Area,1.74 Cr,Possession by Dec'27
R396027,4 BHK,2465 sq.ft,Super Area,1.82 Cr,Possession by Dec'27
R404249,3 BHK,1644 sq.ft,Super Area,1.70 Cr,Possession by Dec'28
R404249,3 BHK,1909 sq.ft,Super Area,2 Cr,Possession by Dec'28
R404249,3 BHK,1917 sq.ft,Super Area,2.10 Cr,Possession by Dec'28
R404249,3 BHK,2024 sq.ft,Super Area,2.20 Cr,Possession by Dec'28
R404249,3 BHK,2029 sq.ft,Super Area,1.60 Cr,Possession by Dec'28
R404249,3 BHK,2038 sq.ft,Super Area,2.20 Cr,Possession by Dec'28
R404249,3 BHK,2044 sq.ft,Super Area,2.20 Cr,Possession by Dec'28
R404249,2 BHK,1296 sq.ft,Super Area,1.35 Cr,Possession by Dec'28
R404249,2 BHK,1308 sq.ft,Super Area,1.36 Cr,Possession by Dec'28
R404249,2 BHK,1321 sq.ft,Super Area,1.36 Cr,Possession by Dec'28
R404249,2 BHK,1340 sq.ft,Super Area,1.40 Cr,Possession by Dec'28
R404249,2 BHK,1572 sq.ft,Super Area,1.65 Cr,Possession by Dec'28
R404249,2 BHK,1607 sq.ft,Super Area,1.65 Cr,Possession by Dec'28
R404249,2 BHK,1637 sq.ft,Super Area,1.70 Cr,Possession by Dec'28
R404249,4 BHK,2306 sq.ft,Super Area,2.50 Cr,Possession by Dec'28
R404249,4 BHK,2390 sq.ft,Super Area,2.50 Cr,Possession by Dec'28
R404249,4 BHK,2416 sq.ft,Super Area,2.50 Cr,Possession by Dec'28
R372871,3 BHK,2000 sq.ft,Super Area,93 Lac,Possession by Dec'27
R372871,3 BHK,2100 sq.ft,Super Area,1.01 Cr,Possession by Dec'27
R372871,2 BHK,821 sq.ft,Super Area,27 Lac,Possession by Dec'27
R398508,3 BHK,1700 sq.ft,Super Area,1.24 Cr,Possession by Mar'26
R398508,3 BHK,1825 sq.ft,Super Area,1.33 Cr,Possession by Mar'26
R398508,3 BHK,2065 sq.ft,Super Area,1.50 Cr,Possession by Mar'26
R398508,3 BHK,2155 sq.ft,Super Area,1.57 Cr,Possession by Mar'26
R398508,3 BHK,2215 sq.ft,Super Area,1.61 Cr,Possession by Mar'26
R398508,3 BHK,2260 sq.ft,Super Area,1.64 Cr,Possession by Mar'26
R422450,3 BHK,2335 sq.ft,Super Area,93.8 Lac,Possession by Dec'28
R422450,4 BHK,2925 sq.ft,Super Area,1.17 Cr,Possession by Dec'28
R422450,4 BHK,4105 sq.ft,Super Area,1.64 Cr,Possession by Dec'28
R386991,2 BHK,1255 sq.ft,Super Area,1 Cr,Possession by Dec'25
R386991,2 BHK,1524 sq.ft,Super Area,1.45 Cr,Possession by Dec'25
R386991,2 BHK,1542 sq.ft,Super Area,1.72 Cr,Possession by Dec'25
R407658,3 BHK,2300 sq.ft,Super Area,78 Lac,Possession by Nov'24
R407658,2 BHK,1114 sq.ft,Super Area,38.5 Lac,Possession by Nov'24
R407658,2 BHK,1143 sq.ft,Super Area,36 Lac,Possession by Nov'24
R407658,2 BHK,1190 sq.ft,Super Area,38.5 Lac,Possession by Nov'24
R426888,3 BHK,1740 sq.ft,Super Area,1.88 Cr,Possession by Dec'27
R426888,2 BHK,1295 sq.ft,Super Area,1.40 Cr,Possession by Dec'27
R426888,4 BHK,2985 sq.ft,Super Area,3.24 Cr,Possession by Dec'27
R427567,4 BHK villa,1620 sq.ft,Super Area,1.51 Cr,Possession by Jun'26
R427567,4 BHK villa,1836 sq.ft,Super Area,1.60 Cr,Possession by Jun'26
R427567,4 BHK villa,2700 sq.ft,Super Area,1.51 Cr,Possession by Jun'26
R58476,2 BHK,1240 sq.ft,Super Area,54.6 Lac,Possession by Dec'25
R58476,2 BHK,1260 sq.ft,Super Area,55.4 Lac,Possession by Dec'25
R58476,2 BHK,1290 sq.ft,Super Area,56 Lac,Possession by Dec'25
R429365,3 BHK,1047 sq.ft,Super Area,41.9 Lac,Possession by Sep'25
R429365,3 BHK,1052 sq.ft,Super Area,42.1 Lac,Possession by Sep'25
R429365,2 BHK,861 sq.ft,Super Area,34.4 Lac,Possession by Sep'25
R29508,3 BHK,1600 sq.ft,Super Area,2.75 Cr,Possession Not Available
R29508,3 BHK,1650 sq.ft,Super Area,2.35 Cr,Possession Not Available
R29508,3 BHK,1750 sq.ft,Super Area,2.40 Cr,Possession Not Available
R40976,4 BHK,3300 sq.ft,Super Area,12 Cr,Possession by Sep'18
R40976,4 BHK,4300 sq.ft,Super Area,13.90 Cr,Possession by Sep'18
R40976,4 BHK,4500 sq.ft,Super Area,12 Cr,Possession by Sep'18
R106303,3 BHK,1170 sq.ft,Super Area,65 Lac,Possession by Dec'18
R106303,3 BHK,1249 sq.ft,Super Area,63 Lac,Possession by Dec'18
R106303,3 BHK,1430 sq.ft,Super Area,62 Lac,Possession by Dec'18
R106303,2 BHK,897 sq.ft,Super Area,49.1 Lac,Possession by Dec'18
R106303,2 BHK,992 sq.ft,Super Area,48.3 Lac,Possession by Dec'18
R350317,3 BHK,1500 sq.ft,Super Area,1.20 Cr,Possession by Feb'28
R350317,3 BHK,1680 sq.ft,Super Area,1.34 Cr,Possession by Feb'28
R350317,3 BHK,1795 sq.ft,Super Area,1.43 Cr,Possession by Feb'28
R350317,3 BHK,1800 sq.ft,Super Area,1.44 Cr,Possession by Feb'28
R350317,3 BHK,2025 sq.ft,Super Area,1.62 Cr,Possession by Feb'28
R350317,3 BHK,2030 sq.ft,Super Area,1.62 Cr,Possession by Feb'28
R350317,2 BHK,1270 sq.ft,Super Area,1.01 Cr,Possession by Feb'28
R350317,2 BHK,1285 sq.ft,Super Area,1.02 Cr,Possession by Feb'28
R107611,Residential plot,1000 sq.ft,Super Area,55 Lac,Possession by May'14
R107611,Residential plot,1453 sq.ft,Super Area,65.4 Lac,Possession by May'14
R107611,4 BHK villa,3500 sq.ft,Super Area,1.11 Cr,Possession by May'14
R388892,3 BHK,1250 sq.ft,Super Area,2.60 Cr,Possession by Dec'27
R388892,3 BHK,1410 sq.ft,Super Area,2.76 Cr,Possession by Dec'27
R388892,3 BHK,1547 sq.ft,Super Area,2.86 Cr,Possession by Dec'27
R388892,3 BHK,1730 sq.ft,Super Area,2.98 Cr,Possession by Dec'27
R388892,3 BHK,1800 sq.ft,Super Area,3 Cr,Possession by Dec'27
R388892,2 BHK,946 sq.ft,Super Area,2 Cr,Possession by Dec'27
R388892,2 BHK,1087 sq.ft,Super Area,2.30 Cr,Possession by Dec'27
R388892,2 BHK,1256 sq.ft,Super Area,2.50 Cr,Possession by Dec'27
R388892,2 BHK,1425 sq.ft,Super Area,2.71 Cr,Possession by Dec'27
R1273,2 BHK,929 sq.ft,Super Area,45 Lac,Possession by Dec'16
R1273,1 BHK,632 sq.ft,Super Area,31.5 Lac,Possession by Dec'16
R1273,1 BHK,647 sq.ft,Super Area,31 Lac,Possession by Dec'16
R1337,4 BHK villa,3935 sq.ft,Super Area,14 Cr,Possession by Jun'19
R1337,4 BHK villa,5900 sq.ft,Super Area,20 Cr,Possession by Jun'19
R1337,6 BHK villa,5899 sq.ft,Super Area,17.50 Cr,Possession by Jun'19
R1337,6 BHK villa,7310 sq.ft,Super Area,29 Cr,Possession by Jun'19
R29016,3 BHK,1525 sq.ft,Super Area,2 Cr,Possession by Mar'04
R29016,3 BHK,1550 sq.ft,Super Area,2 Cr,Possession by Mar'04
R29016,3 BHK,1600 sq.ft,Super Area,1.82 Cr,Possession by Mar'04
R875,3 BHK,1320 sq.ft,Super Area,1.24 Cr,Possession by Mar'20
R875,3 BHK,1620 sq.ft,Super Area,1.35 Cr,Possession by Mar'20
R875,3 BHK,1650 sq.ft,Super Area,1.32 Cr,Possession by Mar'20
R875,2 BHK,975 sq.ft,Super Area,75 Lac,Possession by Mar'20
R875,4 BHK,1930 sq.ft,Super Area,1.85 Cr,Possession by Mar'20
R875,4 BHK,2250 sq.ft,Super Area,Price Not Available,Possession by Mar'20
R383620,3 BHK,1710 sq.ft,Super Area,1.16 Cr,Possession by Oct'27
R383620,3 BHK,1880 sq.ft,Super Area,1.27 Cr,Possession by Oct'27
R383620,2 BHK,1200 sq.ft,Super Area,81.6 Lac,Possession by Oct'27
R383620,2 BHK,1330 sq.ft,Super Area,90.4 Lac,Possession by Oct'27
R2670,3 BHK,1556 sq.ft,Super Area,1.35 Cr,Possession by Dec'17
R2670,2 BHK,945 sq.ft,Super Area,89 Lac,Possession by Dec'17
R2670,2 BHK,1008 sq.ft,Super Area,93 Lac,Possession by Dec'17
R2670,1 BHK,657 sq.ft,Super Area,63 Lac,Possession by Dec'17
R4456,3 BHK,1967 sq.ft,Super Area,1.15 Cr,Possession by Dec'19
R4456,3 BHK,2108 sq.ft,Super Area,99 Lac,Possession by Dec'19
R4456,2 BHK,1274 sq.ft,Super Area,60 Lac,Possession by Dec'19
R4456,2 BHK,1310 sq.ft,Super Area,66 Lac,Possession by Dec'19
R4456,2 BHK,1330 sq.ft,Super Area,72 Lac,Possession by Dec'19
R301169,Residential plot,1200 sq.ft,Super Area,96 Lac,Possession by Sep'21
R301169,Residential plot,1500 sq.ft,Super Area,1.19 Cr,Possession by Sep'21
R301169,Residential plot,1800 sq.ft,Super Area,1.43 Cr,Possession by Sep'21
R301169,Residential plot,2000 sq.ft,Super Area,1.59 Cr,Possession by Sep'21
R301169,Residential plot,2400 sq.ft,Super Area,1.91 Cr,Possession by Sep'21
R124863,3 BHK,1350 sq.ft,Super Area,3 Cr,Possession by Sep'11
R124863,3 BHK,1372 sq.ft,Super Area,3 Cr,Possession by Sep'11
R124863,2 BHK,1150 sq.ft,Super Area,2.20 Cr,Possession by Sep'11
R70789,3 BHK,2110 sq.ft,Super Area,3.65 Cr,Possession by Nov'18
R70789,2 BHK,1195 sq.ft,Super Area,2.25 Cr,Possession by Nov'18
R70789,2 BHK,1210 sq.ft,Super Area,2 Cr,Possession by Nov'18
R417514,3 BHK,846 sq.ft,Super Area,3.02 Cr,Possession by Sep'26
R417514,2 BHK,604 sq.ft,Super Area,2.15 Cr,Possession by Sep'26
R417514,2 BHK,715 sq.ft,Super Area,2.04 Cr,Possession by Sep'26
R417514,2 BHK,820 sq.ft,Super Area,2.92 Cr,Possession by Sep'26
R417514,1 BHK,394 sq.ft,Super Area,1.40 Cr,Possession by Sep'26
R417514,1 BHK,420 sq.ft,Super Area,1.15 Cr,Possession by Sep'26
R417514,1 BHK,438 sq.ft,Super Area,1.20 Cr,Possession by Sep'26
R417514,1 BHK,451 sq.ft,Super Area,1.20 Cr,Possession by Sep'26
R814,3 BHK,1590 sq.ft,Super Area,1.85 Cr,Possession by Dec'13
R814,2 BHK,1206 sq.ft,Super Area,1 Cr,Possession by Dec'13
R814,2 BHK,1309 sq.ft,Super Area,1.35 Cr,Possession by Dec'13
R8420,2 BHK,1095 sq.ft,Super Area,1.15 Cr,Possession by Mar'17
R8420,1 BHK,650 sq.ft,Super Area,67 Lac,Possession by Mar'17
R8420,1 BHK,680 sq.ft,Super Area,65 Lac,Possession by Mar'17
R53732,3 BHK,2068 sq.ft,Super Area,2.15 Cr,Possession by Jun'25
R53732,3 BHK,2083 sq.ft,Super Area,2.22 Cr,Possession by Jun'25
R53732,3 BHK,2123 sq.ft,Super Area,2.26 Cr,Possession by Jun'25
R53732,3 BHK,2152 sq.ft,Super Area,2.30 Cr,Possession by Jun'25
R53732,3 BHK,2175 sq.ft,Super Area,2.32 Cr,Possession by Jun'25
R53732,3 BHK,2202 sq.ft,Super Area,2.35 Cr,Possession by Jun'25
R7,2 BHK,1796 sq.ft,Super Area,2.65 Cr,Possession by Jan'16
R7,4 BHK,3329 sq.ft,Super Area,4.98 Cr,Possession by Jan'16
R7,4 BHK,3486 sq.ft,Super Area,5.14 Cr,Possession by Jan'16
R409990,3 BHK,1572 sq.ft,Super Area,76.2 Lac,Possession by Jan'24
R409990,3 BHK,1573 sq.ft,Super Area,76.3 Lac,Possession by Jan'24
R409990,3 BHK,1577 sq.ft,Super Area,76.5 Lac,Possession by Jan'24
R409990,3 BHK,1665 sq.ft,Super Area,80.8 Lac,Possession by Jan'24
R409990,3 BHK,1668 sq.ft,Super Area,80.9 Lac,Possession by Jan'24
R409990,3 BHK,1688 sq.ft,Super Area,81.9 Lac,Possession by Jan'24
R409990,2 BHK,1272 sq.ft,Super Area,61.7 Lac,Possession by Jan'24
R409990,5 BHK,2911 sq.ft,Super Area,1.41 Cr,Possession by Jan'24
R409990,5 BHK,3141 sq.ft,Super Area,1.52 Cr,Possession by Jan'24
R409990,4 BHK,2445 sq.ft,Super Area,1.18 Cr,Possession by Jan'24
R409990,4 BHK,2516 sq.ft,Super Area,1.22 Cr,Possession by Jan'24
R409990,4 BHK,2544 sq.ft,Super Area,1.23 Cr,Possession by Jan'24
R9046,3 BHK,1750 sq.ft,Super Area,1.25 Cr,Possession Not Available
R9046,2 BHK,1250 sq.ft,Super Area,95 Lac,Possession Not Available
R9046,1 BHK,750 sq.ft,Super Area,57 Lac,Possession Not Available
R60177,3 BHK,1800 sq.ft,Super Area,8.10 Cr,Possession by Dec'18
R60177,3 BHK,1960 sq.ft,Super Area,7.80 Cr,Possession by Dec'18
R60177,3 BHK,2088 sq.ft,Super Area,9.50 Cr,Possession by Dec'18
R60177,3 BHK,2100 sq.ft,Super Area,7.31 Cr,Possession by Dec'18
R60177,3 BHK,2190 sq.ft,Super Area,9 Cr,Possession by Dec'18
R60177,3 BHK,2230 sq.ft,Super Area,7.85 Cr,Possession by Dec'18
R60177,5 BHK,4200 sq.ft,Super Area,18.75 Cr,Possession by Dec'18
R60177,4 BHK,2100 sq.ft,Super Area,9.20 Cr,Possession by Dec'18
R60177,4 BHK,2200 sq.ft,Super Area,8.50 Cr,Possession by Dec'18
R60177,4 BHK,2300 sq.ft,Super Area,10 Cr,Possession by Dec'18
R144209,Residential plot,1620 sq.ft,Super Area,3.80 Cr,Possession by Jan'11
R144209,Residential plot,2160 sq.ft,Super Area,4.32 Cr,Possession by Jan'11
R144209,Residential plot,2700 sq.ft,Super Area,4.56 Cr,Possession by Jan'11
R144209,Residential plot,2808 sq.ft,Super Area,3.98 Cr,Possession by Jan'11
R144209,Residential plot,2880 sq.ft,Super Area,4.08 Cr,Possession by Jan'11
R144209,Residential plot,2925 sq.ft,Super Area,4.15 Cr,Possession by Jan'11
R144209,Residential plot,3240 sq.ft,Super Area,7.20 Cr,Possession by Jan'11
R144209,Residential plot,3546 sq.ft,Super Area,5.03 Cr,Possession by Jan'11
R144209,Residential plot,3600 sq.ft,Super Area,7.20 Cr,Possession by Jan'11
R144209,Residential plot,4500 sq.ft,Super Area,10 Cr,Possession by Jan'11
R144209,Residential plot,4950 sq.ft,Super Area,7.02 Cr,Possession by Jan'11
R421748,3 BHK,1409 sq.ft,Super Area,1.36 Cr,Possession by Dec'27
R421748,3 BHK,1808 sq.ft,Super Area,1.75 Cr,Possession by Dec'27
R421748,2 BHK,1162 sq.ft,Super Area,1.12 Cr,Possession by Dec'27
R421748,4 BHK,2242 sq.ft,Super Area,2.17 Cr,Possession by Dec'27
R12894,3 BHK,1245 sq.ft,Super Area,1.97 Cr,Possession by Jan'12
R12894,2 BHK,990 sq.ft,Super Area,1.35 Cr,Possession by Jan'12
R12894,2 BHK,1050 sq.ft,Super Area,1.38 Cr,Possession by Jan'12
R417286,3 BHK,2120 sq.ft,Super Area,1.99 Cr,Possession by Sep'29
R417286,3 BHK,2420 sq.ft,Super Area,2.27 Cr,Possession by Sep'29
R417286,3 BHK,2565 sq.ft,Super Area,2.41 Cr,Possession by Sep'29
R417286,3 BHK,3010 sq.ft,Super Area,2.82 Cr,Possession by Sep'29
R417286,3 BHK,3360 sq.ft,Super Area,3.29 Cr,Possession by Sep'29
R417286,4 BHK,3360 sq.ft,Super Area,3.15 Cr,Possession by Sep'29
R417286,4 BHK,4410 sq.ft,Super Area,4.14 Cr,Possession by Sep'29
R58112,2 BHK,976 sq.ft,Super Area,39.9 Lac,Possession Not Available
R58112,2 BHK,1020 sq.ft,Super Area,41.7 Lac,Possession Not Available
R58112,2 BHK,1043 sq.ft,Super Area,40 Lac,Possession Not Available
R420000,3 BHK,1540 sq.ft,Super Area,50.2 Lac,Possession by Oct'28
R420000,3 BHK,1608 sq.ft,Super Area,52.4 Lac,Possession by Oct'28
R420000,2 BHK,1236 sq.ft,Super Area,40.3 Lac,Possession by Oct'28
R30026,2 BHK,1040 sq.ft,Super Area,95 Lac,Possession by May'12
R30026,2 BHK,1053 sq.ft,Super Area,72 Lac,Possession by May'12
R30026,2 BHK,1074 sq.ft,Super Area,95 Lac,Possession by May'12
R30026,2 BHK,1080 sq.ft,Super Area,69 Lac,Possession by May'12
R30026,2 BHK,1093 sq.ft,Super Area,93.5 Lac,Possession by May'12
R30026,2 BHK,1106 sq.ft,Super Area,72 Lac,Possession by May'12
R5790,2 BHK,857 sq.ft,Super Area,48 Lac,Possession by Jul'16
R5790,2 BHK,890 sq.ft,Super Area,50 Lac,Possession by Jul'16
R5790,2 BHK,900 sq.ft,Super Area,48.5 Lac,Possession by Jul'16
R5790,1 BHK,600 sq.ft,Super Area,30 Lac,Possession by Jul'16
R5790,1 BHK,605 sq.ft,Super Area,32 Lac,Possession by Jul'16
R278061,3 BHK,1450 sq.ft,Super Area,1.70 Cr,Possession by Dec'20
R278061,3 BHK,1493 sq.ft,Super Area,1.71 Cr,Possession by Dec'20
R278061,3 BHK,1500 sq.ft,Super Area,1.89 Cr,Possession by Dec'20
R278061,3 BHK,1666 sq.ft,Super Area,1.75 Cr,Possession by Dec'20
R278061,2 BHK,1000 sq.ft,Super Area,1.20 Cr,Possession by Dec'20
R278061,2 BHK,1050 sq.ft,Super Area,1.17 Cr,Possession by Dec'20
R278061,2 BHK,1100 sq.ft,Super Area,1.30 Cr,Possession by Dec'20
R278061,2 BHK,1171 sq.ft,Super Area,1.30 Cr,Possession by Dec'20
R417156,4 BHK,3346 sq.ft,Super Area,4.10 Cr,Possession by May'17
R417156,4 BHK,3800 sq.ft,Super Area,5 Cr,Possession by May'17
R417156,4 BHK,4600 sq.ft,Super Area,4.95 Cr,Possession by May'17
R38338,3 BHK,2250 sq.ft,Super Area,3.39 Cr,Possession by Mar'12
R38338,5 BHK,6075 sq.ft,Super Area,8.25 Cr,Possession by Mar'12
R38338,4 BHK,2430 sq.ft,Super Area,4.60 Cr,Possession by Mar'12
R38338,4 BHK,3240 sq.ft,Super Area,5.50 Cr,Possession by Mar'12
R38338,4 BHK,4500 sq.ft,Super Area,6.50 Cr,Possession by Mar'12
R433746,3 BHK,1305 sq.ft,Super Area,1.52 Cr,Possession by Sep'27
R433746,3 BHK,1396 sq.ft,Super Area,1.63 Cr,Possession by Sep'27
R433746,3 BHK,1490 sq.ft,Super Area,1.74 Cr,Possession by Sep'27
R433746,2 BHK,1143 sq.ft,Super Area,1.34 Cr,Possession by Sep'27
R433746,2 BHK,1178 sq.ft,Super Area,1.38 Cr,Possession by Sep'27
R31786,3 BHK,1397 sq.ft,Super Area,1.64 Cr,Possession by Aug'18
R31786,3 BHK,1435 sq.ft,Super Area,1.65 Cr,Possession by Aug'18
R31786,2 BHK,1050 sq.ft,Super Area,1.35 Cr,Possession by Aug'18
R31786,2 BHK,1071 sq.ft,Super Area,1.30 Cr,Possession by Aug'18
R31786,2 BHK,1172 sq.ft,Super Area,1.35 Cr,Possession by Aug'18
R28714,2 BHK,804 sq.ft,Super Area,1.30 Cr,Possession by Dec'05
R28714,1 BHK,528 sq.ft,Super Area,82 Lac,Possession by Dec'05
R28714,1 BHK,650 sq.ft,Super Area,85 Lac,Possession by Dec'05
R12418,3 BHK,1100 sq.ft,Super Area,1.70 Cr,Possession by Jan'09
R12418,3 BHK,1500 sq.ft,Super Area,2.35 Cr,Possession by Jan'09
R12418,2 BHK,852 sq.ft,Super Area,1.30 Cr,Possession by Jan'09
R4340,3 BHK,1575 sq.ft,Super Area,1.49 Cr,Possession by Jun'22
R4340,2 BHK,796 sq.ft,Super Area,75.4 Lac,Possession by Jun'22
R4340,1 BHK,600 sq.ft,Super Area,56.9 Lac,Possession by Jun'22
R267817,2 BHK,980 sq.ft,Super Area,1.55 Cr,Possession by Dec'23
R267817,2 BHK,1000 sq.ft,Super Area,1.85 Cr,Possession by Dec'23
R267817,2 BHK,1100 sq.ft,Super Area,2.20 Cr,Possession by Dec'23
R267817,2 BHK,1150 sq.ft,Super Area,2.20 Cr,Possession by Dec'23
R267817,2 BHK,1236 sq.ft,Super Area,2.05 Cr,Possession by Dec'23
R165831,2 BHK,800 sq.ft,Super Area,72 Lac,Possession by Dec'18
R165831,1 BHK,500 sq.ft,Super Area,45 Lac,Possession by Dec'18
R165831,1 BHK,600 sq.ft,Super Area,56 Lac,Possession by Dec'18
R167105,3 BHK,1615 sq.ft,Super Area,1.10 Cr,Possession by Dec'18
R167105,2 BHK,1095 sq.ft,Super Area,65 Lac,Possession by Dec'18
R167105,2 BHK,1230 sq.ft,Super Area,70 Lac,Possession by Dec'18
R9386,3 BHK,1588 sq.ft,Super Area,3.60 Cr,Possession by Apr'16
R9386,3 BHK,1650 sq.ft,Super Area,4 Cr,Possession by Apr'16
R9386,2 BHK,1250 sq.ft,Super Area,2.50 Cr,Possession by Apr'16
R9386,2 BHK,1332 sq.ft,Super Area,3.25 Cr,Possession by Apr'16
R9386,2 BHK,1380 sq.ft,Super Area,2.70 Cr,Possession by Apr'16
R5688,3 BHK,1782 sq.ft,Super Area,84.6 Lac,Possession by Mar'18
R5688,2 BHK,1339 sq.ft,Super Area,65 Lac,Possession by Mar'18
R5688,4 BHK,2275 sq.ft,Super Area,1.08 Cr,Possession by Mar'18
R384,3 BHK,1500 sq.ft,Super Area,1.92 Cr,Possession by May'05
R384,2 BHK,1050 sq.ft,Super Area,1.20 Cr,Possession by May'05
R384,1 BHK,600 sq.ft,Super Area,77 Lac,Possession by May'05
R384,1 BHK,650 sq.ft,Super Area,74 Lac,Possession by May'05
R106775,3 BHK,903 sq.ft,Super Area,1.21 Cr,Possession by Jun'25
R106775,3 BHK,926 sq.ft,Super Area,1.06 Cr,Possession by Jun'25
R106775,3 BHK,927 sq.ft,Super Area,1.25 Cr,Possession by Jun'25
R106775,2 BHK,626 sq.ft,Super Area,84.5 Lac,Possession by Jun'25
R106775,2 BHK,643 sq.ft,Super Area,86.8 Lac,Possession by Jun'25
R106775,2 BHK,686 sq.ft,Super Area,90 Lac,Possession by Jun'25
R106775,2 BHK,710 sq.ft,Super Area,94 Lac,Possession by Jun'25
R106775,2 BHK,745 sq.ft,Super Area,1 Cr,Possession by Jun'25
R106775,2 BHK,749 sq.ft,Super Area,1.01 Cr,Possession by Jun'25
