XID,Project Name,City,Magicbricks.com Link
R7010,Tata Gurgaon Gateway,Gurgaon,https://www.magicbricks.com/project-tata-gurgaon-gateway-for-sale-in-gurgaon-pppfs
R206,The Terraces Villa Floors,Mohali,https://www.magicbricks.com/project-plots-emaar-mohali-hills-plot-for-sale-in-mohali-pppfs
R25310,JKG Amba G Residency,Ghaziabad,https://www.magicbricks.com/amba-g-residency-indirapuram-ghaziabad-pdpid-4d4235303130313630
R26538,New Priyadarshini Apartment,Delhi South West,https://www.magicbricks.com/property-for-sale-in-priyadarshini-vihar-new-delhi-pppfs
R9046,NK Nandani Gowlok Dham,Vrindavan,https://www.magicbricks.com/nandani-gowlok-dham-burja-road-vrindavan-pdpid-4d4235303231313332
R208091,Golf View Apartments,Delhi South West,https://www.magicbricks.com/
R170747,Orchid Heights,Ahmedabad West,https://www.magicbricks.com/project-orchid-heights-for-rent-in-ahmedabad-pppfr
R20416,Godrej Garden Enclave,Central Mumbai,https://www.magicbricks.com/
R229275,DDA Narmada Apartment,South Delhi,https://www.magicbricks.com/project-dda-narmada-apartment-for-sale-in-new-delhi-pppfs
R28476,Samrat Ashoka Enclave CGHS,Delhi South West,https://www.magicbricks.com/3-bhk-apartments-for-sale-in-kakrola-new-delhi-pppfs
R392140,LTG Aishwarya Indraprastha,Bangalore South,https://www.magicbricks.com/ltg-aishwarya-indraprastha-mysore-road-bangalore-pdpid-4d4235333433323831
R385299,Seventh Bliss,Ahmedabad North,https://www.magicbricks.com/project-seventh-bliss-for-sale-in-ahmedabad-pppfs
R8124,Majestique City,Pune East,https://www.magicbricks.com/project-majestique-city-2bhk-for-sale-in-pune-pppfs
R636,Indiabulls Sky,Mumbai South,https://www.magicbricks.com/indiabulls-sky-lower-parel-mumbai-pdpid-4d4235303333353539
R12332,Krishna Apra Gardens,Ghaziabad,https://www.magicbricks.com/krishna-apra-gardens-indirapuram-ghaziabad-pdpid-4d4235303030363833
R328383,Kakkad La Vida,Pune West,https://www.magicbricks.com/kakkad-la-vida-balewadi-pune-pdpid-4d4235313238333731
R316673,Krisala 41 Elite,Pune West,https://www.magicbricks.com/project-krisala-41-elite-e-building-for-rent-in-pune-pppfr
R20402,Puraniks Hometown,Thane,https://www.magicbricks.com/project-puranik-home-town-for-sale-in-thane-pppfs
R177847,RWA Greater Kailash 2,South Delhi,Not Found
R26402,CGHS Philips Towers,Delhi South West,https://www.magicbricks.com/phillips-cghs-dwarka-sector-23-new-delhi-pdpid-4d4235303131343136
R25646,Signature 360,Bhopal,https://www.magicbricks.com/project-signature-360-2bhk-for-sale-in-bhopal-pppfs
R12430,Swami Dayanand Appartments,Delhi South West,https://www.magicbricks.com/swami-dayanand-apartment-dwarka-sector-6-new-delhi-pdpid-4d4235303138373437
R43970,Sai Saakshaat,Navi Mumbai,https://www.magicbricks.com/project-sai-saakshaat-for-rent-in-navi-mumbai-pppfr
R9084,Regency Crest,Navi Mumbai,https://www.magicbricks.com/project-regency-crest-for-rent-in-navi-mumbai-pppfr
R13946,Leena Bhairav Residency,Mira Bhayandar,https://www.magicbricks.com/bhairav-residency-mira-road-mumbai-pdpid-4d4235303336383636
R27822,Amrapali Royal,Ghaziabad,https://www.magicbricks.com/project-amrapali-royal-4bhk-for-sale-in-ghaziabad-pppfs
R201,House of Hiranandani Upscale,Chennai South,https://www.magicbricks.com/project-hiranandani-upscale-for-sale-in-chennai-pppfs
R62085,Ideal Exotica,Kolkata South,https://www.magicbricks.com/ideal-exotica-new-alipore-kolkata-pdpid-4d4235303231373836
R4798,Kukreja Golf Scappe,Central Mumbai,https://www.magicbricks.com/golf-scappe-chembur-mumbai-pdpid-4d4235303732383033
R156171,Unique Poonam Cluster 3,Mira Bhayandar,https://www.magicbricks.com/poonam-estate-cluster-3-mira-road-mumbai-pdpid-4d4235303337303033
R64884,Skardi Greens,Ghaziabad,https://www.magicbricks.com/project-skardi-greens-for-sale-in-ghaziabad-pppfs
R104622,Netaji Subhash Apartments,Delhi South West,https://www.magicbricks.com/3-bhk-flats-in-netaji-subhash-place-new-delhi-for-sale-pppfs
R197601,Adarsh Palm Acres,Bangalore North,https://www.magicbricks.com/adarsh-palm-acres-huttanahalli-bangalore-pdpid-4d4235303932323532
R12658,Manglik Apartment,Delhi South West,https://www.magicbricks.com/blog/vastu-remedies-for-south-west-facing-house/115850.html
R408152,Shiv Mahadev Lavish,Ahmedabad West,https://www.magicbricks.com/project-shiv-land-mahadev-lavish-for-sale-in-ahmedabad-pppfs
R27768,Assotech Windsor Park,Ghaziabad,https://www.magicbricks.com/project-assotech-windsor-park-for-sale-in-ghaziabad-pppfs
R237732,SKG The Merlin,Ghaziabad,https://www.magicbricks.com/project-the-merlin-for-sale-in-ghaziabad-pppfs
R64206,Dharam CGHS,Delhi South West,https://www.magicbricks.com/project-dharam-cghs-for-sale-in-new-delhi-pppfs
R101679,Ramsons Kshitij,Gurgaon,https://www.magicbricks.com/project-ramsons-kshitij-1bhk-for-sale-in-gurgaon-pppfs
R60177,Lodha Trump Tower,Mumbai South,https://www.magicbricks.com/trump-tower-worli-mumbai-pdpid-4d4235303730383739
R124799,Rohan Leher 2,Pune West,https://www.magicbricks.com/rohan-leher-ii-baner-pune-pdpid-4d4235303731313035
R327865,Kakatiya Diamond County,Secunderabad,https://www.magicbricks.com/project-kakatiya-green-diamond-county-for-sale-in-hyderabad-pppfs
R429101,Aurika Homes The Residences,Bareilly,Not Found
R481,BSCPL Bollineni Hillside,Chennai South,https://www.magicbricks.com/project-bollineni-hillside-phase-ii-2bhk-for-sale-in-chennai-pppfs
R26242,Shubh Laxmi Apartment,Delhi South West,https://www.magicbricks.com/shubh-laxmi-apartment-sector-6-dwarka-dwarka-sector-6-new-delhi-pdpid-4d4235323039373735
R308061,Mahindra Lifespaces Roots,Western Mumbai,https://www.magicbricks.com/mahindra-roots-kandivali-east-mumbai-pdpid-4d4235313136353935
R207969,Merlin 5th Avenue,Kolkata East,https://www.magicbricks.com/project-merlin-5th-avenue-for-sale-in-kolkata-pppfs
R35150,M Chugh Grande Exotica,Indore,https://www.magicbricks.com/project-grande-exotica-for-sale-in-indore-pppfs
R137103,Shree Badrinath Apartments,Delhi South West,https://www.magicbricks.com/project-sree-badrinath-apartment-for-sale-in-new-delhi-pppfs
R30350,Shakti Apartment,Delhi South West,https://www.magicbricks.com/
R12930,Kanakia Niharika,Thane,https://www.magicbricks.com/project-niharika-spaces-for-sale-in-thane-pppfs
R245097,Trimurti Apartments,Delhi South West,https://www.magicbricks.com/society-flats-for-sale-in-dwarka-sector-12-new-delhi-pppfs
R151917,Platinum Palacio,Navi Mumbai,https://www.magicbricks.com/project-platinum-palacio-1bhk-for-sale-in-navi-mumbai-pppfs
R3510,Mahagun Puram,Ghaziabad,https://www.magicbricks.com/mahagun-puram-nh-24-ghaziabad-pdpid-4d4235303230373434
R391384,Nanma One Cochin,Kochi,https://www.magicbricks.com/nanma-one-cochin-vytilla-ernakulam-pdpid-4d4235333538323833
R253,Kumar Park Infinia,Pune South,https://www.magicbricks.com/project-kumar-park-infinia-2bhk-for-sale-in-pune-pppfs
R9744,Goodwill Paradise,Navi Mumbai,Not Found
R391336,Jubilee City Gardens,Mohali,https://www.magicbricks.com/
R372761,Oscar Om Regency,Navi Mumbai,https://www.magicbricks.com/oscar-om-regency-taloja-navi-mumbai-pdpid-4d4235333232313539
R5464,Kalpataru Siddhachal Elite,Thane,https://www.magicbricks.com/kalpataru-siddhachal-elite-vasant-vihar-thane-pdpid-4d4235303730313334
R305513,Parth Bhagat Heritage,Navi Mumbai,https://www.magicbricks.com/project-parth-bhagat-heritage-1bhk-for-sale-in-navi-mumbai-pppfs
R144209,Vatika India Next Plots,Gurgaon,https://www.magicbricks.com/vatika-india-next-plots-sector-83-gurgaon-pdpid-4d4235323835323333
R417033,Adityaram Happinest,Chennai South,https://www.magicbricks.com/project-plots-vedavalli-nagar-for-sale-in-chennai-pppfs
R342811,VTP Beaumonde,Pune East,https://www.magicbricks.com/vtp-beaumonde-manjari-khurd-pune-pdpid-4d4235333435393737
R318797,Goodwill Unity,Navi Mumbai,https://www.magicbricks.com/project-goodwill-unity-for-sale-in-navi-mumbai-pppfs
R1108,Maitri Planet NX,Navi Mumbai,https://www.magicbricks.com/project-maitri-planet-nx-for-sale-in-navi-mumbai-pppfs
R2218,Bannerghatta House of Hiranandani,Bangalore South,https://www.magicbricks.com/project-house-of-hiranandani-bannerghatta-for-sale-in-bangalore-pppfs
R351005,Sun South Rayz,Ahmedabad West,https://www.magicbricks.com/project-vishwanath-sun-south-rayz-for-sale-in-ahmedabad-pppfs
R104342,Godrej Infinity,Pune East,https://www.magicbricks.com/project-godrej-infinity-2bhk-for-rent-in-pune-pppfr
R29660,Kesar Symphony,Navi Mumbai,https://www.magicbricks.com/project-kesar-symphony-for-sale-in-navi-mumbai-pppfs
R63829,MDHI Park View Apartments,Noida,https://www.magicbricks.com/project-park-view-apartments-for-rent-in-noida-pppfr
R474,Marvel Zephyr,Pune East,https://www.magicbricks.com/project-marvel-zephyr-3bhk-for-sale-in-pune-pppfs
R4468,SPL Samethana Lakefront,Bangalore East,https://www.magicbricks.com/project-samethana-lakefront-for-sale-in-bangalore-pppfs
R37702,Appaswamy Greensville,Chennai South,https://www.magicbricks.com/project-appaswamy-greensville-for-sale-in-chennai-pppfs
R338355,Shirke Parijat Hill View,Western Mumbai,https://www.magicbricks.com/shirke-parijat-borivali-east-mumbai-pdpid-4d4235333132343835
R2080,Nile Valley,Hyderabad,https://www.magicbricks.com/project-janapriya-nile-valley-2bhk-for-sale-in-hyderabad-pppfs
R392739,Cordial Paradise,Trivandrum,https://www.magicbricks.com/project-cordial-paradise-for-rent-in-trivandrum-pppfr
R29326,Anusandhan Apartments,Delhi South West,https://www.magicbricks.com/project-st-anns-apartments-for-sale-in-new-delhi-pppfs
R30686,Amanora Aspire Towers,Pune East,https://www.magicbricks.com/project-amanora-aspire-towers-4bhk-for-sale-in-pune-pppfs
R27804,Ansal API Sushant Estate,Gurgaon,https://www.magicbricks.com/project-ansal-sushant-estate-for-sale-in-gurgaon-pppfs
R39714,KIPL Morya,Thane,https://www.magicbricks.com/kipl-morya-ghodbunder-road-thane-pdpid-4d4235303930383131
R88679,Continental Swiss Town,Bangalore North,https://www.magicbricks.com/swiss-towns-devanahalli-bangalore-pdpid-4d4235303035383639
R15164,Azea Botanica,Lucknow,https://www.magicbricks.com/project-azea-botanica-for-sale-in-lucknow-pppfs
R434518,Artemis Address,Bangalore West,https://www.magicbricks.com/bda-approved-site-in-sondekoppa-main-road-bangalore-pppfs
R383203,Prabhat Bageshree,Western Mumbai,https://www.magicbricks.com/prabhat-bageshree-goregaon-east-mumbai-pdpid-4d4235333930333431
R421748,Platinum Marvelle,Pune West,https://www.magicbricks.com/platinum-marvelle-balewadi-pune-pdpid-4d4235343138383731
R367435,Safal Riviera Springs,Ahmedabad West,https://www.magicbricks.com/project-goyal-riviera-springs-for-sale-in-ahmedabad-pppfs
R41600,Nanded Mangal Bhairav,Pune South,https://www.magicbricks.com/property-for-sale-in-nanded-pune-pppfs
R272317,Tricity Luxuria,Navi Mumbai,https://www.magicbricks.com/tricity-luxuria-new-panvel-navi-mumbai-pdpid-4d4235303939313137
R241825,Riddhi Siddhi Heights,Pune West,https://www.magicbricks.com/riddhi-siddhi-heights-wakad-pune-pdpid-4d4235303738343538
R80308,Maker Tower,Mumbai South,https://www.magicbricks.com/project-maker-tower-for-rent-in-mumbai-pppfr
R316069,Purab Premium Apartments,Mohali,https://www.magicbricks.com/purab-premium-apartments-sector-88-mohali-pdpid-4d4235333039363431
R26456,Water Lily by Adani Realty,Ahmedabad North,https://www.magicbricks.com/adani-shantigram-waterlily-sg-highway-ahmedabad-pdpid-4d4235303234313036
R27900,South City Garden,Kolkata South,https://www.magicbricks.com/project-south-city-garden-for-sale-in-kolkata-pppfs
R29816,Exotica East Square,Ghaziabad,Not Found
R12890,Hiranandani Estate Paloma,Thane,https://www.magicbricks.com/project-hiranandani-estate-paloma-for-sale-in-thane-pppfs
R9208,DGS Sheetal Deep Complex,Beyond Mira Road,https://www.magicbricks.com/sheetal-deep-complex-nalasopara-mumbai-pdpid-4d4235303237303833
R379301,Shri Krishna Nagar,Trichy,https://www.magicbricks.com/
R261398,Juhi Serenity,Navi Mumbai,https://www.magicbricks.com/project-juhi-serenity-4bhk-for-sale-in-navi-mumbai-pppfs
R12894,Rna NG Suncity Phase 3,Western Mumbai,https://www.magicbricks.com/ng-suncity-phase-3-kandivali-east-mumbai-pdpid-4d4235303138393334
R88207,Mount Alps,Mumbai South,https://www.magicbricks.com/mount-alps-apartment-chembur-mumbai-pdpid-4d4235303438333934
R40568,Mahaavir Jyoti,Navi Mumbai,https://www.magicbricks.com/project-mahavir-jyoti-for-sale-in-navi-mumbai-pppfs
R417286,Team4 Arka,Hyderabad,https://www.magicbricks.com/team4-arka-manikonda-hyderabad-pdpid-4d4235343138393531
R42156,Mont Vert Seville,Pune West,https://www.magicbricks.com/mont-vert-seville-wakad-pune-pdpid-4d4235303033323339
R423858,Presidential Park,Pune West,https://www.magicbricks.com/presidential-tower-ghatkopar-west-mumbai-pdpid-4d4235303031353436
R469,Rustomjee Global City,Beyond Mira Road,https://www.magicbricks.com/shops-for-sale-in-evershine-globle-city-mumbai-pppfs
R17776,Mit Niketan,Western Mumbai,https://www.magicbricks.com/mit-niketan-kandivali-east-mumbai-pdpid-4d4235303535373438
R64604,Pacific Golf Estate,Dehradun,https://www.magicbricks.com/project-pacific-golf-estate-for-sale-in-dehradun-pppfs
R23624,Shri Sai Upvan,Ghaziabad,https://www.magicbricks.com/sai-upvan-noida-extension-noida-pdpid-4d4235303238353933
R58112,Sree Dakshas Vhridhaa,Coimbatore,https://www.magicbricks.com/sree-daksha-vhridhaa-vadavalli-coimbatore-pdpid-4d4235303833313831
R228057,PDA Omaxe City,Patiala,https://www.magicbricks.com/pda-plots-in-patiala-pppfs
R369,Hiranandani Iris,Thane,https://www.magicbricks.com/project-hiranandani-meadows-iris-4bhk-for-sale-in-thane-pppfs
R5334,The Greater Ganga Panama,Pune West,https://www.magicbricks.com/project-the-greater-ganga-panama-for-sale-in-pune-pppfs
R424471,RR Amman Nagar,Coimbatore,https://www.magicbricks.com/residential-plots-land-for-sale-in-ellappalayam-coimbatore-pppfs
R63529,White Rose CGHS,Delhi South West,https://www.magicbricks.com/project-white-rose-apartments-for-rent-in-new-delhi-pppfr
R276779,Lodha Kiara,Mumbai South,https://www.magicbricks.com/project-lodha-kiara-4bhk-for-sale-in-mumbai-pppfs
R420000,Ashiana Nitara,Jaipur,https://www.magicbricks.com/ashiana-nitara-bhankrota-jaipur-pdpid-4d4235343138393331
R634,Indiabulls Greens,Navi Mumbai,https://www.magicbricks.com/project-indiabulls-greens-panvel-for-sale-in-navi-mumbai-pppfs
R30026,Tyagi Windwards,Pune West,https://www.magicbricks.com/windwards-wakad-pune-pdpid-4d4235303035353833
R144077,Bajaj Shubhada,Western Mumbai,https://www.magicbricks.com/project-bajaj-shubhada-for-sale-in-mumbai-pppfs
R62219,Clover Village,Pune East,https://www.magicbricks.com/flats-in-clover-village-pune-for-sale-pppfs
R5790,Arihant Venkateshwara Green City,Pune East,https://www.magicbricks.com/green-city-hadapsar-pune-pdpid-4d4235303236353939
R197309,Thanekar Bhagirathi Regency,Thane Outskirts,https://www.magicbricks.com/bhagirathi-estate-kalyan-west-beyond-thane-pdpid-4d4235303730303037
R10626,The Close North,Gurgaon,https://www.magicbricks.com/3-bhk-flats-in-the-close-north-gurgaon-for-sale-pppfs
R271049,Siddha Seabrook,Western Mumbai,https://www.magicbricks.com/project-siddha-seabrook-3bhk-for-sale-in-mumbai-pppfs
R274075,Merlin The One,Kolkata South,https://www.magicbricks.com/project-merlin-the-one-for-sale-in-kolkata-pppfs
R548,Om The Island,Pune West,https://www.magicbricks.com/
R39796,Prestige Kingfisher Towers,Bangalore Central,https://www.magicbricks.com/project-prestige-kingfisher-towers-for-sale-in-bangalore-pppfs
R268153,Casagrand Bellissimo,Chennai South,https://www.magicbricks.com/project-casagrand-bellissimo-4bhk-for-sale-in-chennai-pppfs
R6524,Bramhacorp F Residences,Pune East,https://www.magicbricks.com/project-f-residences-for-sale-in-pune-pppfs
R7284,Platinum Avior,Navi Mumbai,https://www.magicbricks.com/platinum-avior-roadpali-navi-mumbai-pdpid-4d4235303237313036
R26246,CGHS Mandakini Apartments,Delhi South West,https://www.magicbricks.com/Sector-2-Dwarka-in-New-Delhi-Overview
R7446,Peninsula Ashok Meadows,Pune West,Not Found
R278061,Acme Ozone,Thane,https://www.magicbricks.com/acme-ozone-ghodbunder-road-thane-pdpid-4d4235303736313635
R271757,Lodha Casa Essenza,Western Mumbai,https://www.magicbricks.com/lodha-casa-essenza-dahisar-east-mumbai-pdpid-4d4235303030373536
R26144,Jawahar Apartment,Delhi South West,https://www.magicbricks.com/
R35376,Rajat Vihar,Noida,https://www.magicbricks.com/project-dda-rajat-vihar-for-sale-in-noida-pppfs
R7680,Green Vistas Prakrriti,Kochi,https://www.magicbricks.com/green-vistas-prakrriti-kakkanad-kochi-pdpid-4d4235303232303130
R377897,Bhagwati Elysia 1,Navi Mumbai,https://www.magicbricks.com/bhagwati-elysia-pushpak-nagar-navi-mumbai-pdpid-4d4235343235323731
R282,Rohan Leher,Pune West,https://www.magicbricks.com/rohan-leher-baner-pune-pdpid-4d4235303138393137
R171013,Hargobind Enclave,South Delhi,https://www.magicbricks.com/hargobind-enclave-chhattarpur-new-delhi-pdpid-4d4235303131323538
R31112,Hiranandani Woodrose,Thane,https://www.magicbricks.com/project-woodrose-for-sale-in-thane-pppfs
R28142,Panchshil Waterfront,Pune East,https://www.magicbricks.com/project-panchshil-eon-waterfront-i-for-sale-in-pune-pppfs
R12774,Udyog Vihar CGHS,Delhi South West,https://www.magicbricks.com/project-udyog-vihar-apartment-for-sale-in-new-delhi-pppfs
R12834,Guru Apartments,Delhi South West,https://www.magicbricks.com/property-for-sale-in-guru-angad-nagar-west-new-delhi-pppfs
R64436,Amba CGHS,Delhi South West,https://www.magicbricks.com/project-suruchi-apartments-2bhk-for-sale-in-new-delhi-pppfs
R46652,Panchshil Eon Waterfront,Pune East,https://www.magicbricks.com/project-panchshil-eon-waterfront-i-for-sale-in-pune-pppfs
R29144,South Delhi Apartments,Delhi South West,https://www.magicbricks.com/
R18380,JP Iscon Platinum,Ahmedabad West,https://www.magicbricks.com/project-jp-iscon-platinum-for-sale-in-ahmedabad-pppfs
R68516,ABIL Imperial Atria,Pune West,https://www.magicbricks.com/abil-imperial-atria-baner-pune-pdpid-4d4235313333353737
R399447,Shivam Tulip Elegance,Navi Mumbai,https://www.magicbricks.com/shivam-tulip-elegance-ulwe-navi-mumbai-pdpid-4d4235333337313331
R494,Uniworld City,Kolkata East,https://www.magicbricks.com/4-bhk-flats-for-rent-in-uniworld-city-kolkata-pppfr
R43818,Vistara Township,Indore,https://www.magicbricks.com/project-plots-vistara-township-for-sale-in-indore-pppfs
R27444,Pragjyotishpur Apartments,Delhi South West,https://www.magicbricks.com/project-pragjyotishpur-apartments-for-sale-in-new-delhi-pppfs
R376758,Krishna Nagari plots,Nagpur,https://www.magicbricks.com/krishna-nagari-plots-jamtha-nagpur-pdpid-4d4235333231363835
R420110,Opera Estate,Indore,https://www.magicbricks.com/residential-plots-land-for-sale-in-palakhedi-indore-pppfs
R37636,Brisk Lumbini Terrace Homes,Gurgaon,https://www.magicbricks.com/project-brisk-lumbini-terrace-homes-4bhk-for-sale-in-gurgaon-pppfs
R900,K Raheja Heights,Western Mumbai,https://www.magicbricks.com/k-raheja-construction-under-construction-projects-pppsp
R324193,Greenmark Mayfair Bhel,Hyderabad,https://www.magicbricks.com/greenmark-mayfair-bhel-kondakal-hyderabad-pdpid-4d4235333731363531
R427633,Pandit Nandvihar,Pune Central,https://www.magicbricks.com/hi-in/independent-house-for-sale-in-bhola-road-meerut-pppfs
R124803,Antriksh Management Apartments,Delhi South West,https://www.magicbricks.com/antriksh-shivalik-apartments-dwarka-sector-6-new-delhi-pdpid-4d4235313730323035
R843,Dosti Imperia,Thane,https://www.magicbricks.com/project-dosti-imperia-for-sale-in-thane-pppfs
R375290,Vilas YashONE Infinitee,Pune West,https://www.magicbricks.com/project-vilas-javdekar-yashone-infinitee-for-sale-in-pune-pppfs
R351613,Gami Teesta,Navi Mumbai,https://www.magicbricks.com/gami-teesta-taloja-navi-mumbai-pdpid-4d4235323132393833
R313161,Sky Mansion By Risland,South Delhi,https://www.magicbricks.com/risland-sky-mansion-chhattarpur-new-delhi-pdpid-4d4235313239323237
R99587,Deshpande Windmill Village,Pune West,https://www.magicbricks.com/project-deshpande-windmill-village-for-sale-in-pune-pppfs
R63843,Cghs Shivam Apartments,Delhi South West,https://www.magicbricks.com/shivam-apartments-dwarka-sector-12-new-delhi-pdpid-4d4235303836353838
R60239,Bhumiraj Hermitage,Navi Mumbai,https://www.magicbricks.com/bhumiraj-hermitage-palm-beach-road-navi-mumbai-pdpid-4d4235303137353832
R295453,Pyramid Elements,Navi Mumbai,https://www.magicbricks.com/project-pyramid-elements-1bhk-for-sale-in-navi-mumbai-pppfs
R269461,VTP Solitaire,Pune West,https://www.magicbricks.com/vtp-solitaire-baner-pune-pdpid-4d4235303935343333
R63593,Hiranandani Glen Croft,Central Mumbai,Not Found
R416199,Platinum Devansh,Navi Mumbai,https://www.magicbricks.com/platinum-devansh-new-panvel-navi-mumbai-pdpid-4d4235343138323231
R343933,Inaaya Royal Heights,Lucknow,https://www.magicbricks.com/project-inaaya-royal-heights-for-sale-in-lucknow-pppfs
R23724,Bestech Park View Spa Next,Gurgaon,https://www.magicbricks.com/project-bestech-park-view-spa-next-for-sale-in-gurgaon-pppfs
R376517,Prakruti Aarya,Vadodara,https://www.magicbricks.com/project-shree-prakruti-aarya-for-sale-in-vadodara-pppfs
R108529,Pumarth Bliss,Indore,https://www.magicbricks.com/project-plots-pumarth-meadows-for-sale-in-indore-pppfs
R337779,Satellite Elegance,Western Mumbai,https://www.magicbricks.com/project-satellite-elegance-2bhk-for-sale-in-mumbai-pppfs
R292349,Orange BCM Park,Indore,https://www.magicbricks.com/project-bcm-park-for-sale-in-indore-pppfs
R250877,Global City,Mohali,https://www.magicbricks.com/project-global-city-mohali-for-sale-in-mohali-pppfs
R1512,Magnolia City,Kolkata North,https://www.magicbricks.com/project-magnolia-sports-city-for-sale-in-kolkata-pppfs
R41,Mantri Tranquil,Bangalore South,https://www.magicbricks.com/project-mantri-tranquil-for-sale-in-bangalore-pppfs
R302279,Centra Greens,Ludhiana,https://www.magicbricks.com/project-centra-greens-for-sale-in-ludhiana-pppfs
R322077,Kolte Patil Tuscan Parkland,Pune East,https://www.magicbricks.com/project-kolte-patil-tuscan-parkland-for-sale-in-pune-pppfs
R41594,Arcadia Hillocks,Dehradun,https://www.magicbricks.com/project-arcadia-hillocks-for-sale-in-dehradun-pppfs
R12300,Suncity Essel Towers,Gurgaon,https://www.magicbricks.com/project-essel-towers-for-sale-in-gurgaon-pppfs
R381481,Platinum 53 West,Western Mumbai,https://www.magicbricks.com/platinum-53-west-andheri-west-mumbai-pdpid-4d4235333138323031
R272905,Kolte Patil R16 at Life Republic,Pune West,https://www.magicbricks.com/project-kolte-patil-life-republic-r16-for-rent-in-pune-pppfr
R671,Pan Oasis,Noida,https://www.magicbricks.com/project-pan-oasis-for-sale-in-noida-pppfs
R417156,Urban Front,Pune North,https://www.magicbricks.com/one-north-magarpatta-city-pune-pdpid-4d4235303035353934
R40112,JP Airoli Tower 1,Navi Mumbai,https://www.magicbricks.com/project-jp-airoli-tower-1-for-sale-in-navi-mumbai-pppfs
R372604,Dhan Residency,Indore,https://www.magicbricks.com/dhan-trident-vijay-nagar-indore-pdpid-4d4235323231303435
R178281,Rihayshi CHS,Delhi South West,https://www.magicbricks.com/rihayshi-chs-dwarka-sector-12-new-delhi-pdpid-4d4235313732313535
R65226,Shyam Apartments,Delhi South West,https://www.magicbricks.com/project-shree-shyam-apartments-for-rent-in-new-delhi-pppfr
R29196,Manisha Towers,Delhi South West,https://www.magicbricks.com/project-manisha-towers-for-sale-in-new-delhi-pppfs
R38338,Suncity Township,Gurgaon,https://www.magicbricks.com/suncity-township-sector-54-gurgaon-pdpid-4d4235303130343437
R2690,Bhoomi Acres,Thane,https://www.magicbricks.com/project-bhoomi-acres-3bhk-for-sale-in-thane-pppfs
R981,Assotech Windsor Court,Noida,https://www.magicbricks.com/assotech-windsor-court-sector-78-noida-pdpid-4d4235303039393431
R14750,BKS Galaxy,Navi Mumbai,https://www.magicbricks.com/project-bks-galaxy-for-rent-in-navi-mumbai-pppfr
R27710,DLF Wellington Estate,Gurgaon,https://www.magicbricks.com/project-dlf-wellington-estate-4bhk-for-sale-in-gurgaon-pppfs
R64686,Kolte Patil 24K Opula,Pune West,https://www.magicbricks.com/kolte-patil-24k-opula-pimple-nilakh-pune-pdpid-4d4235303732333334
R382153,Ratnabhumi Turquoise Grandeure,Ahmedabad West,https://www.magicbricks.com/project-turquoise-grandeur-for-sale-in-ahmedabad-pppfs
R276977,K Raheja Artesia,Mumbai South,https://www.magicbricks.com/project-k-raheja-artesia-for-sale-in-mumbai-pppfs
R30720,Panchshil Satellite Towers,Pune East,https://www.magicbricks.com/panchshil-realty-under-construction-projects-pppsp
R403728,Savvy Marina,Gandhinagar,https://www.magicbricks.com/project-savvy-marina-for-sale-in-gandhinagar-pppfs
R28466,Naiknavare Victoria Garden,Pune East,https://www.magicbricks.com/victoria-garden-kalyani-nagar-pune-pdpid-4d4235303031373732
R1189,Prestige Tranquility,Bangalore East,https://www.magicbricks.com/project-prestige-tranquility-2bhk-for-sale-in-bangalore-pppfs
R198879,Tharwani Heritage,Navi Mumbai,https://www.magicbricks.com/project-tharwani-heritage-3bhk-for-sale-in-navi-mumbai-pppfs
R838,Lunkad Sky Vie,Pune East,https://www.magicbricks.com/project-lunkad-sky-vie-for-sale-in-pune-pppfs
R28474,ABA Olive County,Ghaziabad,Not Found
R55242,Patel Aum Sai,Navi Mumbai,https://www.magicbricks.com/project-aum-sai-for-sale-in-navi-mumbai-pppfs
R211267,Shankh Mani,Kolkata South,https://www.magicbricks.com/project-shankhmani-for-sale-in-kolkata-pppfs
R17792,Oberoi Parkview,Western Mumbai,https://www.magicbricks.com/oberoi-park-view-kandivali-east-mumbai-pdpid-4d4235303030363033
R4200,Sobha Habitech,Bangalore East,https://www.magicbricks.com/sobha-habitech-whitefield-bangalore-pdpid-4d4235303030323335
R136905,RWA Anand Vihar,East Delhi,https://www.magicbricks.com/vigyan-lok-rwa-anand-vihar-new-delhi-pdpid-4d4235313639323133
R12566,CGHS Gokul Apartment,Delhi South West,https://www.magicbricks.com/project-gokul-apartment-for-rent-in-new-delhi-pppfr
R382416,The Kings Way Aop,Pune East,https://www.magicbricks.com/project-kings-way-for-rent-in-pune-pppfr
R31942,Siddharth Geetanjali Garden,Navi Mumbai,https://www.magicbricks.com/geetanjali-garden-kharghar-navi-mumbai-pdpid-4d4235303237393439
R329079,VTP Belair,Pune West,https://www.magicbricks.com/project-vtp-belair-for-sale-in-pune-pppfs
R12206,Uppal Southend,Gurgaon,https://www.magicbricks.com/4-bhk-flats-in-uppal-southend-gurgaon-for-sale-pppfs
R403677,VR Reflection,Ahmedabad West,https://www.magicbricks.com/project-vr-reflection-for-sale-in-ahmedabad-pppfs
R313995,My Home Nakshatra,Chennai South,https://www.magicbricks.com/project-my-home-nakshatra-for-sale-in-chennai-pppfs
R23402,Shagun White Woods,Navi Mumbai,https://www.magicbricks.com/project-shagun-white-woods-for-sale-in-navi-mumbai-pppfs
